1559253701,587774,1283
X,1559253701,587523,964
X,1559253702,587501,1449
X,1559253703,587394,2055
X,1559253703,587314,1535
X,1559253704,587199,1864
X,1559253704,587307,1297
X,1559253705,587298,1413
X,1559253705,587247,1039
X,1559253706,587165,1155
X,1559253707,586973,1194
X,1559253707,586869,1458
X,1559253708,586893,1305
X,1559253708,586907,2642
X,1559253709,586863,1278
X,1559253709,586932,1433
X,1559253710,586984,1183
X,1559253711,586853,1522
X,1559253711,586967,2143
X,1559253712,586935,1572
X,1559253712,586831,2010
X,1559253713,587012,1415
X,1559253713,586879,1519
X,1559253714,586823,1331
X,1559253715,587047,1067
X,1559253715,587094,1182
X,1559253716,587002,2164
X,1559253716,586652,1443
X,1559253717,586844,2543
X,1559253717,587042,1402
X,1559253718,586863,1326
X,1559253718,586588,1392
X,1559253719,586455,1304
X,1559253720,586301,1028
X,1559253720,586286,1472
X,1559253721,586310,1280
X,1559253721,586343,2462
X,1559253722,586069,1250
X,1559253722,586166,1568
P,1559253723,5120
X,1559253723,585554,1144
X,1559253724,585356,1340
X,1559253724,585205,1814
X,1559253725,585820,1809
X,1559253725,585849,1107
X,1559253726,586068,1565
X,1559253726,585916,1267
X,1559253727,585797,1342
X,1559253728,585588,1135
X,1559253728,585250,1680
X,1559253729,585111,1107
X,1559253729,584833,1240
X,1559253730,584879,1410
X,1559253730,584471,1702
X,1559253731,584187,1537
X,1559253732,584042,1541
X,1559253732,584242,1628
X,1559253733,584119,1911
X,1559253733,583981,1549
X,1559253734,583901,1532
X,1559253734,583788,1332
X,1559253735,583932,1523
X,1559253735,583582,1610
X,1559253735,583301,1587
X,1559253736,583314,1590
X,1559253736,583069,1286
X,1559253737,582807,1510
X,1559253737,582148,1747
X,1559253738,581008,2080
X,1559253739,579029,2011
X,1559253739,578233,2120
X,1559253740,576763,2278
X,1559253740,576050,1964
X,1559253741,573967,3756
X,1559253741,574212,1562
X,1559253742,577103,5402
X,1559253742,579816,1886
X,1559253743,579738,2690
X,1559253744,580769,1140
X,1559253744,581114,1376
X,1559253745,581303,1320
X,1559253745,580424,1809
X,1559253746,579815,1335
X,1559253746,579153,1337
X,1559253747,578732,1471
X,1559253748,578618,1987
X,1559253748,579529,1662
X,1559253749,580036,2325
X,1559253749,580248,1570
X,1559253750,579960,1458
X,1559253750,579179,1767
X,1559253751,579310,1276
X,1559253752,579393,1417
P,1559253752,5136
X,1559253752,579491,1580
X,1559253753,579532,1077
X,1559253753,579501,2163
X,1559253754,579347,1631
X,1559253754,579108,2431
X,1559253755,578942,2003
X,1559253756,579014,1724
X,1559253756,578154,2066
X,1559253757,577159,2001
X,1559253757,577147,1794
X,1559253758,577796,1382
X,1559253758,577692,1316
X,1559253759,578006,2404
X,1559253760,577786,1527
X,1559253760,577007,1664
X,1559253761,576589,1068
X,1559253761,576038,1518
X,1559253762,574713,1733
X,1559253762,573554,2983
X,1559253763,555890,63057
X,1559253763,551008,17377
X,1559253764,548719,58268
X,1559253765,565112,26175
X,1559253765,578936,5457
X,1559253766,578894,5783
X,1559253766,578098,32108
X,1559253767,579922,40775
X,1559253767,577131,33272
X,1559253768,579270,20335
X,1559253769,577079,17412
X,1559253769,577186,24568
X,1559253770,577411,23844
X,1559253770,579603,30647
X,1559253771,578210,9730
X,1559253771,576154,7194
X,1559253772,577428,1220
X,1559253773,577009,1841
X,1559253773,576043,17981
X,1559253774,576776,21055
