H,1562289099,266219
P,1562289099,5500
D,1562289101,427776
R,1562289101,5C00DDFC90
R,1562289101,5C00DDFC90
R,1562289101,5C00DDFC90
X,1562289103,612471,65120
X,1562289103,606793,21947
X,1562289104,613977,41478
X,1562289104,610392,7446
X,1562289105,610287,5216
X,1562289105,610105,5075
X,1562289106,610498,3269
X,1562289107,610660,3303
X,1562289107,610760,17364
X,1562289108,610772,12208
X,1562289108,610662,6004
X,1562289108,609589,45198
X,1562289108,611127,12720
X,1562289109,610680,2789
X,1562289110,610822,10640
X,1562289110,610934,3546
X,1562289111,609828,13915
X,1562289111,610547,8629
X,1562289112,610837,3865
X,1562289112,610565,2291
X,1562289113,609364,39653
X,1562289114,613598,49308
X,1562289114,609800,12522
X,1562289115,608014,9409
X,1562289115,609765,4516
X,1562289116,609634,4399
X,1562289116,609756,2396
X,1562289117,610017,3007
X,1562289117,610213,2328
X,1562289118,610447,29970
X,1562289119,610298,2959
X,1562289119,610304,3626
X,1562289120,610336,10350
X,1562289120,610520,3037
X,1562289121,610507,8774
X,1562289121,610522,2220
X,1562289122,610393,2625
X,1562289123,610401,2138
X,1562289123,610677,2219
X,1562289124,610759,2428
X,1562289124,610770,1920
X,1562289125,610984,1721
X,1562289125,610948,1598
X,1562289126,610890,1416
X,1562289127,611024,17213
X,1562289127,611192,13307
X,1562289128,613308,15166
P,1562289128,5493
X,1562289128,611070,2674
X,1562289129,610998,5363
X,1562289129,610981,5311
X,1562289130,610617,6959
X,1562289131,610202,11519
X,1562289131,610994,2934
X,1562289132,611173,2822
X,1562289132,611038,2376
X,1562289133,613332,15588
X,1562289133,611882,56372
X,1562289134,613939,53609
X,1562289135,612344,519
X,1562289135,609425,35283
X,1562289136,611167,14504
X,1562289136,611488,11396
X,1562289137,611380,2248
X,1562289137,611355,3956
X,1562289138,611207,6557
X,1562289139,611377,3439
X,1562289139,611273,2348
X,1562289140,611298,1986
X,1562289140,612760,17321
X,1562289141,610533,18846
X,1562289141,611448,2130
X,1562289142,611134,3048
X,1562289142,611242,1623
X,1562289143,611363,2007
X,1562289144,611243,3576
X,1562289144,611249,1928
X,1562289145,611180,2810
X,1562289145,611105,2417
X,1562289146,611162,14999
X,1562289146,611246,3362
X,1562289147,610964,2371
X,1562289148,610943,1787
X,1562289148,610947,2060
X,1562289149,610957,2401
X,1562289149,611026,2533
X,1562289149,610983,2098
X,1562289149,610886,2505
X,1562289150,611033,2427
X,1562289151,610980,2588
X,1562289151,611104,2133
X,1562289152,611144,2225
X,1562289152,610968,2725
X,1562289153,611677,10590
X,1562289153,610994,4253
X,1562289154,610945,2748
X,1562289155,610954,2810
X,1562289155,610947,3698
X,1562289156,611193,2853
X,1562289156,610480,27126
X,1562289157,610632,31148
P,1562289157,5494
X,1562289157,611030,5851
X,1562289158,610845,7226
X,1562289159,611304,2005
X,1562289159,611311,2034
X,1562289160,611254,2230
X,1562289160,611279,2447
X,1562289161,611281,2485
X,1562289161,611295,2393
X,1562289162,611201,1622
X,1562289163,611152,2578
X,1562289163,611163,2243
X,1562289164,611200,3134
X,1562289164,611253,2435
X,1562289165,611475,1806
X,1562289165,611430,1403
X,1562289166,611157,2001
X,1562289166,611407,1937
X,1562289167,611290,2073
X,1562289168,611338,2752
X,1562289168,611745,5901
X,1562289169,611224,3275
X,1562289169,611328,2512
X,1562289170,611370,1819
X,1562289170,611441,2427
X,1562289171,611280,1302
X,1562289172,611772,2269
X,1562289172,611471,3011
X,1562289173,611284,3131
X,1562289173,611310,1995
X,1562289174,611410,3698
X,1562289174,611553,14668
X,1562289175,611278,2504
X,1562289176,611560,2712
X,1562289176,611540,2018
X,1562289177,611622,2878
X,1562289177,611490,2433
X,1562289178,611521,2655
X,1562289178,611487,3930
X,1562289179,611420,3817
X,1562289180,611388,3495
X,1562289180,611320,3541
X,1562289181,610850,13276
X,1562289181,611967,6622
X,1562289182,611525,3305
X,1562289182,611531,2256
X,1562289183,611645,2938
X,1562289184,611495,2816
X,1562289184,611589,1631
X,1562289185,611690,6577
X,1562289185,611445,7531
X,1562289186,611619,1554
X,1562289186,611427,2587
X,1562289187,611477,1755
P,1562289187,5492
X,1562289187,611522,1368
X,1562289188,611473,2290
X,1562289189,611325,1999
X,1562289189,611497,1711
X,1562289190,611480,1568
X,1562289190,611352,2199
X,1562289190,611297,2470
X,1562289190,611398,1911
X,1562289191,611473,2177
X,1562289192,611455,2094
X,1562289192,611452,1768
