7,145408
D,1559951209,143872
D,1559951212,146176
P,1559951212,5024
D,1559951214,146432
D,1559951216,145664
D,1559951218,144896
D,1559951220,145664
D,1559951222,142336
D,1559951224,146176
D,1559951226,147712
D,1559951228,147968
D,1559951231,148736
D,1559951233,148480
D,1559951235,147200
D,1559951237,146432
D,1559951239,146944
P,1559951241,5025
D,1559951242,144896
D,1559951244,144640
D,1559951246,143616
D,1559951248,144128
D,1559951250,146176
D,1559951253,146432
D,1559951255,146432
D,1559951257,146176
D,1559951259,146432
D,1559951261,144128
D,1559951263,144896
D,1559951265,145408
D,1559951267,145408
D,1559951269,146432
P,1559951270,5024
D,1559951271,144384
D,1559951274,144384
D,1559951276,144128
D,1559951278,145408
D,1559951280,145920
D,1559951282,144896
D,1559951285,145664
D,1559951287,143616
D,1559951289,144640
D,1559951291,146432
D,1559951293,147200
D,1559951296,143104
D,1559951298,143616
D,1559951300,144384
P,1559951301,5024
D,1559951302,143616
D,1559951303,144896
D,1559951306,145152
D,1559951308,143104
D,1559951310,143616
D,1559951312,146944
D,1559951314,147712
D,1559951317,145152
D,1559951319,142848
D,1559951321,143360
D,1559951323,144896
D,1559951325,144128
D,1559951328,145408
P,1559951330,5024
D,1559951330,144640
D,1559951332,143104
D,1559951334,143360
D,1559951336,143872
D,1559951339,143616
D,1559951341,145664
D,1559951343,145920
D,1559951344,146176
D,1559951346,145664
D,1559951349,145152
D,1559951351,143616
D,1559951353,141312
D,1559951355,144384
D,1559951357,146176
P,1559951359,5024
D,1559951360,143616
D,1559951362,143104
D,1559951364,141568
D,1559951366,143104
D,1559951368,142848
D,1559951371,142592
D,1559951373,141056
D,1559951375,142848
D,1559951377,142336
D,1559951379,143104
D,1559951382,143360
D,1559951384,144896
D,1559951386,144896
D,1559951388,143616
P,1559951389,5024
D,1559951390,143616
D,1559951393,144640
D,1559951395,143616
D,1559951397,144384
D,1559951399,144640
D,1559951401,144128
D,1559951404,144128
D,1559951406,143872
D,1559951408,144896
D,1559951410,143360
D,1559951412,144640
D,1559951415,142592
D,1559951417,144128
P,1559951419,5025
D,1559951419,142592
D,1559951421,136704
D,1559951423,142080
D,1559951426,142592
D,1559951427,144128
D,1559951429,142848
D,1559951431,143616
D,1559951433,141568
D,1559951436,141568
D,1559951438,141056
D,1559951440,141056
D,1559951442,144128
D,1559951445,144128
D,1559951447,143872
P,1559951448,5025
D,1559951449,145920
D,1559951451,144384
D,1559951453,144384
D,1559951456,144896
D,1559951458,144384
D,1559951460,143360
D,1559951462,144640
D,1559951464,144896
D,1559951467,145920
D,1559951468,145408
D,1559951470,145152
D,1559951472,145408
D,1559951474,144640
D,1559951477,144896
P,1559951477,5024
D,1559951479,145664
D,1559951481,144640
D,1559951483,143104
D,1559951485,142080
D,1559951488,143616
D,1559951490,141824
D,1559951492,143872
D,1559951494,143872
D,1559951496,143872
D,1559951499,143104
D,1559951501,143616
D,1559951503,143616
D,1559951505,143360
P,1559951507,5024
D,1559951507,143360
D,1559951509,143872
D,1559951511,143872
D,1559951513,143360
D,1559951515,142848
D,1559951517,143360
D,1559951520,143360
D,1559951522,142336
D,1559951524,141824
D,1559951526,142592
D,1559951528,142592
D,1559951531,142336
D,1559951533,142336
D,1559951535,138240
P,1559951536,5024
D,1559951537,141056
D,1559951539,143360
D,1559951542,137472
D,1559951544,142080
D,1559951546,142848
D,1559951548,142848
D,1559951549,142592
D,1559951552,143360
D,1559951554,144128
D,1559951556,143104
D,1559951558,142336
D,1559951560,142336
D,1559951563,143616
D,1559951565,142848
P,1559951565,5023
D,1559951567,139776
D,1559951569,144384
D,1559951571,143360
D,1559951574,140544
D,1559951576,142848
D,1559951578,143360
D,1559951580,142336
D,1559951582,143360
D,1559951585,142848
