,697739,7677
X,1559862073,698334,9740
X,1559862074,698138,4663
X,1559862075,698008,5074
X,1559862075,698015,8858
X,1559862076,698089,4559
X,1559862076,697900,4868
X,1559862077,697983,3820
X,1559862077,697894,4864
X,1559862078,698043,6263
X,1559862079,697918,4502
P,1559862079,5053
X,1559862079,698041,3256
X,1559862080,697592,5856
X,1559862080,697819,5616
X,1559862081,697769,4203
X,1559862081,697927,3979
X,1559862082,698033,4770
X,1559862083,698009,6283
X,1559862083,698951,8613
X,1559862084,697584,12344
X,1559862084,697537,6086
X,1559862085,697693,4684
X,1559862085,697578,8872
X,1559862086,697712,5527
X,1559862086,697535,6984
X,1559862087,697363,5679
X,1559862088,698073,5716
X,1559862088,697415,10754
X,1559862089,697331,7627
X,1559862089,697264,9438
X,1559862090,697443,6984
X,1559862090,697264,10438
X,1559862091,697855,5777
X,1559862092,697874,6942
X,1559862092,697343,5827
X,1559862093,698965,15018
X,1559862093,696655,7352
X,1559862094,697736,11472
X,1559862094,697757,5258
X,1559862095,697943,9429
X,1559862096,697497,7511
X,1559862096,697787,6001
X,1559862097,697456,5276
X,1559862097,697701,4312
X,1559862098,697795,4557
X,1559862098,697722,5154
X,1559862099,697686,7114
X,1559862100,698233,4231
X,1559862100,697690,4856
X,1559862101,697416,2763
X,1559862101,697576,5304
X,1559862102,697808,4998
X,1559862102,697714,5224
X,1559862103,697681,3116
X,1559862104,697708,5220
X,1559862104,697580,3963
X,1559862105,697925,4673
X,1559862105,697900,3783
X,1559862106,698060,5917
X,1559862106,698207,13726
X,1559862106,696917,8415
X,1559862106,697216,7314
X,1559862107,697764,3577
X,1559862108,697137,9867
P,1559862108,5055
X,1559862108,697810,5873
X,1559862109,697766,5781
X,1559862109,697398,5403
X,1559862110,697272,5454
X,1559862110,697513,2946
X,1559862111,695779,13936
X,1559862112,698791,15203
X,1559862112,695917,29024
X,1559862113,698471,13034
X,1559862113,697676,8624
X,1559862114,697279,7174
X,1559862114,697741,4731
X,1559862115,697483,7339
X,1559862116,697247,4831
X,1559862116,697542,4233
X,1559862117,697570,7021
X,1559862117,697484,7150
X,1559862118,697303,4448
X,1559862118,697531,5565
X,1559862119,697738,5491
X,1559862120,697338,3874
X,1559862120,697754,2482
X,1559862121,697603,5741
X,1559862121,697048,4494
X,1559862122,697340,4307
X,1559862122,697478,4584
X,1559862123,697593,6061
X,1559862124,697273,7021
X,1559862124,697340,6855
X,1559862125,697485,5493
X,1559862125,697190,4593
X,1559862126,697493,4694
X,1559862126,697595,4341
X,1559862127,697635,6045
X,1559862128,697635,3681
X,1559862128,697750,3912
X,1559862129,700164,22521
X,1559862129,698739,28230
X,1559862130,699138,9809
X,1559862130,695193,25258
X,1559862131,702390,26305
X,1559862131,690163,45226
X,1559862132,696999,21421
X,1559862133,698240,16310
X,1559862133,697285,6845
X,1559862134,697069,14995
X,1559862134,697126,12761
X,1559862135,696833,6089
X,1559862135,697226,3966
X,1559862136,697005,6465
X,1559862137,697231,4824
X,1559862137,696874,7079
X,1559862138,697035,2605
P,1559862138,5056
X,1559862138,697113,7036
X,1559862139,696693,4205
