H,1564107085,266219
P,1564107085,5241
P,1564107114,5243
P,1564107143,5242
P,1564107172,5243
P,1564107203,5243
P,1564107232,5243
P,1564107261,5243
P,1564107290,5242
P,1564107320,5241
P,1564107349,5243
D,1564107365,455936
D,1564107367,411904
R,1564107367,000000000
R,1564107367,000000000
X,1564107369,627407,6527
X,1564107369,631449,16280
X,1564107370,630845,5746
X,1564107370,630966,6978
X,1564107371,630967,19399
X,1564107371,630789,6723
X,1564107372,630176,5156
X,1564107372,630493,2771
X,1564107372,620402,63554
X,1564107373,630416,10975
X,1564107373,629734,6577
X,1564107374,629915,3825
X,1564107374,630174,3154
X,1564107375,630092,5348
X,1564107376,629892,4437
X,1564107376,629898,3795
X,1564107377,630141,2281
X,1564107377,630259,1772
X,1564107378,629864,2223
P,1564107378,5234
X,1564107378,630320,2014
X,1564107379,630411,2363
X,1564107379,630344,1979
X,1564107380,630227,2212
X,1564107381,630323,2406
X,1564107381,630754,25968
X,1564107382,629002,4672
X,1564107382,629798,21917
X,1564107383,628625,28584
X,1564107383,628050,51587
X,1564107384,652943,62613
X,1564107385,275221,41047
X,1564107385,275071,7226
X,1564107386,275767,2282
X,1564107386,275604,1172
X,1564107387,275310,299
X,1564107387,275299,248
X,1564107388,275301,180
X,1564107389,275239,130
X,1564107389,275343,211
X,1564107390,275322,177
X,1564107390,275258,283
O,1564107391,275228,139
O,1564107391,275175,168
O,1564107392,275162,139
O,1564107393,275204,128
O,1564107393,275212,111
O,1564107394,275211,139
O,1564107394,275206,140
O,1564107395,275137,119
O,1564107395,275148,126
O,1564107396,275123,189
O,1564107397,275094,240
O,1564107397,275073,170
O,1564107398,275018,248
O,1564107398,274954,163
O,1564107399,274951,116
O,1564107399,274965,89
O,1564107400,274981,113
O,1564107400,275032,202
O,1564107401,275072,117
O,1564107402,275087,140
O,1564107402,275096,158
O,1564107403,275055,64
O,1564107403,275026,122
O,1564107404,274994,315
O,1564107404,275004,150
O,1564107405,274943,200
O,1564107406,275028,410
O,1564107406,274944,178
O,1564107407,274877,196
O,1564107407,274800,188
O,1564107408,274807,141
P,1564107408,5235
O,1564107408,274802,93
O,1564107409,274757,178
O,1564107410,274749,235
O,1564107410,274721,153
O,1564107411,274858,314
O,1564107411,274931,206
O,1564107412,274988,191
O,1564107412,274950,193
O,1564107413,274930,137
O,1564107413,274855,352
O,1564107413,274801,388
O,1564107414,274756,347
O,1564107414,274738,191
O,1564107415,274720,159
O,1564107415,274697,156
O,1564107416,274707,196
O,1564107417,274691,180
O,1564107417,274681,121
O,1564107418,274703,126
O,1564107418,274751,131
O,1564107419,274727,182
O,1564107419,274753,140
O,1564107420,274764,102
O,1564107421,274773,51
O,1564107421,274779,192
O,1564107422,274752,156
O,1564107422,274751,173
O,1564107423,274777,194
O,1564107423,274753,124
O,1564107424,274757,115
O,1564107424,274741,94
O,1564107425,274764,157
O,1564107426,274766,122
O,1564107426,274728,133
O,1564107427,274725,410
O,1564107427,274696,273
O,1564107428,274542,194
O,1564107428,274574,153
O,1564107429,274569,142
O,1564107430,274648,182
O,1564107430,274596,140
O,1564107431,274550,170
O,1564107431,274584,142
O,1564107432,274525,328
O,1564107432,274566,567
O,1564107433,274559,334
O,1564107434,274607,207
O,1564107434,274529,265
O,1564107435,274566,394
O,1564107435,274590,283
O,1564107436,274626,242
O,1564107436,274600,332
O,1564107437,274619,225
P,1564107437,5234
O,1564107438,274638,143
O,1564107438,274668,98
O,1564107439,274676,82
O,1564107439,274645,119
O,1564107440,274697,303
O,1564107440,274609,275
T,1564107441,2943
P,1564107466,5242
P,1564107496,5242
P,1564107526,5242
P,1564107555,5241
P,1564107585,5243
P,1564107615,5242
P,1564107644,5242
P,1564107673,5243
P,1564107702,5241
D,1564107728,525568
D,1564107731,415232
P,1564107732,5243
D,1564107733,408832
D,1564107735,417024
D,1564107737,414720
D,1564107739,415744
D,1564107742,413952
D,1564107743,399616
P,1564107761,5242
P,1564107791,5241
P,1564107821,5243
P,1564107850,5242
P,1564107879,5241
P,1564107908,5243
P,1564107938,5243
P,1564107967,5242
P,1564107996,5241
P,1564108026,5242
P,1564108055,5242
P,1564108085,5243
P,1564108114,5242
P,1564108144,5242
P,1564108173,5242
P,1564108202,5242
P,1564108232,5242
P,1564108261,5242
P,1564108290,5242
P,1564108319,5243
