04183,177408
D,1559804185,177920
D,1559804187,177664
D,1559804189,177408
D,1559804192,177408
P,1559804192,5026
D,1559804194,177664
D,1559804196,177408
D,1559804197,177408
D,1559804199,177920
D,1559804202,177664
D,1559804204,177664
D,1559804206,177664
D,1559804208,177664
D,1559804210,177664
D,1559804213,177920
D,1559804215,177408
D,1559804217,177664
D,1559804219,177664
P,1559804221,5026
D,1559804221,178176
D,1559804224,177920
D,1559804226,177408
D,1559804228,177664
D,1559804230,177920
D,1559804233,177152
D,1559804235,177664
D,1559804237,177408
D,1559804238,177664
D,1559804240,177408
D,1559804243,177664
D,1559804245,177408
D,1559804247,177920
D,1559804249,177408
P,1559804250,5026
D,1559804251,177152
D,1559804254,177664
D,1559804256,177408
D,1559804258,177920
D,1559804260,177408
D,1559804262,177408
D,1559804265,177408
D,1559804267,177920
D,1559804269,178176
D,1559804271,177152
D,1559804273,177152
D,1559804276,177664
D,1559804278,177920
D,1559804279,177152
P,1559804279,5026
D,1559804281,177408
D,1559804283,177408
D,1559804286,177664
D,1559804288,177408
D,1559804290,177664
D,1559804292,176384
D,1559804294,176896
D,1559804297,177152
D,1559804299,177408
D,1559804301,177664
D,1559804303,177920
D,1559804305,177920
D,1559804308,177664
P,1559804309,5025
D,1559804310,177664
D,1559804312,177408
D,1559804314,177408
D,1559804316,177408
D,1559804319,176896
D,1559804320,177408
D,1559804322,177920
D,1559804324,177152
D,1559804326,177408
D,1559804329,177152
D,1559804331,177408
D,1559804333,177664
D,1559804335,177408
D,1559804337,177152
P,1559804338,5024
D,1559804340,177408
D,1559804342,177408
D,1559804344,177408
D,1559804346,177408
D,1559804348,177664
D,1559804351,177920
D,1559804353,177408
D,1559804355,177664
D,1559804357,178176
D,1559804359,176896
D,1559804361,177408
D,1559804363,176896
D,1559804365,177152
D,1559804367,177920
P,1559804367,5026
D,1559804369,177664
D,1559804372,177152
D,1559804374,177664
D,1559804376,177664
D,1559804378,177408
D,1559804380,177664
D,1559804383,177152
D,1559804385,177664
D,1559804387,176896
D,1559804389,177920
D,1559804391,176896
D,1559804394,177408
D,1559804396,176896
P,1559804397,5027
D,1559804398,177664
D,1559804400,177152
D,1559804402,177408
D,1559804404,177152
D,1559804406,177408
D,1559804408,177152
D,1559804410,177152
D,1559804412,177408
D,1559804415,177152
D,1559804417,177408
D,1559804419,177152
D,1559804421,177664
D,1559804423,177408
D,1559804426,177408
P,1559804426,5026
D,1559804428,177152
D,1559804430,177152
D,1559804432,177152
D,1559804434,177408
D,1559804437,177408
D,1559804439,177152
D,1559804441,177152
D,1559804443,177408
D,1559804445,176896
D,1559804447,177664
D,1559804449,177408
D,1559804451,177664
D,1559804453,177152
D,1559804456,176896
P,1559804456,5028
D,1559804458,177152
D,1559804460,177408
D,1559804462,177664
D,1559804464,177152
D,1559804467,177152
D,1559804469,177408
D,1559804471,177664
D,1559804473,177920
D,1559804475,177152
D,1559804478,177152
D,1559804480,177152
D,1559804482,177152
D,1559804484,177152
P,1559804485,5025
D,1559804485,177664
D,1559804488,177664
D,1559804490,177408
D,1559804492,177664
D,1559804494,176896
D,1559804496,177408
D,1559804499,176896
D,1559804501,177408
D,1559804503,177408
D,1559804505,177664
D,1559804507,177920
D,1559804510,177664
D,1559804512,177152
D,1559804514,177664
P,1559804515,5027
D,1559804516,177408
D,1559804518,177664
D,1559804521,177408
D,1559804523,177408
D,1559804525,177408
D,1559804526,177920
D,1559804528,177920
D,1559804531,177152
D,1559804533,177664
D,1559804535,177920
D,1559804537,177664
D,1559804539,177664
D,1559804542,177152
D,1559804544,177408
P,1559804544,5026
D,1559804546,177152
D,1559804548,177408
D,1559804550,177408
D,1559804553,177408
D,1559804555,177408
D,1559804557,176896
D,1559804559,177152
D,1559804561,177664
D,1559804564,177152
