H,1558666187,272815
D,1558666187,174592
D,1558666190,174336
D,1558666192,174336
D,1558666194,173824
D,1558666196,173824
D,1558666198,174336
D,1558666201,174336
D,1558666203,174336
D,1558666205,174592
D,1558666206,174592
P,1558666206,5235
D,1558666208,174336
D,1558666211,174336
D,1558666213,174592
D,1558666215,174336
D,1558666217,174080
D,1558666219,174080
D,1558666222,173568
D,1558666224,174080
D,1558666226,174592
D,1558666228,174080
D,1558666230,174080
D,1558666233,173568
D,1558666235,173568
P,1558666236,5235
D,1558666237,173824
D,1558666239,173312
D,1558666241,173824
D,1558666244,174080
D,1558666246,174336
D,1558666247,174080
D,1558666249,173312
D,1558666251,174592
D,1558666254,174080
R,1558666254,5C00DDFC90
R,1558666254,5C00DDFC90
R,1558666254,5C00DDFC90
X,1558666255,635241,10333
X,1558666256,635737,7352
X,1558666257,635645,4470
X,1558666257,636298,16047
X,1558666258,636557,21368
X,1558666258,637367,8027
X,1558666259,638074,33861
X,1558666259,638073,3050
X,1558666260,638305,8153
X,1558666261,638361,5409
X,1558666261,638149,7232
X,1558666262,637379,12347
X,1558666262,640919,21043
X,1558666263,636665,33890
X,1558666263,640150,56870
X,1558666264,640781,22968
X,1558666265,638030,63301
X,1558666265,637409,8772
P,1558666265,5228
X,1558666266,637101,8449
X,1558666266,636469,18005
X,1558666267,640975,28747
X,1558666267,639439,34344
X,1558666268,639435,4891
X,1558666269,639180,6059
X,1558666269,638929,10398
X,1558666270,639263,9827
X,1558666270,638327,16883
X,1558666271,639463,6931
X,1558666271,638535,6422
X,1558666272,638739,2210
X,1558666273,637937,26366
X,1558666273,639443,12962
X,1558666274,639070,8196
X,1558666274,639446,8352
X,1558666275,639535,2822
X,1558666275,638740,28034
X,1558666276,639145,8408
X,1558666276,639120,4686
X,1558666277,639257,4862
X,1558666278,639254,12805
X,1558666278,639542,3188
X,1558666279,639481,1999
X,1558666279,639452,2235
X,1558666280,639478,2029
X,1558666280,639559,2170
X,1558666281,639847,21655
X,1558666282,639665,2756
X,1558666282,639843,6990
X,1558666283,639734,3316
X,1558666283,639816,5666
X,1558666284,639569,11212
X,1558666284,639393,3903
X,1558666285,639785,3595
X,1558666286,639716,2033
X,1558666286,639851,3324
X,1558666287,639819,2218
X,1558666287,639809,2098
X,1558666288,639650,1692
X,1558666288,639786,1844
X,1558666288,639806,2823
X,1558666289,640438,7049
X,1558666289,639693,38026
X,1558666290,640509,5513
X,1558666290,640331,9327
X,1558666291,640274,3775
X,1558666291,640173,3383
X,1558666292,640415,2120
X,1558666293,640386,1972
X,1558666293,640313,2947
X,1558666294,640280,2229
X,1558666294,640625,2820
P,1558666295,5230
X,1558666295,640478,1859
X,1558666295,640383,2186
X,1558666296,640592,8103
X,1558666296,639786,4477
X,1558666297,640260,2649
X,1558666298,640197,2113
X,1558666298,640374,1679
X,1558666299,640435,1794
X,1558666299,640341,3958
X,1558666300,640248,1991
X,1558666300,640489,2036
X,1558666301,640439,1940
X,1558666302,640451,1893
X,1558666302,640427,1436
X,1558666303,640412,1883
X,1558666303,640484,2283
X,1558666304,640439,1863
X,1558666304,640554,2573
X,1558666305,640426,1584
X,1558666306,640480,2435
X,1558666306,640475,1162
X,1558666307,640497,2153
X,1558666307,640616,2033
X,1558666308,640570,2739
X,1558666308,640606,2074
X,1558666309,640602,2631
X,1558666310,640558,1326
X,1558666310,640709,1734
X,1558666311,640656,2172
X,1558666311,640579,2767
X,1558666312,640535,2206
X,1558666312,640729,1518
X,1558666313,640593,1331
X,1558666314,640468,1344
X,1558666314,640701,2267
X,1558666315,640683,2236
X,1558666315,640642,1279
X,1558666316,640676,12177
X,1558666316,640852,2832
X,1558666317,640845,2563
X,1558666318,640647,4453
X,1558666318,640716,4533
X,1558666319,640819,1800
X,1558666319,640785,1665
X,1558666320,640887,2718
X,1558666320,640648,3532
X,1558666321,640813,2271
X,1558666321,640721,1120
X,1558666322,640825,1906
X,1558666323,640836,3483
X,1558666323,640824,2016
X,1558666324,640812,1695
X,1558666324,640913,2246
P,1558666325,5228
X,1558666325,640968,2496
X,1558666325,640971,1421
X,1558666326,640870,1388
X,1558666327,640854,2207
X,1558666327,640957,1470
X,1558666328,641100,1892
X,1558666328,640999,967
X,1558666329,640771,2236
X,1558666329,640970,2074
X,1558666329,641018,2726
X,1558666330,641030,2138
X,1558666330,640927,1587
X,1558666331,641032,3799
X,1558666331,641108,1496
X,1558666332,641113,2255
X,1558666332,641185,1472
X,1558666333,641088,1708
X,1558666334,641259,1438
