H,1548433363,652354
X,1548433363,662520,1105
X,1548433364,661825,1304
X,1548433364,660869,720
X,1548433365,693376,63931
X,1548433365,1005369,63889
X,1548433366,1110085,7887
X,1548433367,1021265,10401
X,1548433367,1020606,4205
X,1548433368,1020598,4281
X,1548433368,1020832,5084
X,1548433369,1020813,3993
X,1548433369,1021080,3270
X,1548433370,1020994,1473
X,1548433371,1020989,1935
X,1548433371,1021167,1627
X,1548433372,1021297,968
X,1548433372,1021377,1880
X,1548433373,1021377,2139
X,1548433373,1021474,874
X,1548433374,1021551,644
X,1548433375,1021597,1120
X,1548433375,1021720,2299
X,1548433376,1021866,1237
X,1548433376,1021823,1347
X,1548433377,1022010,2494
X,1548433377,1022040,2217
X,1548433378,1022136,1004
X,1548433378,1022274,1562
X,1548433379,1022210,3587
X,1548433380,1022152,842
X,1548433380,1022207,2036
X,1548433381,1022273,3041
X,1548433381,1022145,2135
X,1548433382,1022330,3759
X,1548433382,1022073,1547
X,1548433383,1022241,1893
X,1548433384,1021370,31177
X,1548433384,1021920,9474
X,1548433385,1055238,4270
X,1548433385,1165460,28870
X,1548433386,1233722,60227
X,1548433386,1164676,4061
X,1548433387,1178125,62674
X,1548433388,1169600,9191
X,1548433388,1145215,2863
X,1548433389,1145211,1713
X,1548433389,1145303,3991
X,1548433389,1145382,1810
X,1548433389,1145333,1530
X,1548433390,1145467,3020
X,1548433391,1145364,1350
X,1548433391,1145363,1913
P,1548433391,5027
X,1548433392,1145374,2191
X,1548433392,1145403,2898
X,1548433393,1145485,2221
X,1548433393,1145432,1266
X,1548433394,1145379,2069
X,1548433394,1145483,1174
X,1548433395,1145664,2283
X,1548433396,1145649,1784
X,1548433396,1145637,1748
X,1548433397,1145521,1381
X,1548433397,1145449,1232
X,1548433398,1145467,1895
X,1548433398,1145370,1955
X,1548433399,1145544,1754
X,1548433400,1145792,9554
X,1548433400,1145662,3443
X,1548433401,1145741,5208
X,1548433401,1145094,9634
X,1548433402,1145364,14128
X,1548433402,1172505,56587
X,1548433403,1096497,59178
X,1548433404,1028156,12303
X,1548433404,1027281,3839
X,1548433405,1227745,32335
X,1548433405,1268338,61071
X,1548433406,1267681,33013
X,1548433406,1266052,5137
X,1548433407,1266773,14365
X,1548433408,1266738,8257
X,1548433408,1266390,13363
X,1548433409,1266413,7378
X,1548433409,1266589,15778
X,1548433410,1266707,6610
X,1548433410,1266966,5026
X,1548433411,1267141,2728
X,1548433411,1267320,4493
X,1548433412,1267600,8383
X,1548433413,1267153,4877
X,1548433413,1267275,2498
X,1548433414,1267130,1947
X,1548433414,1267199,1246
X,1548433415,1267218,1504
X,1548433415,1267441,3341
X,1548433416,1267481,2281
X,1548433417,1267451,3965
X,1548433417,1267479,3015
X,1548433418,1267712,3162
X,1548433418,1267922,4638
X,1548433419,1267868,4185
X,1548433419,1267781,2911
X,1548433420,1267983,3973
X,1548433421,1267766,4061
X,1548433421,1267738,4584
P,1548433421,5024
X,1548433422,1267868,2966
X,1548433422,1268824,1503
X,1548433423,1268156,2468
X,1548433423,1267824,3458
X,1548433424,1268042,11710
X,1548433425,1268217,44854
X,1548433425,1267180,52213
X,1548433426,1266962,23094
X,1548433426,1267975,13561
X,1548433427,1267895,5876
X,1548433427,1268090,5716
X,1548433428,1268109,6352
X,1548433428,1268021,13970
X,1548433429,1267880,4827
X,1548433430,1268007,12307
X,1548433430,1268547,11033
X,1548433430,1269287,28101
X,1548433430,1268676,9519
X,1548433431,1268534,6628
X,1548433431,1268776,3587
X,1548433432,1268788,5492
X,1548433433,1269010,7876
X,1548433433,1268606,9562
X,1548433434,1268364,3763
X,1548433434,1268707,13426
X,1548433435,1268394,27960
X,1548433435,1268005,22014
X,1548433436,1268226,8859
X,1548433437,1270851,27769
X,1548433437,1285340,59238
X,1548433438,1228289,1656
X,1548433438,1032998,10207
X,1548433439,1031468,4498
X,1548433439,1030983,4031
X,1548433440,1030715,3264
X,1548433441,1015222,5602
X,1548433441,671169,4283
X,1548433442,668855,1922
X,1548433442,667782,1262
X,1548433443,667238,1365
X,1548433443,666621,3116
X,1548433444,666280,1421
X,1548433444,665823,868
X,1548433445,665642,1676
X,1548433446,665244,1645
X,1548433446,665017,1665
X,1548433447,664642,1230
O,1548433447,664584,686
O,1548433448,664544,665
O,1548433448,664173,1192
O,1548433449,664186,711
O,1548433450,664009,923
O,1548433450,663883,1111
P,1548433451,5019
O,1548433451,663753,1296
O,1548433451,663605,1322
O,1548433452,663474,1089
O,1548433452,663265,987
O,1548433453,662959,964
O,1548433454,663247,1434
O,1548433454,662972,635
O,1548433455,663205,1670
O,1548433455,662901,1216
O,1548433456,662708,1372
