H,1548433456,652354
O,1548433456,662674,1136
O,1548433457,662615,1288
O,1548433458,662456,1212
O,1548433458,662563,551
O,1548433459,662578,1162
O,1548433459,662431,2249
O,1548433460,662247,1073
O,1548433460,662049,1320
O,1548433461,661976,2211
O,1548433461,661989,1710
O,1548433462,661986,1150
O,1548433463,662012,1547
O,1548433463,662010,1588
O,1548433464,661913,2778
C,1548433464,0
O,1548433464,661889,673
O,1548433465,662085,793
O,1548433465,662142,1665
O,1548433466,662110,1855
O,1548433467,661932,1480
O,1548433467,661913,1655
O,1548433468,661989,2032
O,1548433468,661954,1735
O,1548433469,661850,1423
O,1548433469,661819,1663
O,1548433470,661856,1668
O,1548433471,661699,1454
O,1548433471,661684,3151
O,1548433471,661523,1622
O,1548433471,661404,1339
O,1548433472,661502,2461
O,1548433472,661428,2418
O,1548433473,661440,1653
O,1548433474,661243,2428
O,1548433474,661303,1890
O,1548433475,661246,2421
O,1548433475,661150,1259
O,1548433476,661025,875
O,1548433476,661322,441
O,1548433477,661339,493
O,1548433477,661260,756
O,1548433478,660867,592
O,1548433479,660873,770
O,1548433479,660860,604
P,1548433480,5013
O,1548433480,660801,538
O,1548433480,660892,700
O,1548433481,660772,467
O,1548433481,660645,781
O,1548433482,660821,627
O,1548433483,660676,753
O,1548433483,660667,678
O,1548433484,660719,790
O,1548433484,660700,819
O,1548433485,660813,498
O,1548433485,660545,1204
O,1548433486,660645,727
O,1548433487,660849,833
O,1548433487,660701,578
O,1548433488,660557,768
O,1548433488,660462,890
O,1548433489,660542,886
O,1548433489,660465,664
O,1548433490,660754,360
O,1548433491,660622,612
O,1548433491,660125,292
O,1548433492,660526,1049
O,1548433492,660476,434
O,1548433493,660323,1129
O,1548433493,660294,1671
O,1548433494,660833,785
O,1548433494,660722,1147
O,1548433495,660674,2114
O,1548433496,683412,37551
O,1548433496,986208,16154
T,1548433496,2770
D,1548433498,661248
D,1548433500,642304
D,1548433502,668416
R,1548433502,000000000
X,1548433504,1020367,10356
X,1548433504,1021807,7744
X,1548433505,1022190,6493
X,1548433505,1022727,11077
X,1548433506,1022881,10672
X,1548433507,1022650,20749
X,1548433507,1022607,16374
X,1548433508,1022925,6903
X,1548433508,1022978,10813
X,1548433509,1024585,23730
X,1548433509,1022514,4731
P,1548433510,5012
X,1548433510,1022803,1351
X,1548433511,1022493,1269
X,1548433511,1022477,2715
X,1548433512,1022116,16163
X,1548433512,1022564,17284
X,1548433512,1022996,6324
X,1548433512,1022758,7698
X,1548433513,1022964,1514
X,1548433514,1023042,3700
X,1548433514,1023064,2916
X,1548433515,1022987,6612
X,1548433515,1023350,3112
X,1548433516,1023135,4724
X,1548433516,1022977,2884
X,1548433517,1023254,2827
X,1548433518,1023480,3859
X,1548433518,1023501,5637
X,1548433519,1023775,2706
X,1548433519,1023783,2396
X,1548433520,1023450,3139
X,1548433520,1023145,3169
X,1548433521,1023692,2575
X,1548433521,1023607,4235
X,1548433522,1023359,3530
X,1548433523,1023397,1563
X,1548433523,1023474,1754
X,1548433524,1023633,3335
X,1548433524,1023664,3923
X,1548433525,1023538,3417
X,1548433525,1023519,4308
X,1548433526,1023612,5411
X,1548433527,1023625,1847
X,1548433527,1023718,3478
X,1548433528,1023042,9232
X,1548433528,1023076,22287
X,1548433529,1024832,14771
X,1548433529,1023372,33088
X,1548433530,1025495,18797
X,1548433531,1024303,37845
X,1548433531,1019643,7987
X,1548433532,1021915,33568
X,1548433532,1023135,35916
X,1548433533,1024679,15298
X,1548433533,1023728,27386
X,1548433534,1027872,36373
X,1548433535,707533,38381
X,1548433535,666397,2745
X,1548433536,665663,1796
X,1548433536,664939,1020
X,1548433537,664892,1574
X,1548433537,664340,2284
X,1548433538,664316,1441
X,1548433538,664024,1456
P,1548433539,5011
X,1548433539,663667,1253
X,1548433540,663574,2053
X,1548433540,663277,2175
X,1548433541,663245,1013
O,1548433541,663041,4240
O,1548433542,663161,2167
O,1548433542,663146,5018
O,1548433543,662673,1914
O,1548433544,662678,7785
O,1548433544,662862,8994
O,1548433545,662359,15806
O,1548433545,662381,5047
O,1548433546,662170,6916
O,1548433546,662357,3718
O,1548433547,662103,6595
O,1548433548,661437,4458
O,1548433548,661649,1641
O,1548433549,661555,1576
O,1548433549,661691,2462
O,1548433550,661636,1590
O,1548433550,661252,591
O,1548433551,661429,442
O,1548433552,661367,265
O,1548433552,661450,1333
O,1548433553,661176,1133
O,1548433553,661306,2653
O,1548433553,661512,7939
