H,1549869309,274560
P,1549869309,5103
P,1549869339,5103
P,1549869369,5103
P,1549869398,5103
P,1549869427,5101
P,1549869457,5103
P,1549869486,5103
P,1549869515,5104
P,1549869545,5103
P,1549869574,5103
P,1549869603,5101
P,1549869632,5102
P,1549869663,5102
P,1549869692,5103
P,1549869721,5103
P,1549869751,5103
P,1549869780,5103
P,1549869809,5103
P,1549869838,5102
P,1549869868,5102
P,1549869897,5103
P,1549869926,5102
P,1549869957,5102
P,1549869986,5102
P,1549870015,5102
P,1549870044,5102
P,1549870074,5102
P,1549870103,5103
P,1549870132,5101
P,1549870162,5103
P,1549870191,5103
P,1549870220,5104
P,1549870250,5102
P,1549870280,5102
P,1549870309,5103
P,1549870338,5103
P,1549870368,5103
P,1549870397,5102
P,1549870426,5103
P,1549870455,5102
P,1549870485,5102
P,1549870514,5102
P,1549870544,5102
P,1549870574,5102
P,1549870603,5103
P,1549870632,5102
P,1549870661,5102
P,1549870691,5101
P,1549870720,5103
P,1549870749,5104
P,1549870779,5102
P,1549870808,5103
O,1549870813,307848,2080
O,1549870813,307750,716
O,1549870814,308313,888
O,1549870815,307706,971
O,1549870815,307898,267
O,1549870816,308421,985
O,1549870816,308351,467
O,1549870817,308237,732
O,1549870817,307790,828
O,1549870818,308333,906
O,1549870819,307692,508
O,1549870819,307670,563
O,1549870820,307454,774
O,1549870820,307409,595
O,1549870820,307485,795
O,1549870820,307058,1128
O,1549870821,308514,458
O,1549870822,308413,417
O,1549870822,307808,635
O,1549870823,306995,1778
O,1549870823,307729,811
O,1549870824,308448,532
O,1549870824,308702,303
O,1549870825,308905,420
O,1549870826,308817,303
O,1549870826,308954,178
O,1549870827,309137,746
O,1549870827,309486,457
O,1549870828,308746,711
O,1549870828,308771,447
O,1549870829,308802,308
O,1549870829,308975,788
O,1549870830,309472,2151
O,1549870831,308862,620
O,1549870831,309483,431
O,1549870832,310340,733
O,1549870832,310297,423
O,1549870833,309948,2337
O,1549870833,310303,1198
O,1549870834,312617,4037
O,1549870835,312800,2216
O,1549870835,311492,2682
O,1549870836,310527,962
O,1549870836,309541,657
O,1549870837,309361,232
O,1549870837,309227,561
P,1549870838,5096
O,1549870838,308577,424
O,1549870839,308598,356
O,1549870839,308094,947
O,1549870840,308415,1603
O,1549870840,308666,264
O,1549870841,308648,247
O,1549870841,308642,232
O,1549870842,308005,1146
O,1549870842,307939,551
O,1549870843,306849,1087
O,1549870844,306652,915
O,1549870844,307192,587
O,1549870845,307486,341
O,1549870845,307071,941
O,1549870846,307359,1430
O,1549870846,307203,845
O,1549870847,306415,1389
O,1549870848,306887,2454
O,1549870848,305509,5071
O,1549870849,304424,4565
O,1549870849,305845,2843
O,1549870850,303257,3902
O,1549870850,304977,2083
O,1549870851,305769,1328
O,1549870852,306204,2972
O,1549870852,307260,1060
O,1549870853,307679,906
O,1549870853,308884,1076
O,1549870854,307968,697
O,1549870854,308927,590
O,1549870855,309206,104
O,1549870856,309379,363
O,1549870856,309514,115
O,1549870857,309565,195
O,1549870857,310171,488
O,1549870858,309162,579
O,1549870858,308480,759
O,1549870859,308596,866
O,1549870859,307451,1243
O,1549870860,308805,1017
O,1549870861,308664,1386
O,1549870861,307650,1189
O,1549870861,308974,1210
O,1549870861,309174,531
O,1549870862,308621,2005
O,1549870862,307104,1598
O,1549870863,306410,2183
O,1549870864,308111,921
O,1549870864,308281,785
O,1549870865,308778,471
O,1549870865,307650,1406
O,1549870866,308251,997
O,1549870866,306425,2834
P,1549870867,5096
O,1549870867,306119,5392
O,1549870868,307450,1154
T,1549870868,2749
P,1549870897,5102
P,1549870926,5101
P,1549870955,5101
P,1549870984,5103
P,1549871014,5103
P,1549871043,5102
P,1549871072,5102
P,1549871102,5102
P,1549871132,5102
P,1549871161,5102
P,1549871190,5102
P,1549871220,5103
P,1549871249,5103
P,1549871278,5102
P,1549871308,5102
P,1549871337,5103
P,1549871366,5102
P,1549871395,5102
P,1549871426,5100
P,1549871455,5102
P,1549871484,5102
P,1549871514,5101
P,1549871543,5102
P,1549871573,5102
P,1549871602,5101
P,1549871632,5102
P,1549871661,5102
P,1549871690,5103
P,1549871721,5102
P,1549871750,5101
P,1549871779,5101
P,1549871808,5103
P,1549871838,5102
P,1549871867,5101
P,1549871896,5102
P,1549871926,5103
P,1549871955,5103
P,1549871984,5102
E,1549872013,0
