H,1548351750,274560
X,1548351750,660046,1180
X,1548351751,659670,790
X,1548351751,660123,1402
X,1548351752,660244,688
X,1548351752,660426,1149
X,1548351753,660160,4152
X,1548351753,660232,1539
X,1548351754,660415,1487
X,1548351755,659591,1782
X,1548351755,660322,710
X,1548351756,660335,759
X,1548351756,660233,822
X,1548351757,660185,1004
X,1548351757,660535,1288
X,1548351758,660480,1480
X,1548351759,660397,1706
X,1548351759,660318,2581
X,1548351760,660140,1685
X,1548351760,660309,1031
X,1548351761,660344,1340
X,1548351761,660268,971
X,1548351762,660297,1181
X,1548351762,660201,732
X,1548351763,660124,800
X,1548351764,660075,1744
X,1548351764,660150,1167
X,1548351765,659782,1596
X,1548351765,660227,1278
X,1548351766,660146,964
X,1548351766,660232,6225
X,1548351767,660340,1284
X,1548351768,660076,1142
X,1548351768,659835,777
X,1548351769,661041,2332
X,1548351769,661075,1597
X,1548351770,660993,20876
X,1548351770,660777,1489
X,1548351771,660812,1115
X,1548351772,660807,1003
X,1548351772,660901,906
X,1548351773,661551,1027
P,1548351773,5138
X,1548351773,661601,1649
X,1548351774,661592,1045
X,1548351774,661520,1069
X,1548351775,661011,1209
X,1548351776,661178,856
X,1548351776,660505,2969
X,1548351777,660325,1405
X,1548351777,660877,1040
X,1548351778,661385,663
X,1548351778,661309,664
X,1548351779,660872,1303
X,1548351779,660823,1424
X,1548351780,660769,968
X,1548351781,660961,1284
X,1548351781,660610,1067
X,1548351782,660662,14086
X,1548351782,659030,2886
X,1548351783,659935,1165
X,1548351783,659998,920
X,1548351784,659841,3966
X,1548351785,660465,1146
X,1548351785,660285,1121
X,1548351786,660332,428
X,1548351786,660281,787
A,1548351786,660383,1715
T,1548351786,2719
U,1548351787,0
X,1548351788,660599,1153
X,1548351789,660538,931
X,1548351789,660523,1193
X,1548351790,660516,1193
X,1548351790,660712,1259
X,1548351790,660525,1562
X,1548351791,660328,1162
X,1548351791,660447,815
X,1548351792,660289,704
X,1548351792,660485,979
X,1548351793,660644,1558
X,1548351793,660438,1143
X,1548351794,660398,1095
X,1548351795,660341,536
X,1548351795,660125,980
X,1548351796,660137,1214
X,1548351796,660478,1564
X,1548351797,660698,1796
X,1548351797,660938,4431
X,1548351798,660300,2673
X,1548351799,661009,2241
X,1548351799,660848,1414
X,1548351800,660956,1615
X,1548351800,660949,1435
X,1548351801,660893,1415
X,1548351801,660453,1326
P,1548351802,5139
X,1548351802,660414,1776
X,1548351803,661170,446
X,1548351803,661213,1088
X,1548351804,661285,976
X,1548351804,660848,1171
X,1548351805,660726,973
X,1548351805,660541,1067
X,1548351806,660542,1449
X,1548351806,660624,1226
X,1548351807,660582,1143
X,1548351808,660525,1094
X,1548351808,660377,1099
X,1548351809,660413,2643
X,1548351809,660908,1838
X,1548351810,660566,1858
X,1548351810,660872,1529
X,1548351811,660777,1299
X,1548351812,661302,1998
X,1548351812,660855,1166
X,1548351813,660976,964
X,1548351813,661019,1388
X,1548351814,661099,1124
X,1548351814,661078,687
X,1548351815,661031,777
X,1548351816,661078,3375
X,1548351816,661163,3463
X,1548351817,661045,1049
X,1548351817,661187,1104
X,1548351818,661261,1380
X,1548351818,661278,629
X,1548351819,661303,1010
X,1548351820,661270,906
X,1548351820,661326,1193
X,1548351821,661378,1084
X,1548351821,661287,1022
X,1548351822,661327,727
X,1548351822,661204,783
X,1548351823,661199,1101
X,1548351823,661426,1288
X,1548351824,661247,1463
X,1548351825,661280,928
X,1548351825,661261,989
X,1548351826,661084,1214
X,1548351826,661101,1526
X,1548351827,661379,1455
X,1548351827,661599,1602
X,1548351828,661693,1222
X,1548351829,661634,1766
X,1548351829,661142,940
X,1548351830,661620,1226
X,1548351830,661268,2406
X,1548351831,661454,2273
X,1548351831,661381,1071
P,1548351831,5138
X,1548351831,661495,8171
X,1548351832,661726,2271
X,1548351832,661185,1274
X,1548351833,661979,935
A,1548351833,660961,1854
T,1548351833,2719
U,1548351833,0
X,1548351835,661850,844
X,1548351835,661416,1289
X,1548351836,661658,1189
X,1548351836,661142,4151
X,1548351837,661195,1996
X,1548351837,661864,945
X,1548351838,661401,625
X,1548351839,661794,1301
X,1548351839,661729,1619
X,1548351840,662047,847
X,1548351840,661849,991
X,1548351841,662092,786
X,1548351841,661991,1096
X,1548351842,662043,1285
X,1548351843,661659,4950
X,1548351843,661985,1453
