H,1548351565,274560
X,1548351565,655881,688
X,1548351565,655692,7543
X,1548351566,656009,1381
X,1548351566,656164,2589
X,1548351567,655920,1056
P,1548351567,5140
X,1548351567,655987,2408
X,1548351568,655876,4064
X,1548351568,655516,16458
X,1548351569,655223,1487
X,1548351570,655247,3393
X,1548351570,655730,2695
X,1548351571,655668,1161
X,1548351571,655780,13136
X,1548351572,654989,2408
X,1548351572,655111,1109
X,1548351573,654982,1255
X,1548351574,655078,1016
X,1548351574,654927,1030
X,1548351575,654828,830
X,1548351575,654273,12680
X,1548351576,655361,2444
X,1548351576,655804,1025
X,1548351577,655936,1074
X,1548351578,655788,1145
X,1548351578,655717,1170
X,1548351579,655827,2386
X,1548351579,655555,3590
X,1548351580,655980,2323
X,1548351580,655568,1319
X,1548351581,655542,22472
X,1548351582,655899,3596
X,1548351582,655604,1874
X,1548351583,655404,1569
X,1548351583,656295,1055
X,1548351584,656259,862
X,1548351584,656415,1723
X,1548351585,656417,11516
X,1548351585,657312,3668
X,1548351585,657231,3358
X,1548351586,656472,3101
X,1548351586,657599,13542
X,1548351587,657090,5001
X,1548351587,657248,2649
X,1548351588,657168,1484
X,1548351588,656917,1118
X,1548351589,656441,1870
X,1548351590,656900,4720
X,1548351590,656516,4642
X,1548351591,657504,1382
X,1548351591,657225,16697
X,1548351592,656693,5248
X,1548351592,656641,3536
X,1548351593,657487,2319
X,1548351594,656893,1284
X,1548351594,657315,1469
X,1548351595,657137,2338
X,1548351595,656958,1096
X,1548351596,656991,762
P,1548351596,5138
X,1548351596,656964,1573
X,1548351597,657329,1186
X,1548351598,657150,1197
X,1548351598,657132,3358
X,1548351599,656533,4711
X,1548351599,657624,3663
X,1548351600,657291,4880
X,1548351600,657663,2440
X,1548351601,657595,2029
X,1548351601,657751,6166
X,1548351602,657237,3066
X,1548351603,658050,2471
X,1548351603,657564,2301
X,1548351604,656956,1907
X,1548351604,657224,2585
X,1548351605,657811,1358
X,1548351605,657610,1525
X,1548351606,657674,1306
X,1548351607,657205,1254
X,1548351607,657868,1291
X,1548351608,657469,822
X,1548351608,657183,948
X,1548351609,657493,1175
X,1548351609,657389,1188
X,1548351610,657471,1040
X,1548351611,657875,778
X,1548351611,657756,1172
X,1548351612,657762,816
A,1548351612,655665,3370
T,1548351612,2718
U,1548351612,0
X,1548351614,658185,964
X,1548351614,658044,1578
X,1548351615,658148,1370
X,1548351615,657961,803
X,1548351616,657918,1476
X,1548351616,657993,1050
X,1548351617,657878,1357
X,1548351618,657878,1433
X,1548351618,658138,902
X,1548351619,657940,1146
X,1548351619,657952,1135
X,1548351620,657976,999
X,1548351620,657719,3226
X,1548351621,658155,1275
X,1548351622,658070,692
X,1548351622,658403,797
X,1548351623,658091,667
X,1548351623,658233,1176
X,1548351624,657995,1059
X,1548351624,658038,1296
X,1548351625,658131,6941
X,1548351626,657533,1380
X,1548351626,658004,2806
P,1548351626,5138
X,1548351626,657667,4230
X,1548351626,657869,890
X,1548351627,657768,676
X,1548351627,657747,1306
X,1548351628,657745,816
X,1548351629,657826,1099
X,1548351629,657667,896
X,1548351630,657758,657
X,1548351630,657658,1323
X,1548351631,657686,922
X,1548351631,657652,767
X,1548351632,657589,1296
X,1548351632,657554,824
X,1548351633,657876,923
X,1548351634,657642,1177
X,1548351634,657660,1100
X,1548351635,657665,954
X,1548351635,657609,1370
X,1548351636,657461,1019
X,1548351636,657615,1321
X,1548351637,657688,1578
X,1548351638,657559,1649
X,1548351638,657640,1358
X,1548351639,657621,1212
X,1548351639,657538,1104
X,1548351640,657558,1154
X,1548351640,657677,676
X,1548351641,657700,923
X,1548351642,657652,1120
X,1548351642,657843,905
A,1548351642,657864,849
T,1548351642,2718
U,1548351643,0
X,1548351644,657556,1302
X,1548351645,657862,1063
X,1548351645,657515,781
X,1548351646,657443,999
X,1548351647,657629,1513
X,1548351647,657642,1177
X,1548351648,657723,1502
X,1548351648,657896,1598
X,1548351649,657688,889
X,1548351649,657736,1036
X,1548351650,657775,1301
X,1548351651,657587,852
X,1548351651,657632,1302
X,1548351652,657611,1226
X,1548351652,657824,722
X,1548351653,657709,963
X,1548351653,657878,1340
X,1548351654,657811,1250
X,1548351654,657821,874
X,1548351655,657837,1120
P,1548351655,5139
X,1548351656,657724,667
X,1548351656,657651,981
X,1548351657,657886,1303
X,1548351657,657794,999
