H,1549510511,274560
P,1549510511,5092
P,1549510541,5093
P,1549510570,5090
P,1549510599,5090
P,1549510629,5091
P,1549510659,5091
P,1549510688,5091
P,1549510717,5090
P,1549510747,5091
P,1549510776,5090
P,1549510805,5089
P,1549510835,5092
P,1549510864,5090
P,1549510893,5090
P,1549510922,5090
P,1549510953,5091
P,1549510982,5090
P,1549511011,5092
P,1549511041,5091
P,1549511070,5091
P,1549511099,5090
P,1549511128,5091
P,1549511158,5091
P,1549511187,5091
P,1549511216,5092
P,1549511246,5091
P,1549511276,5090
P,1549511305,5089
P,1549511334,5091
P,1549511364,5091
P,1549511393,5091
P,1549511422,5090
P,1549511451,5091
P,1549511481,5091
P,1549511510,5090
P,1549511540,5092
P,1549511570,5091
P,1549511599,5091
O,1549511606,308741,2113
O,1549511607,309013,124
O,1549511607,309055,99
O,1549511608,309057,73
O,1549511609,309005,113
O,1549511609,308814,98
O,1549511610,308636,240
O,1549511610,308577,74
O,1549511611,308605,114
O,1549511611,308628,152
O,1549511612,308611,136
O,1549511613,308634,63
O,1549511613,308646,99
O,1549511614,308646,164
O,1549511614,308699,119
O,1549511615,308668,134
O,1549511615,308675,86
O,1549511615,308687,77
O,1549511616,308704,83
O,1549511616,308611,122
O,1549511617,308684,71
O,1549511617,308721,137
O,1549511618,308779,86
O,1549511618,308769,126
O,1549511619,308742,145
O,1549511620,308770,141
O,1549511620,308792,78
O,1549511621,308777,75
O,1549511621,308807,123
O,1549511622,308813,78
O,1549511622,308807,87
O,1549511623,308733,90
O,1549511623,308723,92
O,1549511624,308767,110
O,1549511625,308814,137
O,1549511625,308843,129
O,1549511626,308826,121
O,1549511626,308832,112
O,1549511627,308800,68
O,1549511627,308791,135
P,1549511628,5085
O,1549511628,308759,109
O,1549511629,308693,91
O,1549511629,308721,111
O,1549511630,308752,114
O,1549511630,308722,110
O,1549511631,308729,87
O,1549511631,308769,95
O,1549511632,308773,126
O,1549511633,308764,113
O,1549511633,308761,99
O,1549511634,308707,106
O,1549511634,308746,88
O,1549511635,308744,106
O,1549511635,308738,95
O,1549511636,308782,78
O,1549511637,308755,91
O,1549511637,308742,145
O,1549511638,308754,93
O,1549511638,308739,129
O,1549511639,308771,141
O,1549511639,308768,100
O,1549511640,308763,99
O,1549511640,308762,138
O,1549511641,308771,93
O,1549511642,308755,103
O,1549511642,308761,87
O,1549511643,308760,101
O,1549511643,308759,109
O,1549511644,308753,93
O,1549511644,308759,117
O,1549511645,308750,108
O,1549511646,308739,101
O,1549511646,308753,54
O,1549511647,308760,72
O,1549511647,308747,125
O,1549511648,308745,85
O,1549511648,308758,89
O,1549511649,308769,125
O,1549511650,308781,110
O,1549511650,308756,97
O,1549511651,308775,172
O,1549511651,308770,72
O,1549511652,308773,103
O,1549511652,308797,103
O,1549511653,308787,90
O,1549511653,308783,110
O,1549511654,308770,162
O,1549511655,308759,60
O,1549511655,308765,123
O,1549511656,308772,101
O,1549511656,308774,120
O,1549511656,308773,59
O,1549511656,308789,134
P,1549511657,5082
O,1549511657,308783,107
O,1549511658,308779,99
O,1549511658,308763,105
O,1549511659,308762,88
O,1549511659,308774,101
O,1549511660,308795,122
O,1549511660,308791,126
O,1549511661,308780,95
T,1549511661,2717
P,1549511687,5089
P,1549511716,5090
P,1549511745,5090
P,1549511775,5089
P,1549511804,5089
P,1549511834,5090
P,1549511863,5089
P,1549511893,5089
P,1549511922,5090
P,1549511951,5089
P,1549511981,5090
P,1549512010,5089
P,1549512039,5091
P,1549512068,5091
P,1549512098,5092
P,1549512128,5091
P,1549512157,5091
P,1549512187,5091
P,1549512216,5091
P,1549512245,5092
P,1549512274,5090
P,1549512304,5090
P,1549512334,5091
P,1549512363,5091
P,1549512393,5091
P,1549512423,5091
P,1549512452,5091
P,1549512481,5090
P,1549512511,5091
P,1549512540,5091
P,1549512569,5091
P,1549512599,5092
P,1549512628,5091
P,1549512657,5092
P,1549512686,5091
P,1549512717,5091
P,1549512746,5091
P,1549512775,5091
P,1549512805,5090
P,1549512834,5090
P,1549512863,5091
P,1549512892,5091
P,1549512922,5091
P,1549512951,5090
P,1549512980,5091
P,1549513010,5092
P,1549513040,5091
P,1549513069,5089
P,1549513098,5090
P,1549513128,5090
P,1549513157,5091
P,1549513186,5091
P,1549513215,5091
P,1549513245,5090
P,1549513274,5091
P,1549513304,5091
P,1549513334,5091
P,1549513363,5091
P,1549513392,5091
P,1549513421,5091
P,1549513451,5091
