H,1552153137,299960
P,1552153137,5168
P,1552153167,5170
P,1552153196,5169
P,1552153225,5170
P,1552153255,5170
P,1552153285,5170
P,1552153314,5171
P,1552153343,5169
P,1552153373,5171
P,1552153402,5171
P,1552153431,5170
P,1552153461,5171
P,1552153490,5170
P,1552153519,5171
P,1552153548,5170
P,1552153579,5169
P,1552153608,5171
P,1552153637,5171
P,1552153667,5169
P,1552153696,5170
P,1552153725,5170
P,1552153754,5169
P,1552153784,5169
P,1552153813,5171
P,1552153842,5170
P,1552153873,5170
P,1552153902,5171
P,1552153931,5170
P,1552153960,5171
P,1552153990,5171
P,1552154019,5171
P,1552154048,5168
P,1552154078,5171
P,1552154107,5170
P,1552154136,5169
P,1552154166,5171
P,1552154196,5171
P,1552154225,5170
P,1552154254,5170
P,1552154283,5169
P,1552154313,5170
P,1552154342,5170
P,1552154371,5169
P,1552154401,5170
P,1552154430,5170
P,1552154460,5170
P,1552154489,5170
P,1552154519,5170
P,1552154548,5170
P,1552154577,5169
P,1552154607,5170
P,1552154636,5169
D,1552154655,387584
D,1552154657,384000
R,1552154658,000000000
X,1552154659,584007,27723
X,1552154660,591914,34522
X,1552154660,598252,29393
X,1552154661,597471,23956
X,1552154661,594943,8084
X,1552154662,591909,5038
X,1552154663,592618,11164
X,1552154663,592700,43421
X,1552154664,595840,15561
X,1552154664,598254,12311
X,1552154665,600071,11138
X,1552154665,594992,20078
X,1552154666,594743,11797
P,1552154666,5161
X,1552154667,596299,11047
X,1552154667,598194,12189
X,1552154668,590129,12334
X,1552154668,590374,14759
X,1552154669,584199,19580
X,1552154669,593606,17438
X,1552154670,595423,9779
X,1552154671,593497,8546
X,1552154671,592136,12966
X,1552154672,593750,13873
X,1552154672,591398,13795
X,1552154673,586570,8441
X,1552154673,590061,8447
X,1552154674,592480,4590
X,1552154675,595711,3522
X,1552154675,596460,3184
X,1552154676,593370,15317
X,1552154676,582436,17510
X,1552154677,585663,11923
X,1552154677,583443,15420
X,1552154678,583858,10007
X,1552154678,587920,14767
X,1552154679,587000,21108
X,1552154680,585650,8369
X,1552154680,588174,6507
X,1552154681,587468,9346
X,1552154681,584565,6517
X,1552154682,587401,6929
X,1552154682,589257,5554
X,1552154683,587533,4146
X,1552154684,586428,19365
X,1552154684,586183,7877
X,1552154685,588279,11135
X,1552154685,587814,4875
X,1552154686,587084,7727
X,1552154686,588527,22827
X,1552154687,584337,8757
X,1552154688,586072,4752
X,1552154688,588302,3638
X,1552154689,590045,14363
X,1552154689,586571,5920
X,1552154690,584583,5467
X,1552154690,585892,9628
X,1552154691,587014,4168
X,1552154691,589702,4894
X,1552154692,591412,12348
X,1552154693,591278,3216
X,1552154693,586694,10101
X,1552154694,588470,3284
X,1552154694,593468,33173
X,1552154694,591193,8318
X,1552154694,589734,11315
X,1552154695,588346,4433
P,1552154695,5160
X,1552154696,588043,7697
X,1552154696,585531,21094
X,1552154697,581912,7824
X,1552154697,587865,38187
X,1552154698,532127,13059
X,1552154698,298570,5658
X,1552154699,295786,3612
X,1552154700,298297,2509
X,1552154700,296979,5690
X,1552154701,294802,5827
X,1552154701,296328,3014
X,1552154702,297193,3504
X,1552154702,298197,6439
X,1552154703,297673,6877
X,1552154704,297968,2510
X,1552154704,301416,2381
O,1552154705,298512,3225
O,1552154705,299149,1443
O,1552154706,298463,2029
O,1552154706,299207,1766
O,1552154707,299135,1600
O,1552154707,300165,978
O,1552154708,298812,3510
O,1552154709,299057,4304
O,1552154709,299997,4219
O,1552154710,298776,1538
O,1552154710,296619,2600
O,1552154711,295432,4148
O,1552154711,296786,1409
O,1552154712,297156,2216
O,1552154713,296859,2077
O,1552154713,298219,1121
O,1552154714,297682,2326
O,1552154714,296938,1836
O,1552154715,299437,2234
O,1552154715,298432,2134
O,1552154716,300851,1227
O,1552154717,299673,3419
O,1552154717,296917,2058
O,1552154718,297735,1273
O,1552154718,297553,1921
O,1552154719,297330,1736
O,1552154719,298212,1362
O,1552154720,298494,1111
O,1552154720,297633,2857
O,1552154721,298111,2660
O,1552154722,296080,4280
O,1552154722,297202,1692
O,1552154723,298034,2770
O,1552154723,296489,3669
O,1552154724,297177,2246
O,1552154724,298781,3623
O,1552154725,297980,1662
P,1552154725,5161
O,1552154726,300529,3306
O,1552154726,301160,2645
O,1552154727,302300,2810
O,1552154727,300958,1681
O,1552154728,301757,1233
O,1552154728,300043,4275
O,1552154729,299190,1078
O,1552154730,296973,4539
O,1552154730,297601,2569
O,1552154731,298866,1204
O,1552154731,299710,1372
O,1552154732,298333,4419
