H,1555808904,299960
U,1555808904,0
X,1555808905,638068,1019
X,1555808906,638063,1338
X,1555808906,638046,1061
X,1555808907,638032,1247
X,1555808908,638066,1087
X,1555808908,638121,611
X,1555808909,638023,1593
X,1555808909,638146,1207
X,1555808910,637958,1767
X,1555808910,638099,1716
X,1555808910,638172,1156
X,1555808911,638159,3980
X,1555808911,637935,3386
X,1555808912,637811,1241
X,1555808912,637912,665
X,1555808913,637754,2531
X,1555808913,638003,2562
X,1555808914,637899,1230
X,1555808915,637860,1075
X,1555808915,637922,1029
X,1555808916,637887,5998
X,1555808916,637986,2121
X,1555808917,637897,1394
X,1555808917,638075,1186
X,1555808918,638075,999
X,1555808918,638049,1114
X,1555808919,638091,848
X,1555808920,637330,16462
X,1555808920,638030,898
X,1555808921,637989,1212
X,1555808921,637962,1146
P,1555808921,5086
X,1555808922,638044,1165
X,1555808922,637910,792
X,1555808923,637870,6782
X,1555808924,638178,1640
X,1555808924,638013,1050
X,1555808925,638170,952
X,1555808925,637995,864
X,1555808926,638117,1065
X,1555808926,638078,1247
X,1555808927,637965,1275
X,1555808928,638117,1133
X,1555808928,637980,1427
X,1555808929,638057,1153
X,1555808929,637983,1249
X,1555808930,638008,876
X,1555808930,638027,1186
X,1555808931,638023,840
X,1555808932,637985,991
X,1555808932,637631,10919
X,1555808933,637868,1457
X,1555808933,637999,1249
X,1555808934,638016,1255
X,1555808934,637920,1617
X,1555808935,638029,881
X,1555808935,638285,2742
X,1555808936,638190,6176
X,1555808937,638060,1327
X,1555808937,637978,1627
X,1555808938,638020,1334
X,1555808938,637958,1150
X,1555808939,638073,1553
X,1555808939,638016,1237
X,1555808940,637967,1468
X,1555808941,638016,1013
X,1555808941,637980,818
X,1555808942,637953,578
X,1555808942,638014,1167
X,1555808943,637891,1033
X,1555808943,637917,1264
X,1555808944,638807,21156
X,1555808945,637534,5653
X,1555808945,637806,1020
X,1555808946,637843,1124
X,1555808946,637770,1318
X,1555808947,637774,871
X,1555808947,637770,1962
X,1555808948,637784,907
X,1555808948,637581,1614
X,1555808949,638268,5416
X,1555808950,638110,1409
X,1555808950,638010,2020
X,1555808951,637886,2346
X,1555808951,637929,3138
P,1555808951,5083
X,1555808951,638062,1246
X,1555808951,638068,1537
X,1555808952,638048,1050
X,1555808953,637864,1242
X,1555808953,637988,814
X,1555808954,638803,9331
X,1555808954,638176,5644
X,1555808955,637914,1566
X,1555808955,637800,1760
X,1555808956,637670,3070
X,1555808957,637838,2137
X,1555808957,638116,1355
X,1555808958,638232,3432
X,1555808958,637708,2999
X,1555808959,637845,2121
X,1555808959,638043,768
X,1555808960,637918,1617
X,1555808961,637981,1214
X,1555808961,637925,1319
X,1555808962,638108,5438
X,1555808962,637866,1287
X,1555808963,637914,1875
X,1555808963,637909,1535
X,1555808964,637806,1481
X,1555808964,637938,1151
X,1555808965,637884,1487
X,1555808966,637959,1667
X,1555808966,637884,1687
X,1555808967,637859,1630
X,1555808967,637743,4382
X,1555808968,637956,1531
X,1555808968,638016,1369
X,1555808969,637956,1178
X,1555808970,638050,896
X,1555808970,637989,807
A,1555808970,637995,396
T,1555808970,2828
U,1555808971,0
X,1555808972,637674,3998
X,1555808973,638012,1314
X,1555808973,637984,1213
X,1555808974,638001,1904
X,1555808974,637710,6144
X,1555808975,637896,2229
X,1555808975,638458,2175
X,1555808976,636819,6641
X,1555808977,637919,8403
X,1555808977,637052,40728
X,1555808978,637224,13867
X,1555808978,640450,44803
X,1555808979,638508,35336
X,1555808979,639125,49056
X,1555808980,644430,53418
P,1555808981,5085
X,1555808981,634029,55142
X,1555808981,630979,50175
X,1555808982,637729,53431
X,1555808982,634293,4235
X,1555808983,638686,56381
X,1555808983,634152,42892
X,1555808984,640137,46172
X,1555808985,638935,52977
X,1555808985,634540,54066
X,1555808986,639184,59221
X,1555808986,643258,49641
X,1555808987,640023,595
X,1555808987,633377,50257
X,1555808988,637209,57178
X,1555808989,636439,39512
X,1555808989,640961,32401
X,1555808990,636463,6837
X,1555808990,637661,52773
X,1555808991,638280,44502
X,1555808991,634654,38183
X,1555808992,637221,60484
X,1555808992,637474,5333
X,1555808992,642707,48932
X,1555808993,640229,26362
X,1555808993,634868,48575
X,1555808994,636661,61028
X,1555808994,635547,12752
X,1555808995,635714,41454
X,1555808995,638400,47708
X,1555808996,640475,36655
