H,1552086277,299960
U,1552086277,0
X,1552086278,654498,1003
X,1552086279,654487,1607
X,1552086279,654036,892
X,1552086280,653282,1822
X,1552086280,653163,1721
X,1552086281,653290,1941
X,1552086282,653636,1223
X,1552086282,653944,2045
X,1552086283,653927,2325
X,1552086283,654105,1908
X,1552086284,654114,1018
P,1552086284,5154
X,1552086284,654374,5675
X,1552086285,653852,1913
X,1552086285,654267,4494
X,1552086286,653876,7670
X,1552086287,653871,2857
X,1552086287,653936,2499
X,1552086288,653515,845
X,1552086288,653721,992
X,1552086289,653863,1394
X,1552086289,653678,1565
X,1552086290,653732,1749
X,1552086291,654034,1280
X,1552086291,654171,1961
X,1552086292,654245,1838
X,1552086292,653786,1847
X,1552086293,653867,1581
X,1552086293,654131,2744
X,1552086293,653899,1618
X,1552086294,653923,2646
X,1552086294,654539,3035
X,1552086295,654518,2953
X,1552086295,656479,8797
X,1552086296,653566,20883
X,1552086296,654361,6485
X,1552086297,654127,3480
X,1552086298,654586,4948
X,1552086298,653271,6195
X,1552086299,655820,11026
X,1552086299,654380,32071
X,1552086300,655299,4022
X,1552086300,655003,2476
X,1552086301,653839,4947
X,1552086301,653121,2084
X,1552086302,652661,3877
X,1552086303,653374,5874
X,1552086303,654370,660
X,1552086304,653971,1109
X,1552086304,654089,891
X,1552086305,653678,2739
X,1552086305,653515,3125
X,1552086306,653189,2618
X,1552086307,653221,3295
X,1552086307,652906,18360
X,1552086308,658257,10816
X,1552086308,656117,52086
X,1552086309,654799,3949
X,1552086309,654889,3610
X,1552086310,655249,2768
X,1552086311,654407,1261
X,1552086311,654547,1101
X,1552086312,654792,13164
X,1552086312,655357,2351
X,1552086313,655532,1264
X,1552086313,655043,1354
P,1552086313,5153
X,1552086314,654944,1682
X,1552086314,653541,2765
X,1552086315,653622,1943
X,1552086316,654270,2400
X,1552086316,655046,1635
X,1552086317,654896,1252
X,1552086317,655070,1273
X,1552086318,655207,1665
X,1552086318,654624,2044
X,1552086319,654174,1206
X,1552086320,654366,1246
X,1552086320,654518,920
X,1552086321,655159,1389
X,1552086321,655567,874
X,1552086322,654770,1028
X,1552086322,653460,1839
X,1552086323,653789,1993
X,1552086324,654683,1164
X,1552086324,654173,1909
X,1552086325,653587,1169
X,1552086325,654066,1818
X,1552086326,653975,19642
X,1552086326,653698,7705
X,1552086327,653369,13667
X,1552086328,656549,24272
X,1552086328,653505,44522
X,1552086329,654711,7936
X,1552086329,654249,24008
X,1552086330,654903,3832
X,1552086330,654955,31395
X,1552086331,659015,9170
X,1552086331,655289,37123
X,1552086332,654820,2955
X,1552086333,655462,2160
X,1552086333,655715,1177
X,1552086334,655615,1438
X,1552086334,655325,1579
X,1552086334,655147,674
X,1552086334,655202,679
X,1552086335,655495,876
X,1552086336,655535,954
X,1552086336,655586,946
X,1552086337,655701,712
X,1552086337,656313,722
X,1552086338,655832,963
X,1552086338,654924,1426
X,1552086339,654771,1537
X,1552086340,654028,2306
X,1552086340,652712,1036
X,1552086341,653429,2939
X,1552086341,654875,4445
X,1552086342,649072,5043
X,1552086342,650798,5021
P,1552086343,5155
X,1552086343,653941,4432
X,1552086343,654756,3946
X,1552086344,655475,2484
X,1552086345,656000,1972
X,1552086345,655705,1146
X,1552086346,655313,17964
X,1552086346,656551,8789
X,1552086347,655526,2303
X,1552086347,655604,1804
X,1552086348,655165,960
X,1552086349,655381,914
X,1552086349,655566,799
X,1552086350,655675,1319
X,1552086350,655359,1176
X,1552086351,655744,993
X,1552086351,655638,1069
X,1552086352,656039,1267
X,1552086353,655765,541
A,1552086353,655112,2798
T,1552086353,2807
U,1552086353,0
X,1552086355,655676,828
X,1552086355,655687,1043
X,1552086356,655991,1287
X,1552086356,655968,1002
X,1552086357,655928,1180
X,1552086357,655941,823
X,1552086358,655895,1092
X,1552086358,655928,618
X,1552086359,655702,584
X,1552086360,655464,565
X,1552086360,655324,1336
X,1552086361,655670,1173
X,1552086361,655735,1877
X,1552086362,655293,1925
X,1552086362,655637,1136
X,1552086363,655546,857
X,1552086364,655731,694
X,1552086364,655494,886
X,1552086365,656059,1295
X,1552086365,655742,1478
X,1552086366,655539,1178
X,1552086366,655441,1693
X,1552086367,655539,2198
X,1552086368,655400,1368
X,1552086368,655332,972
X,1552086369,655461,718
X,1552086369,655274,552
X,1552086370,655485,623
X,1552086370,655927,1428
