H,1555712991,299960
T,1555712991,2842
U,1555712991,0
X,1555712993,630057,1710
X,1555712993,629994,649
X,1555712994,629971,1194
X,1555712994,630003,954
X,1555712995,629900,1124
X,1555712995,629927,1143
X,1555712996,629910,600
X,1555712997,629751,7765
X,1555712997,630228,1738
X,1555712998,629992,850
P,1555712998,5073
X,1555712998,630000,905
X,1555712999,630027,978
X,1555712999,630034,751
X,1555713000,630074,903
X,1555713001,630047,797
X,1555713001,629951,661
X,1555713002,629987,473
X,1555713002,629958,860
X,1555713003,629983,1551
X,1555713003,630170,1511
X,1555713004,630077,5178
X,1555713005,630039,887
X,1555713005,630017,726
X,1555713006,630010,826
X,1555713006,630022,799
X,1555713007,630035,1299
X,1555713007,629944,1178
X,1555713008,629953,756
X,1555713008,629992,1267
X,1555713009,629910,759
X,1555713010,630019,822
X,1555713010,629916,702
A,1555713010,629993,164
T,1555713010,2842
U,1555713011,0
X,1555713012,629888,903
X,1555713013,630149,5858
X,1555713013,629832,756
X,1555713014,629917,884
X,1555713014,629912,872
X,1555713015,629894,941
X,1555713016,629965,501
X,1555713016,629881,637
X,1555713017,629857,889
X,1555713017,629912,938
X,1555713018,629892,461
X,1555713018,629855,1417
X,1555713019,629865,726
X,1555713020,629729,987
X,1555713020,629828,1032
X,1555713021,629841,480
X,1555713021,630148,2678
X,1555713022,629552,6096
X,1555713022,629900,991
X,1555713023,629850,1216
X,1555713023,629774,23133
X,1555713024,629852,1413
X,1555713025,629806,15598
X,1555713025,629892,2243
X,1555713026,629850,775
X,1555713026,629743,892
X,1555713027,629794,3438
X,1555713027,629902,991
X,1555713028,629822,586
P,1555713028,5102
X,1555713029,629371,8296
X,1555713029,630014,3437
X,1555713030,629883,711
X,1555713030,629863,1317
X,1555713031,629843,790
A,1555713031,629866,236
T,1555713031,2842
U,1555713031,0
X,1555713032,629776,1192
X,1555713032,629814,823
X,1555713033,629787,686
X,1555713033,629849,25766
X,1555713034,629711,7300
X,1555713035,629971,2378
X,1555713035,629855,1733
X,1555713036,629739,14595
X,1555713036,629924,1636
X,1555713037,629745,839
X,1555713037,629564,13056
X,1555713038,629650,2052
X,1555713039,629814,1272
X,1555713039,629770,954
X,1555713040,629807,1064
X,1555713040,629721,988
X,1555713041,629718,865
X,1555713041,629752,929
X,1555713042,629711,950
X,1555713043,629705,13708
X,1555713043,629847,1032
X,1555713044,629796,1011
X,1555713044,629841,608
X,1555713045,629784,956
X,1555713045,629824,1350
X,1555713046,630330,9580
X,1555713047,629843,1153
X,1555713047,629538,7896
X,1555713048,629322,9730
X,1555713048,629668,963
X,1555713049,629562,943
X,1555713049,629591,522
X,1555713050,629584,662
X,1555713050,629596,1150
X,1555713051,629670,916
X,1555713052,629599,1357
X,1555713052,629575,4083
X,1555713053,629832,758
X,1555713053,629529,3210
X,1555713054,629874,1473
X,1555713054,629845,987
X,1555713055,629804,636
X,1555713056,629843,956
X,1555713056,629789,841
A,1555713056,629741,283
T,1555713056,2842
U,1555713057,0
P,1555713057,5104
X,1555713058,629746,768
X,1555713059,629707,912
X,1555713059,629737,1336
X,1555713060,629778,1188
X,1555713060,629604,955
X,1555713061,629708,694
X,1555713061,629737,802
X,1555713062,629712,1313
X,1555713063,631004,10835
X,1555713063,630782,2999
X,1555713064,627377,13843
X,1555713064,630213,42709
X,1555713065,630299,41790
X,1555713065,630204,32074
X,1555713066,630429,23757
X,1555713067,629576,26784
X,1555713067,629197,31120
X,1555713068,631092,29153
X,1555713068,629628,34563
X,1555713069,629268,40519
X,1555713069,628191,40839
X,1555713070,630358,44282
X,1555713071,631572,42275
X,1555713071,632434,48705
X,1555713072,631128,43359
X,1555713072,627462,31962
X,1555713072,630182,24479
X,1555713072,627741,23534
X,1555713073,629645,17830
X,1555713073,628134,16335
X,1555713074,629225,24174
X,1555713075,629161,2241
X,1555713075,628856,9243
X,1555713076,629533,39092
X,1555713076,628687,12416
X,1555713077,629327,1489
X,1555713077,629365,1342
X,1555713078,629453,931
X,1555713079,629461,10439
X,1555713079,629357,1562
X,1555713080,629402,1313
X,1555713080,629510,6597
X,1555713081,629465,1740
X,1555713081,629486,893
X,1555713082,629467,1231
X,1555713083,629420,836
X,1555713083,629379,690
X,1555713084,629327,907
X,1555713084,629484,907
