H,1556778282,290972
P,1556778282,5410
P,1556778311,5407
P,1556778340,5408
P,1556778370,5407
P,1556778399,5409
P,1556778428,5408
P,1556778457,5408
P,1556778487,5409
P,1556778517,5409
P,1556778546,5410
P,1556778576,5410
P,1556778605,5407
P,1556778634,5409
P,1556778663,5409
P,1556778693,5408
P,1556778722,5409
P,1556778751,5408
P,1556778781,5406
P,1556778811,5407
P,1556778840,5409
P,1556778869,5408
P,1556778899,5407
P,1556778928,5408
P,1556778957,5408
P,1556778986,5409
P,1556779016,5408
P,1556779045,5408
P,1556779074,5409
P,1556779105,5410
P,1556779134,5409
P,1556779163,5409
P,1556779192,5408
P,1556779222,5408
P,1556779251,5409
P,1556779280,5409
P,1556779310,5409
P,1556779339,5409
P,1556779368,5410
P,1556779398,5408
P,1556779428,5407
P,1556779457,5409
P,1556779486,5408
P,1556779516,5409
P,1556779545,5409
P,1556779574,5408
P,1556779603,5408
P,1556779633,5408
P,1556779662,5409
P,1556779692,5409
P,1556779722,5408
P,1556779751,5409
P,1556779780,5409
O,1556779783,303698,9718
O,1556779784,304650,129
O,1556779784,304692,124
O,1556779785,304695,116
O,1556779785,304658,116
O,1556779786,304598,191
O,1556779786,304596,185
O,1556779787,304577,75
O,1556779788,304483,131
O,1556779788,304419,100
O,1556779789,304493,108
O,1556779789,304453,180
O,1556779790,304350,191
O,1556779790,304413,186
O,1556779791,304472,153
O,1556779792,304433,163
O,1556779792,304425,154
O,1556779793,304475,161
O,1556779793,304480,92
O,1556779794,304464,117
O,1556779794,304488,112
O,1556779795,304434,150
O,1556779796,304501,95
O,1556779796,304520,147
O,1556779797,304612,127
O,1556779797,304633,62
O,1556779798,304581,168
O,1556779798,304540,161
O,1556779799,304525,193
O,1556779799,304552,105
O,1556779800,304582,117
O,1556779801,304561,109
O,1556779801,304574,87
O,1556779802,304539,120
O,1556779802,304507,155
O,1556779803,304477,170
O,1556779803,304581,108
O,1556779804,304636,103
O,1556779805,304569,99
O,1556779805,304466,163
O,1556779806,304549,186
O,1556779806,304503,115
O,1556779806,304461,228
O,1556779806,304307,89
O,1556779807,304345,181
O,1556779808,304520,347
O,1556779808,304584,144
O,1556779809,304637,95
P,1556779809,5399
O,1556779809,304562,140
O,1556779810,304507,140
O,1556779810,304605,173
O,1556779811,304584,103
O,1556779811,304522,158
O,1556779812,304545,73
O,1556779813,304526,131
O,1556779813,304545,162
O,1556779814,304578,135
O,1556779814,304629,154
O,1556779815,304634,136
O,1556779815,304582,243
O,1556779816,304596,204
O,1556779817,304541,141
O,1556779817,304460,229
O,1556779818,304474,168
O,1556779818,304544,197
O,1556779819,304535,101
O,1556779819,304519,273
O,1556779820,304531,189
O,1556779821,304513,264
O,1556779821,304639,68
O,1556779822,304647,121
O,1556779822,304618,123
O,1556779823,304602,212
O,1556779823,304515,135
O,1556779824,304520,193
O,1556779825,304286,138
O,1556779825,304294,110
O,1556779826,304342,157
O,1556779826,304352,177
O,1556779827,304431,137
O,1556779827,304427,353
O,1556779828,304351,156
O,1556779828,304450,134
O,1556779829,304420,97
O,1556779830,304415,86
O,1556779830,304426,186
O,1556779831,304429,128
O,1556779831,304372,126
O,1556779832,304393,91
O,1556779832,304418,174
O,1556779833,304454,178
O,1556779834,304383,113
O,1556779834,304382,82
O,1556779835,304416,161
O,1556779835,304349,157
O,1556779836,304381,110
O,1556779836,304375,126
O,1556779837,304386,239
O,1556779838,304348,138
O,1556779838,304350,87
O,1556779839,304279,147
T,1556779839,2851
P,1556779839,5398
P,1556779868,5409
P,1556779897,5407
P,1556779927,5409
P,1556779956,5408
P,1556779986,5408
P,1556780015,5409
P,1556780045,5409
P,1556780074,5409
P,1556780103,5408
P,1556780133,5407
P,1556780162,5409
P,1556780191,5409
P,1556780220,5408
P,1556780250,5409
P,1556780280,5409
P,1556780309,5409
P,1556780339,5409
P,1556780368,5409
P,1556780397,5409
P,1556780427,5410
P,1556780457,5408
P,1556780486,5409
P,1556780515,5409
P,1556780545,5409
P,1556780575,5410
P,1556780604,5409
P,1556780633,5400
P,1556780663,5408
P,1556780692,5409
P,1556780721,5409
P,1556780750,5410
P,1556780780,5407
P,1556780809,5409
P,1556780838,5410
P,1556780869,5409
P,1556780898,5409
P,1556780927,5408
P,1556780956,5407
P,1556780986,5409
P,1556781015,5408
P,1556781044,5408
P,1556781074,5408
P,1556781103,5408
P,1556781132,5409
P,1556781162,5409
P,1556781192,5409
P,1556781221,5408
P,1556781250,5408
P,1556781280,5409
