8960,5444
P,678990,5444
P,679019,5444
P,679048,5444
P,679078,5445
P,679107,5444
P,679136,5445
P,679165,5444
P,679195,5445
P,679225,5444
P,679254,5444
P,679284,5443
P,679313,5445
P,679342,5445
P,679371,5444
D,679397,1219
D,679399,1213
D,679401,1237
P,679401,5435
D,679403,1187
D,679405,1215
D,679408,1212
D,679409,1211
D,679411,1211
D,679413,1208
D,679415,1210
D,679418,1211
D,679420,1212
D,679422,1211
D,679424,1212
D,679426,1215
D,679429,1211
P,679430,5444
D,679431,1213
D,679433,1212
D,679435,1213
D,679437,1205
D,679440,1212
D,679442,1206
D,679444,1211
D,679446,1217
D,679448,1210
D,679450,1212
D,679452,1205
D,679454,1208
D,679456,1212
D,679458,1211
P,679459,5444
D,679461,1209
D,679463,1209
D,679465,1210
D,679467,1212
D,679469,1204
D,679472,1211
D,679474,1207
D,679476,1205
D,679478,1210
D,679480,1208
D,679483,1215
D,679485,1210
D,679487,1208
D,679489,1210
P,679489,5432
D,679491,1213
D,679493,1210
D,679495,1208
D,679497,1205
D,679499,1207
D,679501,1209
D,679504,1208
D,679506,1208
D,679508,1210
D,679510,1209
D,679512,1210
D,679515,1213
D,679517,1210
P,679519,5444
D,679519,1212
D,679521,1200
D,679523,1211
D,679526,1211
D,679528,1206
D,679530,1209
D,679532,1216
D,679533,1207
D,679536,1201
D,679538,1207
D,679540,1207
D,679542,1206
D,679544,1211
D,679547,1206
P,679548,5444
D,679549,1208
D,679551,1207
D,679553,1210
D,679556,1216
D,679558,1215
D,679560,1210
D,679562,1211
D,679564,1210
D,679567,1212
D,679569,1210
D,679571,1210
D,679573,1209
D,679574,1210
D,679577,1209
P,679577,5425
D,679579,1212
D,679581,1210
D,679583,1209
D,679585,1210
D,679588,1209
D,679590,1211
D,679592,1211
D,679594,1209
D,679596,1205
D,679599,1211
D,679601,1205
D,679603,1210
D,679605,1210
P,679607,5445
D,679607,1208
D,679610,1209
D,679612,1209
D,679614,1212
D,679615,1213
D,679617,1209
D,679620,1210
D,679622,1208
D,679624,1218
D,679626,1203
D,679628,1202
D,679631,1211
D,679633,1208
D,679635,1205
P,679636,5443
D,679637,1206
D,679639,1205
D,679642,1208
D,679644,1209
D,679646,1213
D,679648,1207
D,679650,1206
D,679653,1206
