439923,5497
P,439954,5496
P,439983,5497
P,440012,5497
P,440042,5497
P,440071,5496
P,440100,5496
P,440129,5496
P,440159,5497
P,440188,5496
P,440217,5497
P,440247,5497
P,440277,5496
P,440306,5497
P,440335,5497
P,440365,5496
P,440394,5496
P,440423,5496
P,440452,5497
P,440482,5497
P,440511,5497
P,440541,5497
P,440571,5497
P,440600,5497
P,440629,5496
P,440658,5496
P,440688,5497
P,440717,5497
P,440746,5496
P,440776,5496
P,440805,5496
P,440835,5497
P,440864,5498
P,440894,5497
P,440923,5497
P,440953,5496
P,440983,5497
P,441012,5497
P,441041,5496
P,441070,5497
P,441100,5497
P,441130,5498
P,441159,5498
P,441189,5498
P,441218,5496
P,441247,5497
P,441276,5497
P,441306,5497
P,441335,5497
P,441364,5497
P,441394,5497
P,441424,5497
P,441453,5497
P,441482,5497
P,441512,5496
P,441541,5497
P,441570,5497
P,441600,5497
P,441629,5497
P,441658,5498
P,441687,5497
P,441718,5497
P,441747,5497
P,441776,5498
P,441806,5497
P,441835,5497
P,441864,5497
P,441893,5496
P,441923,5497
P,441952,5497
P,441981,5496
P,442011,5497
P,442041,5497
P,442070,5497
P,442099,5497
P,442129,5496
P,442158,5497
P,442187,5496
P,442216,5497
P,442246,5497
P,442275,5497
P,442305,5497
P,442335,5497
P,442364,5497
P,442393,5497
P,442422,5497
P,442452,5497
P,442481,5497
P,442510,5497
P,442540,5497
P,442569,5497
P,442599,5496
P,442628,5497
P,442658,5497
P,442687,5496
P,442716,5496
P,442746,5497
P,442775,5497
P,442804,5497
P,442833,5497
P,442863,5497
P,442893,5497
P,442922,5496
P,442952,5496
P,442981,5496
P,443010,5496
P,443039,5497
P,443069,5497
P,443098,5496
P,443127,5496
P,443157,5497
P,443187,5496
P,443216,5497
P,443245,5496
P,443275,5496
P,443304,5496
P,443333,5497
P,443363,5497
P,443392,5497
P,443421,5496
P,443450,5497
P,443481,5497
P,443510,5497
P,443539,5497
P,443569,5497
P,443599,5497
P,443628,5497
P,443657,5497
P,443687,5496
P,443716,5497
P,443745,5497
P,443775,5495
P,443805,5497
P,443834,5496
P,443863,5496
P,443893,5496
P,443922,5497
P,443951,5496
P,443980,5497
P,444010,5496
P,444039,5496
P,444069,5497
P,444099,5496
P,444128,5496
P,444157,5496
P,444186,5496
