71,5413
P,860500,5413
P,860530,5413
P,860559,5413
P,860589,5414
P,860618,5413
P,860648,5413
P,860677,5413
P,860706,5414
P,860736,5413
P,860765,5413
P,860794,5413
P,860823,5413
P,860853,5413
P,860883,5413
P,860912,5413
P,860942,5414
P,860972,5413
P,861001,5413
P,861030,5413
P,861060,5413
P,861089,5413
P,861118,5414
P,861148,5413
P,861178,5413
P,861207,5413
P,861236,5413
P,861266,5412
P,861295,5414
P,861324,5413
P,861354,5412
P,861383,5413
P,861412,5413
P,861441,5413
P,861472,5413
P,861501,5413
P,861530,5413
P,861560,5414
P,861589,5412
P,861618,5413
P,861647,5412
P,861677,5413
P,861706,5413
P,861735,5413
P,861765,5414
P,861795,5413
P,861824,5413
P,861853,5412
P,861883,5412
P,861912,5413
P,861941,5413
P,861970,5413
P,862000,5414
P,862029,5413
P,862059,5412
P,862089,5412
P,862118,5414
P,862147,5413
P,862176,5413
P,862206,5413
P,862235,5412
P,862264,5413
P,862294,5413
P,862323,5412
P,862353,5413
P,862382,5412
P,862412,5413
P,862441,5414
P,862470,5412
P,862500,5411
P,862529,5413
P,862558,5413
P,862587,5412
P,862617,5413
P,862647,5412
P,862676,5412
P,862706,5413
P,862735,5412
P,862764,5413
P,862793,5413
P,862823,5413
P,862852,5412
P,862881,5413
P,862911,5413
P,862941,5413
P,862970,5413
P,862999,5413
P,863029,5413
P,863058,5413
P,863087,5412
P,863117,5412
P,863146,5413
P,863175,5413
P,863204,5413
P,863235,5412
P,863264,5413
P,863293,5413
P,863323,5413
P,863352,5412
P,863381,5412
P,863410,5412
P,863440,5412
P,863469,5413
P,863498,5413
P,863528,5412
P,863558,5413
P,863588,5413
P,863617,5411
P,863647,5412
P,863676,5413
P,863705,5412
P,863734,5413
P,863764,5413
P,863793,5412
P,863823,5413
P,863853,5413
P,863882,5412
P,863911,5412
P,863929,5405
