95039,5506
P,395068,5507
P,395097,5506
P,395127,5506
P,395156,5505
P,395185,5505
P,395214,5506
P,395244,5506
P,395274,5506
P,395303,5505
P,395333,5505
P,395362,5506
P,395391,5505
P,395420,5506
P,395450,5505
P,395479,5506
P,395508,5506
P,395538,5505
P,395568,5505
P,395597,5506
P,395626,5506
P,395656,5506
P,395685,5506
P,395714,5506
P,395744,5506
P,395773,5506
P,395802,5506
P,395831,5506
P,395862,5506
P,395891,5506
P,395920,5506
P,395950,5506
P,395979,5506
P,396008,5505
P,396037,5506
P,396067,5505
P,396096,5506
P,396125,5506
P,396155,5506
P,396185,5506
P,396214,5505
P,396243,5506
P,396273,5506
P,396302,5506
P,396332,5506
P,396361,5506
P,396391,5506
P,396420,5506
P,396450,5506
P,396480,5506
P,396509,5505
P,396538,5506
P,396567,5506
P,396597,5506
P,396626,5506
P,396655,5505
P,396685,5507
P,396714,5506
P,396744,5506
P,396773,5506
P,396803,5505
P,396832,5504
P,396861,5506
P,396891,5506
P,396920,5506
P,396949,5506
P,396978,5506
P,397008,5506
P,397038,5506
P,397067,5505
P,397097,5506
P,397126,5505
P,397155,5506
P,397184,5505
P,397214,5505
P,397243,5505
P,397272,5506
P,397302,5506
P,397332,5505
P,397361,5506
P,397390,5505
P,397420,5506
P,397449,5506
P,397478,5506
P,397508,5505
P,397537,5505
P,397566,5505
P,397595,5506
P,397626,5505
P,397655,5505
P,397684,5506
P,397714,5505
P,397743,5506
P,397772,5505
P,397801,5506
P,397831,5505
P,397860,5506
P,397889,5505
P,397919,5506
P,397949,5505
P,397978,5505
P,398007,5505
P,398037,5505
P,398066,5505
P,398095,5505
P,398124,5505
P,398154,5505
P,398183,5505
P,398213,5505
P,398243,5505
P,398272,5505
P,398301,5505
P,398330,5505
P,398360,5504
P,398389,5505
P,398418,5505
P,398448,5505
P,398477,5505
P,398507,5505
P,398536,5505
P,398566,5504
P,398595,5505
P,398624,5505
P,398654,5505
P,398683,5504
P,398712,5505
P,398741,5504
P,398771,5505
P,398801,5505
P,398830,5504
P,398860,5505
P,398889,5505
P,398918,5505
P,398948,5505
P,398978,5505
P,399007,5505
P,399036,5505
P,399066,5505
P,399096,5505
P,399125,5505
P,399154,5505
P,399184,5505
P,399213,5506
P,399242,5505
P,399272,5505
P,399301,5505
