379077,5512
P,379107,5511
P,379136,5512
P,379166,5511
P,379195,5512
P,379224,5512
P,379254,5510
P,379283,5512
P,379312,5511
P,379341,5511
P,379371,5512
P,379401,5511
P,379430,5512
P,379460,5511
P,379489,5511
P,379518,5511
P,379547,5512
P,379577,5511
P,379606,5511
P,379635,5512
P,379665,5511
P,379695,5511
P,379724,5512
P,379753,5512
P,379783,5512
P,379812,5511
P,379841,5511
P,379871,5511
P,379900,5512
P,379929,5511
P,379958,5512
P,379989,5511
P,380018,5511
P,380047,5512
P,380077,5512
P,380106,5512
P,380135,5510
P,380164,5512
P,380194,5511
P,380223,5511
P,380252,5511
P,380282,5511
P,380312,5510
P,380341,5511
P,380370,5511
P,380400,5510
P,380429,5512
P,380458,5510
P,380487,5511
P,380517,5511
P,380546,5512
P,380577,5511
P,380607,5511
P,380636,5511
P,380665,5511
P,380694,5510
P,380724,5511
P,380753,5511
P,380782,5509
P,380812,5511
P,380841,5511
P,380871,5509
P,380900,5511
P,380930,5510
P,380959,5511
P,380988,5510
P,381018,5510
P,381047,5511
P,381076,5510
P,381105,5510
P,381135,5511
P,381165,5511
P,381194,5512
P,381224,5511
P,381253,5511
P,381282,5512
P,381311,5511
P,381341,5511
P,381370,5511
P,381399,5512
P,381429,5511
P,381459,5511
P,381488,5510
P,381517,5511
P,381547,5510
P,381576,5510
P,381605,5510
P,381635,5510
P,381664,5511
P,381693,5510
P,381722,5511
P,381753,5510
P,381782,5510
P,381811,5510
P,381841,5510
P,381870,5510
P,381899,5511
P,381928,5510
P,381958,5510
P,381987,5510
P,382016,5510
P,382046,5510
P,382076,5510
P,382105,5511
P,382134,5511
P,382164,5509
P,382193,5509
P,382222,5510
P,382251,5510
P,382281,5510
P,382310,5509
P,382340,5511
P,382370,5511
P,382399,5511
P,382428,5510
P,382457,5509
P,382487,5510
P,382516,5510
P,382545,5510
P,382575,5510
P,382604,5511
P,382634,5510
P,382663,5510
P,382693,5509
P,382722,5511
P,382751,5510
P,382781,5510
P,382810,5511
P,382839,5510
P,382868,5510
P,382898,5511
P,382928,5511
P,382957,5510
P,382987,5510
P,383016,5510
P,383045,5509
P,383074,5510
P,383104,5510
P,383133,5510
P,383162,5510
P,383192,5510
P,383223,5510
P,383252,5510
P,383281,5509
P,383311,5510
P,383340,5510
P,383369,5509
