H,1550684338,481663
P,1550684338,5126
P,1550684367,5126
P,1550684397,5126
P,1550684426,5125
P,1550684455,5126
P,1550684484,5125
P,1550684514,5126
P,1550684543,5127
P,1550684573,5125
P,1550684602,5126
P,1550684632,5127
P,1550684661,5125
P,1550684690,5126
P,1550684720,5125
P,1550684749,5123
P,1550684778,5126
P,1550684807,5126
P,1550684837,5126
P,1550684867,5126
P,1550684896,5125
P,1550684926,5125
P,1550684955,5125
P,1550684984,5126
P,1550685013,5125
P,1550685043,5125
P,1550685072,5126
P,1550685101,5126
P,1550685131,5126
P,1550685161,5126
P,1550685190,5127
P,1550685220,5126
P,1550685250,5126
P,1550685279,5126
P,1550685308,5125
P,1550685338,5125
P,1550685367,5125
P,1550685396,5126
P,1550685425,5126
P,1550685456,5126
P,1550685485,5125
P,1550685514,5125
P,1550685544,5127
P,1550685573,5125
P,1550685602,5127
P,1550685631,5125
P,1550685661,5127
P,1550685690,5126
P,1550685719,5125
P,1550685750,5124
P,1550685779,5127
P,1550685808,5124
P,1550685837,5126
P,1550685867,5125
P,1550685896,5126
P,1550685925,5125
P,1550685955,5126
P,1550685984,5125
P,1550686013,5125
P,1550686043,5125
P,1550686073,5124
P,1550686102,5125
P,1550686131,5124
P,1550686161,5125
P,1550686190,5123
P,1550686219,5126
P,1550686248,5126
P,1550686278,5126
P,1550686307,5125
P,1550686337,5125
O,1550686355,481225,3050
O,1550686355,481490,62
O,1550686356,481505,110
O,1550686357,481478,74
O,1550686357,481470,100
O,1550686358,481440,84
O,1550686358,481456,107
O,1550686359,481462,104
O,1550686359,481459,129
O,1550686360,481487,116
O,1550686361,481478,141
O,1550686361,481477,146
O,1550686362,481474,91
O,1550686362,481484,150
O,1550686363,481489,77
O,1550686363,481491,110
O,1550686364,481485,111
O,1550686365,481478,98
O,1550686365,481484,141
O,1550686366,481484,121
O,1550686366,481486,93
P,1550686366,5120
O,1550686366,481434,153
O,1550686366,481420,112
O,1550686367,481468,81
O,1550686368,481433,52
O,1550686368,481479,133
O,1550686369,481453,132
O,1550686369,481449,97
O,1550686370,481460,110
O,1550686370,481469,102
O,1550686371,481481,146
O,1550686371,481459,127
O,1550686372,481472,101
O,1550686373,481474,125
O,1550686373,481449,92
O,1550686374,481460,134
O,1550686374,481490,144
O,1550686375,481469,127
O,1550686375,481474,153
O,1550686376,481496,101
O,1550686377,481452,159
O,1550686377,481479,101
O,1550686378,481480,139
O,1550686378,481464,125
O,1550686379,481478,89
O,1550686379,481466,73
O,1550686380,481490,95
O,1550686381,481476,127
O,1550686381,481470,115
O,1550686382,481477,150
O,1550686382,481455,120
O,1550686383,481479,94
O,1550686383,481478,99
O,1550686384,481473,110
O,1550686385,481462,80
O,1550686385,481462,117
O,1550686386,481478,138
O,1550686386,481481,96
O,1550686387,481468,108
O,1550686387,481459,144
O,1550686388,481448,119
O,1550686388,481468,86
O,1550686389,481475,129
O,1550686390,481445,98
O,1550686390,481495,114
O,1550686391,481466,147
O,1550686391,481484,109
O,1550686392,481482,65
O,1550686392,481450,94
O,1550686393,481489,101
O,1550686394,481463,95
O,1550686394,481455,85
O,1550686395,481470,143
O,1550686395,481471,115
P,1550686396,5115
O,1550686396,481480,82
O,1550686396,481456,115
O,1550686397,481471,164
O,1550686398,481445,137
O,1550686398,481478,167
O,1550686399,481454,96
O,1550686399,481459,135
O,1550686400,481470,110
O,1550686400,481468,120
O,1550686401,481491,84
O,1550686402,481460,125
O,1550686402,481487,130
O,1550686403,481476,129
O,1550686403,481484,84
O,1550686404,481501,157
O,1550686404,481481,120
O,1550686405,481510,125
O,1550686405,481480,142
O,1550686406,481496,103
O,1550686407,481469,94
O,1550686407,481483,84
O,1550686407,481471,100
O,1550686407,481496,96
O,1550686408,481469,82
O,1550686408,481472,171
O,1550686409,481482,87
O,1550686410,481487,112
T,1550686410,2817
P,1550686425,5125
P,1550686454,5126
P,1550686484,5125
P,1550686513,5125
P,1550686542,5126
P,1550686571,5126
P,1550686601,5125
P,1550686631,5125
P,1550686660,5125
P,1550686690,5125
P,1550686719,5124
P,1550686748,5125
P,1550686777,5124
P,1550686807,5126
P,1550686836,5125
P,1550686865,5125
P,1550686895,5125
P,1550686925,5126
P,1550686954,5125
P,1550686983,5123
P,1550687013,5125
P,1550687042,5125
P,1550687071,5125
P,1550687101,5124
P,1550687130,5124
P,1550687159,5124
P,1550687188,5125
P,1550687219,5126
P,1550687248,5125
P,1550687277,5126
P,1550687307,5125
P,1550687336,5124
