H,1549768478,481663
P,1549768478,5120
P,1549768507,5120
P,1549768536,5120
P,1549768566,5120
P,1549768596,5120
P,1549768625,5120
P,1549768654,5121
P,1549768683,5121
P,1549768713,5121
P,1549768742,5119
P,1549768771,5121
P,1549768801,5120
P,1549768830,5120
P,1549768860,5119
P,1549768889,5121
P,1549768919,5120
P,1549768948,5120
P,1549768977,5120
P,1549769007,5121
P,1549769036,5121
P,1549769065,5121
P,1549769094,5120
P,1549769124,5121
P,1549769154,5122
P,1549769183,5120
P,1549769213,5119
P,1549769242,5119
P,1549769271,5120
P,1549769300,5121
P,1549769330,5121
P,1549769359,5120
P,1549769388,5120
P,1549769418,5120
P,1549769448,5121
P,1549769477,5120
P,1549769506,5121
P,1549769536,5121
P,1549769565,5121
P,1549769594,5120
P,1549769624,5120
P,1549769653,5120
P,1549769682,5121
P,1549769711,5120
P,1549769742,5120
P,1549769771,5121
P,1549769800,5121
P,1549769830,5120
P,1549769859,5120
P,1549769888,5121
P,1549769917,5121
O,1549769923,486029,4293
O,1549769923,486962,1720
O,1549769924,486929,2666
O,1549769924,486576,2693
O,1549769925,486473,3040
O,1549769925,486390,2240
O,1549769926,486712,1717
O,1549769927,486901,1343
O,1549769927,487429,1611
O,1549769928,487488,919
O,1549769928,487124,653
O,1549769929,487463,843
O,1549769929,487463,1152
O,1549769930,487775,414
O,1549769931,487757,329
O,1549769931,488041,548
O,1549769932,487908,1076
O,1549769932,487100,629
O,1549769933,487138,917
O,1549769933,487327,1063
O,1549769934,487085,1715
O,1549769935,487169,844
O,1549769935,486614,1301
O,1549769936,487144,1417
O,1549769936,486917,826
O,1549769937,487476,1396
O,1549769937,487489,755
O,1549769938,487704,1123
O,1549769938,487510,1154
O,1549769939,488003,776
O,1549769940,487731,591
O,1549769940,487557,819
O,1549769941,488121,545
O,1549769941,488128,154
O,1549769942,487852,317
O,1549769942,487843,349
O,1549769943,488061,250
O,1549769944,488077,218
O,1549769944,487970,234
O,1549769945,487604,593
O,1549769945,487941,259
O,1549769946,488086,279
O,1549769946,487896,507
O,1549769947,488154,567
P,1549769947,5113
O,1549769948,487749,1151
O,1549769948,487405,1174
O,1549769949,487521,526
O,1549769949,487098,1214
O,1549769950,487019,954
O,1549769950,486949,833
O,1549769951,487121,1158
O,1549769952,487320,1304
O,1549769952,486358,1065
O,1549769953,487449,1133
O,1549769953,486913,1339
O,1549769954,487603,974
O,1549769954,487330,856
O,1549769954,487613,235
O,1549769954,487684,476
O,1549769955,487489,380
O,1549769956,487696,268
O,1549769956,487344,617
O,1549769957,487408,1092
O,1549769957,487660,473
O,1549769958,487950,292
O,1549769958,487641,1053
O,1549769959,487341,1280
O,1549769960,487521,995
O,1549769960,487474,619
O,1549769961,487423,945
O,1549769961,487602,764
O,1549769962,487845,605
O,1549769962,487666,501
O,1549769963,487776,250
O,1549769964,487910,241
O,1549769964,487719,222
O,1549769965,487668,269
O,1549769965,487687,309
O,1549769966,487673,127
O,1549769966,487717,374
O,1549769967,487274,809
O,1549769968,487217,1452
O,1549769968,487613,550
O,1549769969,487675,971
O,1549769969,487746,403
O,1549769970,487759,719
O,1549769970,487492,1010
O,1549769971,487798,915
O,1549769971,487977,868
O,1549769972,487303,880
O,1549769973,487604,463
O,1549769973,487812,358
O,1549769974,487719,578
O,1549769974,487561,329
O,1549769975,487753,741
O,1549769975,487115,753
O,1549769976,487189,841
P,1549769976,5113
O,1549769977,487284,772
O,1549769977,487482,342
O,1549769978,487278,385
O,1549769978,487633,333
T,1549769978,2795
P,1549770005,5119
P,1549770036,5120
P,1549770065,5121
P,1549770094,5119
P,1549770123,5121
P,1549770153,5120
P,1549770183,5121
P,1549770212,5120
P,1549770242,5121
P,1549770271,5121
P,1549770300,5120
P,1549770330,5121
P,1549770360,5120
P,1549770389,5120
P,1549770418,5120
P,1549770447,5121
P,1549770477,5121
P,1549770506,5121
P,1549770535,5120
P,1549770565,5120
P,1549770594,5119
P,1549770624,5119
P,1549770653,5120
P,1549770683,5121
P,1549770712,5121
P,1549770741,5121
P,1549770771,5119
P,1549770800,5120
P,1549770829,5118
P,1549770858,5120
P,1549770888,5120
P,1549770918,5120
P,1549770947,5121
P,1549770977,5121
P,1549771006,5121
P,1549771035,5120
P,1549771064,5120
P,1549771094,5119
P,1549771123,5121
P,1549771152,5120
P,1549771182,5121
P,1549771212,5121
P,1549771241,5120
P,1549771270,5120
P,1549771300,5120
P,1549771329,5122
P,1549771358,5119
P,1549771388,5121
P,1549771417,5121
P,1549771446,5119
P,1549771475,5119
