H,1550860165,481663
P,1550860165,5127
P,1550860195,5127
P,1550860224,5126
P,1550860253,5127
P,1550860283,5128
P,1550860313,5127
P,1550860342,5127
P,1550860371,5128
P,1550860401,5127
P,1550860430,5128
P,1550860459,5129
P,1550860489,5128
P,1550860518,5127
P,1550860547,5127
P,1550860576,5127
P,1550860607,5126
P,1550860636,5128
P,1550860665,5127
P,1550860695,5128
P,1550860724,5129
P,1550860753,5127
P,1550860782,5126
P,1550860812,5127
P,1550860841,5128
P,1550860870,5127
P,1550860901,5128
P,1550860931,5127
P,1550860960,5128
P,1550860989,5128
P,1550861019,5127
P,1550861048,5128
P,1550861077,5126
P,1550861107,5127
P,1550861136,5128
P,1550861165,5128
P,1550861195,5127
P,1550861225,5126
P,1550861254,5129
P,1550861283,5128
P,1550861313,5129
P,1550861342,5129
P,1550861371,5129
P,1550861400,5128
P,1550861430,5127
P,1550861459,5128
P,1550861489,5127
P,1550861519,5128
P,1550861548,5129
P,1550861577,5128
P,1550861606,5127
P,1550861636,5128
P,1550861665,5127
P,1550861694,5127
P,1550861724,5128
P,1550861753,5127
P,1550861783,5127
P,1550861812,5127
P,1550861842,5127
P,1550861871,5127
P,1550861900,5126
P,1550861929,5128
P,1550861959,5127
P,1550861988,5127
P,1550862017,5127
P,1550862047,5127
P,1550862077,5127
P,1550862106,5126
O,1550862114,484670,3199
O,1550862115,484962,178
O,1550862115,485016,194
O,1550862116,484985,268
O,1550862117,484679,285
O,1550862117,484899,134
O,1550862118,484846,270
O,1550862118,484871,123
O,1550862119,484969,256
O,1550862119,484819,135
O,1550862120,484865,154
O,1550862121,484725,183
O,1550862121,484947,178
O,1550862122,484984,355
O,1550862122,485066,195
O,1550862123,484909,151
O,1550862123,484948,232
O,1550862124,485029,83
O,1550862125,484906,179
O,1550862125,484858,135
O,1550862126,484558,309
O,1550862126,484415,265
O,1550862127,484464,258
O,1550862127,484417,275
O,1550862128,484799,681
O,1550862128,485627,741
O,1550862129,485405,420
O,1550862130,485172,579
O,1550862130,485294,495
O,1550862131,484968,623
O,1550862131,485098,243
O,1550862132,485003,312
O,1550862132,485125,205
O,1550862133,485278,136
O,1550862134,485248,193
O,1550862134,485206,385
O,1550862134,485237,128
O,1550862134,485117,139
P,1550862135,5118
O,1550862135,485066,192
O,1550862135,485093,346
O,1550862136,485288,281
O,1550862137,485387,383
O,1550862137,485114,541
O,1550862138,484918,112
O,1550862138,485050,320
O,1550862139,485165,140
O,1550862139,485084,170
O,1550862140,485086,121
O,1550862140,484999,98
O,1550862141,485029,143
O,1550862142,485012,133
O,1550862142,485039,123
O,1550862143,485042,82
O,1550862143,485036,92
O,1550862144,484950,144
O,1550862144,485024,107
O,1550862145,485075,119
O,1550862146,485102,146
O,1550862146,485034,80
O,1550862147,485063,180
O,1550862147,485042,153
O,1550862148,485002,133
O,1550862148,485128,187
O,1550862149,485202,132
O,1550862150,485103,197
O,1550862150,485242,195
O,1550862151,485294,81
O,1550862151,485012,962
O,1550862152,484722,829
O,1550862152,485365,306
O,1550862153,485082,388
O,1550862154,485240,249
O,1550862154,485548,528
O,1550862155,485310,485
O,1550862155,485300,399
O,1550862156,485011,483
O,1550862156,484755,720
O,1550862157,485039,732
O,1550862157,484893,740
O,1550862158,484230,985
O,1550862159,484191,1553
O,1550862159,484263,887
O,1550862160,484756,314
O,1550862160,484898,169
O,1550862161,485187,325
O,1550862161,484917,654
O,1550862162,485172,398
O,1550862163,484921,798
O,1550862163,484724,1007
O,1550862164,484833,510
O,1550862164,484943,466
P,1550862165,5119
O,1550862165,484716,371
O,1550862165,484667,363
O,1550862166,484619,341
O,1550862167,484654,269
O,1550862167,485056,281
O,1550862168,484993,190
O,1550862168,484993,458
O,1550862169,484812,500
O,1550862169,484858,280
O,1550862170,484498,1023
T,1550862170,2829
P,1550862194,5128
P,1550862223,5128
P,1550862253,5128
P,1550862282,5126
P,1550862311,5126
P,1550862340,5126
P,1550862371,5126
P,1550862400,5127
P,1550862429,5127
P,1550862459,5128
P,1550862488,5127
P,1550862517,5127
P,1550862546,5127
P,1550862576,5126
P,1550862605,5127
P,1550862634,5127
P,1550862665,5127
P,1550862694,5127
P,1550862723,5127
P,1550862752,5128
P,1550862782,5127
P,1550862811,5128
P,1550862840,5127
P,1550862870,5126
P,1550862899,5127
P,1550862928,5127
P,1550862958,5127
P,1550862988,5127
P,1550863017,5128
P,1550863046,5127
P,1550863076,5127
P,1550863105,5127
