H,1554233710,324570
T,1554233710,2882
U,1554233710,0
X,1554233712,618987,835
X,1554233712,618658,1202
X,1554233713,618803,1204
X,1554233714,618892,1039
X,1554233714,618668,684
X,1554233715,618566,591
X,1554233715,618685,643
X,1554233716,618848,52677
X,1554233716,618790,1475
X,1554233717,618834,1172
X,1554233717,618659,8814
X,1554233718,619137,1723
X,1554233719,619100,520
X,1554233719,619158,1123
X,1554233720,619217,1191
X,1554233720,619591,2648
X,1554233721,618490,6659
X,1554233721,619199,1333
X,1554233722,618728,1964
X,1554233723,619458,1870
X,1554233723,619343,1461
X,1554233724,618627,850
X,1554233724,618532,865
X,1554233725,618607,887
X,1554233725,618571,1745
X,1554233726,618924,1148
X,1554233727,618817,1401
X,1554233727,618908,579
X,1554233728,619113,1444
X,1554233728,619067,1024
X,1554233729,618584,1300
X,1554233729,617671,2875
X,1554233730,618431,1363
X,1554233731,618445,873
X,1554233731,618753,1476
X,1554233732,618519,1818
X,1554233732,618170,1749
X,1554233733,618909,1556
X,1554233733,619382,1305
X,1554233734,618897,1167
P,1554233734,5139
X,1554233735,619159,1300
X,1554233735,618715,1408
X,1554233736,618634,3002
X,1554233736,619726,2203
X,1554233737,619311,1634
X,1554233737,619025,1207
X,1554233738,618593,1205
X,1554233739,618488,4112
X,1554233739,618894,731
X,1554233740,618841,1056
X,1554233740,618776,802
X,1554233741,618773,765
X,1554233741,619001,732
X,1554233742,619124,1779
X,1554233742,619353,1925
X,1554233743,619197,1638
X,1554233744,619210,819
X,1554233744,619024,1076
X,1554233745,618850,1292
X,1554233745,618861,1239
X,1554233745,618709,768
X,1554233745,618806,942
X,1554233746,618880,836
X,1554233747,618889,708
X,1554233747,618843,1079
X,1554233748,618699,856
A,1554233748,618788,765
T,1554233748,2882
U,1554233748,0
X,1554233750,618903,562
X,1554233750,618894,792
X,1554233751,618935,1542
X,1554233751,618713,993
X,1554233752,618867,733
X,1554233753,618459,1411
X,1554233753,618240,833
X,1554233754,618456,1004
X,1554233754,618629,1431
X,1554233755,618888,572
X,1554233755,619019,1297
X,1554233756,619352,1572
X,1554233757,619219,31407
X,1554233757,618902,1764
X,1554233758,619203,1084
X,1554233758,619736,1186
X,1554233759,619882,2250
X,1554233759,619160,1614
X,1554233760,618717,892
X,1554233760,618173,16948
X,1554233761,617297,2009
X,1554233762,616782,1777
X,1554233762,616758,1658
X,1554233763,616795,1367
P,1554233763,5139
X,1554233763,618037,2202
X,1554233764,618022,1524
X,1554233764,616872,1792
X,1554233765,617648,1683
X,1554233766,618737,1350
X,1554233766,619229,600
X,1554233767,619264,24796
X,1554233767,619902,2163
X,1554233768,619061,5998
X,1554233768,618495,1076
X,1554233769,618977,1013
X,1554233770,618351,753
X,1554233770,618030,5605
X,1554233771,617179,959
X,1554233771,617043,1245
X,1554233772,616235,3202
X,1554233772,615433,5718
X,1554233773,614524,2761
X,1554233774,616459,3331
X,1554233774,615326,5382
X,1554233775,617081,2756
X,1554233775,616058,11315
X,1554233776,617575,8586
X,1554233776,617671,1851
X,1554233777,617936,2155
X,1554233778,618451,2945
X,1554233778,616154,3611
X,1554233779,616986,2206
X,1554233779,619334,2524
X,1554233780,619496,886
X,1554233780,618606,1118
X,1554233781,618856,1678
X,1554233782,616083,3811
X,1554233782,617183,2290
X,1554233783,616648,3330
X,1554233783,618346,1526
X,1554233784,620001,784
X,1554233784,620025,1189
X,1554233785,619740,640
X,1554233785,619706,1512
X,1554233786,619885,812
X,1554233786,619785,977
X,1554233786,619886,1080
X,1554233787,619993,3530
X,1554233787,620119,1092
X,1554233788,620262,1136
X,1554233788,620298,552
X,1554233789,619905,729
X,1554233790,619828,814
X,1554233790,619929,919
X,1554233791,619883,595
A,1554233791,619236,3119
T,1554233791,2882
U,1554233791,0
P,1554233792,5139
X,1554233793,619921,649
X,1554233793,619930,680
X,1554233794,619919,1073
X,1554233794,619853,1064
X,1554233795,619937,1325
X,1554233796,619616,1252
X,1554233796,619659,588
X,1554233797,619785,541
X,1554233797,619385,30524
X,1554233798,619044,33469
X,1554233798,619391,5433
X,1554233799,619448,1360
X,1554233800,619495,528
X,1554233800,619318,602
X,1554233801,619557,763
X,1554233801,619469,955
X,1554233802,619315,1689
X,1554233802,619452,855
X,1554233803,619514,635
X,1554233804,619474,280
X,1554233804,619264,547
