H,1553580305,324570
P,1553580305,5134
P,1553580334,5136
P,1553580364,5136
P,1553580393,5136
P,1553580423,5137
P,1553580452,5137
P,1553580481,5137
P,1553580511,5136
P,1553580540,5137
P,1553580569,5136
P,1553580598,5137
P,1553580628,5137
P,1553580658,5136
P,1553580687,5137
P,1553580717,5137
P,1553580746,5136
P,1553580775,5136
P,1553580804,5136
P,1553580834,5136
P,1553580863,5134
P,1553580892,5136
P,1553580922,5137
P,1553580952,5136
P,1553580981,5137
P,1553581010,5136
P,1553581040,5136
P,1553581069,5136
P,1553581098,5136
P,1553581127,5137
P,1553581157,5137
P,1553581186,5137
P,1553581215,5137
P,1553581246,5136
P,1553581275,5135
P,1553581304,5136
P,1553581334,5136
P,1553581364,5136
P,1553581393,5137
O,1553581419,297416,1931
O,1553581419,297234,2394
O,1553581420,297760,929
O,1553581421,297977,1502
O,1553581421,297578,1334
O,1553581422,298239,1061
P,1553581422,5129
O,1553581422,299026,2279
O,1553581423,300803,487
O,1553581423,300186,408
O,1553581424,300476,715
O,1553581425,300686,224
O,1553581425,300693,357
O,1553581426,301082,641
O,1553581426,301281,213
O,1553581427,301327,364
O,1553581427,301231,573
O,1553581428,300952,522
O,1553581429,301025,337
O,1553581429,301213,406
O,1553581430,301668,383
O,1553581430,302080,395
O,1553581431,302091,799
O,1553581431,302348,358
O,1553581432,302515,559
O,1553581433,302483,284
O,1553581433,302696,644
O,1553581434,302151,2084
O,1553581434,301502,754
O,1553581435,302096,920
O,1553581435,302653,786
O,1553581436,302640,1067
O,1553581436,302019,1156
O,1553581437,302841,632
O,1553581438,303014,659
O,1553581438,303392,745
O,1553581439,303406,376
O,1553581439,302905,257
O,1553581440,303231,366
O,1553581440,303577,124
O,1553581441,303689,376
O,1553581442,303841,165
O,1553581442,303759,270
O,1553581443,303581,288
O,1553581443,303712,288
O,1553581444,303425,204
O,1553581444,303699,290
O,1553581445,303471,415
O,1553581446,303182,260
O,1553581446,303496,315
O,1553581447,303554,290
O,1553581447,303686,389
O,1553581448,303494,269
O,1553581448,303076,641
O,1553581449,302703,482
O,1553581450,302740,867
O,1553581450,302086,667
O,1553581451,302709,898
O,1553581451,303143,353
O,1553581452,303141,315
P,1553581452,5129
O,1553581452,303227,549
O,1553581453,303288,168
O,1553581454,302841,547
O,1553581454,302503,614
O,1553581455,303224,816
O,1553581455,303827,370
O,1553581456,303182,953
O,1553581456,303487,283
O,1553581456,303800,464
O,1553581457,303861,186
O,1553581457,303892,281
O,1553581458,304236,262
O,1553581458,304426,144
O,1553581459,304592,81
O,1553581459,304654,119
O,1553581460,304668,108
O,1553581460,304649,101
O,1553581461,304557,151
O,1553581462,304122,615
O,1553581462,302796,1135
O,1553581463,302154,447
O,1553581463,302625,419
O,1553581464,303483,431
O,1553581464,303681,199
O,1553581465,303745,74
O,1553581466,303460,475
O,1553581466,302906,349
O,1553581467,302937,191
O,1553581467,303379,441
O,1553581468,303996,328
O,1553581468,304026,221
O,1553581469,303855,194
O,1553581470,303581,371
O,1553581470,303192,336
O,1553581471,303003,468
O,1553581471,302516,1008
O,1553581472,302226,579
O,1553581472,302580,272
O,1553581473,302794,305
O,1553581474,302987,476
O,1553581474,303303,338
O,1553581475,303511,510
T,1553581475,2754
P,1553581481,5135
P,1553581510,5136
P,1553581540,5136
P,1553581570,5136
P,1553581599,5137
P,1553581628,5136
P,1553581658,5136
P,1553581687,5137
P,1553581716,5136
P,1553581745,5137
P,1553581775,5135
P,1553581804,5137
P,1553581834,5136
P,1553581864,5136
P,1553581893,5136
P,1553581922,5137
P,1553581951,5136
P,1553581981,5137
P,1553582010,5137
P,1553582039,5136
P,1553582069,5137
P,1553582098,5136
P,1553582128,5136
P,1553582157,5136
P,1553582187,5136
P,1553582216,5134
P,1553582245,5135
P,1553582275,5135
P,1553582304,5136
P,1553582333,5136
P,1553582362,5136
P,1553582392,5137
P,1553582422,5136
P,1553582451,5137
P,1553582481,5136
P,1553582510,5136
P,1553582539,5137
P,1553582568,5136
P,1553582598,5137
P,1553582627,5137
P,1553582656,5135
P,1553582686,5136
P,1553582716,5135
P,1553582745,5136
P,1553582774,5135
P,1553582804,5136
P,1553582833,5137
P,1553582862,5135
P,1553582891,5136
P,1553582921,5137
P,1553582950,5136
P,1553582979,5137
P,1553583010,5136
P,1553583039,5137
P,1553583068,5136
P,1553583097,5137
P,1553583127,5136
P,1553583156,5136
P,1553583185,5135
P,1553583215,5136
P,1553583244,5136
