H,1553111092,324570
P,1553111092,5157
P,1553111121,5157
P,1553111151,5155
P,1553111180,5156
P,1553111210,5156
P,1553111239,5157
P,1553111269,5156
P,1553111298,5156
P,1553111327,5156
P,1553111357,5155
P,1553111386,5156
P,1553111415,5156
P,1553111444,5157
P,1553111474,5157
P,1553111504,5157
P,1553111533,5156
P,1553111563,5156
P,1553111592,5156
P,1553111621,5156
P,1553111650,5155
P,1553111680,5156
P,1553111709,5155
P,1553111738,5156
P,1553111768,5157
P,1553111798,5156
P,1553111827,5154
P,1553111856,5157
P,1553111886,5157
P,1553111915,5155
P,1553111945,5157
P,1553111975,5157
P,1553112004,5156
P,1553112033,5156
P,1553112062,5158
P,1553112093,5157
P,1553112122,5155
P,1553112151,5156
P,1553112181,5157
P,1553112210,5158
P,1553112239,5157
P,1553112268,5157
P,1553112298,5157
P,1553112327,5156
P,1553112356,5157
P,1553112387,5156
P,1553112416,5157
P,1553112445,5156
O,1553112450,308264,2018
O,1553112451,308443,104
O,1553112452,308451,49
O,1553112452,308360,108
O,1553112453,308326,86
O,1553112453,308304,130
O,1553112454,308293,131
O,1553112454,308296,160
O,1553112455,308304,92
O,1553112456,308308,125
O,1553112456,308294,159
O,1553112457,308300,109
O,1553112457,308295,58
O,1553112458,308287,146
O,1553112458,308180,72
O,1553112459,308231,140
O,1553112459,308265,156
O,1553112460,308303,97
O,1553112461,308405,91
O,1553112461,308434,78
O,1553112462,308423,127
O,1553112462,308427,124
O,1553112463,308426,127
O,1553112463,308406,109
O,1553112464,308442,114
O,1553112465,308439,98
O,1553112465,308458,85
O,1553112466,308463,100
O,1553112466,308364,87
O,1553112467,308322,149
O,1553112467,308324,107
O,1553112468,308373,149
O,1553112469,308344,150
O,1553112469,308459,93
O,1553112469,308407,176
O,1553112469,308291,240
O,1553112470,308210,95
O,1553112470,308216,122
O,1553112471,308293,234
O,1553112472,308225,124
O,1553112472,308292,133
O,1553112473,308251,166
O,1553112473,308197,181
P,1553112474,5149
O,1553112474,308226,223
O,1553112474,308290,148
O,1553112475,308266,169
O,1553112476,308274,53
O,1553112476,308211,139
O,1553112477,308329,164
O,1553112477,308297,99
O,1553112478,308306,74
O,1553112478,308297,89
O,1553112479,308337,74
O,1553112480,308322,132
O,1553112480,308340,69
O,1553112481,308347,110
O,1553112481,308314,92
O,1553112482,308329,109
O,1553112482,308360,104
O,1553112483,308357,49
O,1553112483,308349,149
O,1553112484,308372,103
O,1553112485,308364,100
O,1553112485,308358,122
O,1553112486,308355,51
O,1553112486,308359,86
O,1553112487,308342,134
O,1553112487,308315,120
O,1553112488,308316,168
O,1553112489,308302,81
O,1553112489,308322,89
O,1553112490,308317,101
O,1553112490,308339,104
O,1553112491,308347,123
O,1553112491,308376,66
O,1553112492,308349,155
O,1553112493,308304,124
O,1553112493,308299,102
O,1553112494,308334,130
O,1553112494,308343,119
O,1553112495,308323,74
O,1553112495,308337,128
O,1553112496,308338,141
O,1553112497,308287,88
O,1553112497,308295,79
O,1553112498,308325,96
O,1553112498,308370,128
O,1553112499,308389,119
O,1553112499,308375,132
O,1553112500,308413,113
O,1553112501,308467,150
O,1553112501,308452,113
O,1553112502,308445,84
O,1553112502,308467,137
O,1553112503,308401,162
O,1553112503,308476,140
P,1553112504,5147
O,1553112504,308374,151
O,1553112504,308421,177
O,1553112505,308439,95
O,1553112506,308444,142
O,1553112506,308465,149
T,1553112506,2792
P,1553112533,5157
P,1553112562,5157
P,1553112592,5157
P,1553112621,5158
P,1553112650,5156
P,1553112680,5155
P,1553112710,5156
P,1553112739,5155
P,1553112768,5156
P,1553112797,5157
P,1553112827,5156
P,1553112856,5156
P,1553112885,5155
P,1553112915,5157
P,1553112944,5156
P,1553112974,5156
P,1553113003,5157
P,1553113033,5156
P,1553113062,5156
P,1553113091,5157
P,1553113121,5156
P,1553113150,5156
P,1553113179,5156
P,1553113208,5156
P,1553113238,5154
P,1553113268,5157
P,1553113297,5156
P,1553113327,5156
P,1553113356,5155
P,1553113385,5156
P,1553113414,5156
P,1553113444,5157
P,1553113473,5156
P,1553113502,5157
P,1553113532,5156
P,1553113562,5156
P,1553113591,5156
P,1553113620,5156
P,1553113650,5156
P,1553113679,5156
P,1553113708,5155
P,1553113738,5156
P,1553113767,5156
P,1553113796,5156
P,1553113825,5157
P,1553113856,5157
P,1553113885,5155
P,1553113914,5156
P,1553113944,5156
P,1553113973,5156
P,1553114002,5157
P,1553114031,5156
P,1553114061,5155
