H,1553973114,324570
D,1553973114,561920
D,1553973116,405504
D,1553973118,405760
D,1553973120,406016
P,1553973122,5135
D,1553973123,404992
D,1553973125,405248
D,1553973127,407040
D,1553973128,408064
D,1553973130,399360
D,1553973133,406272
D,1553973135,406016
D,1553973137,405760
D,1553973139,406016
D,1553973141,406272
R,1553973142,000000000
X,1553973143,618209,4750
X,1553973144,618824,1558
X,1553973144,617157,18538
X,1553973145,618623,715
X,1553973146,618650,721
X,1553973146,618617,1507
X,1553973147,618578,3692
X,1553973147,618618,11750
X,1553973148,618799,2474
X,1553973148,618596,1917
X,1553973149,618631,974
X,1553973149,618587,2187
X,1553973150,618758,6524
X,1553973151,618705,3286
X,1553973151,618588,966
P,1553973151,5153
X,1553973152,618636,1156
X,1553973152,618555,983
X,1553973153,618690,2340
X,1553973153,618664,663
X,1553973154,618673,1403
X,1553973155,618619,979
X,1553973155,618656,1519
X,1553973156,618544,1777
X,1553973156,618602,1001
X,1553973157,618613,1424
X,1553973157,618603,1475
X,1553973158,619040,3576
X,1553973159,617716,7363
X,1553973159,618652,1308
X,1553973160,618665,835
X,1553973160,618633,1721
X,1553973161,618556,1078
X,1553973161,618648,1397
X,1553973162,618711,2853
X,1553973163,618802,12974
X,1553973163,618626,2326
X,1553973164,618529,3981
X,1553973164,618595,9182
X,1553973165,618763,1364
X,1553973165,618780,1365
X,1553973166,618618,4613
X,1553973167,618700,1750
X,1553973167,618296,4823
X,1553973168,618702,5284
X,1553973168,618499,23749
X,1553973168,618577,922
X,1553973168,618740,1919
X,1553973169,618809,1352
X,1553973170,618735,1719
X,1553973170,618728,1150
X,1553973171,618737,1029
X,1553973171,618609,1271
X,1553973172,618824,1586
X,1553973172,618862,1247
X,1553973173,618778,1775
X,1553973173,619059,3149
X,1553973174,618686,842
X,1553973175,618717,778
X,1553973175,618851,948
X,1553973176,618742,1055
X,1553973176,618729,780
X,1553973177,618728,568
X,1553973177,618767,2016
X,1553973178,618788,20087
X,1553973179,619015,974
X,1553973179,618890,1349
X,1553973180,618939,833
X,1553973180,618807,3295
P,1553973180,5154
X,1553973181,618952,1152
X,1553973181,619046,1375
X,1553973182,618917,1194
X,1553973183,618965,752
X,1553973183,618893,797
X,1553973184,618958,1305
X,1553973184,619055,1079
X,1553973185,618853,1761
X,1553973185,618922,1682
X,1553973186,618982,725
X,1553973187,618905,1365
X,1553973187,619003,1555
X,1553973188,619045,901
A,1553973188,618756,490
T,1553973188,2877
U,1553973188,0
X,1553973190,618741,1197
X,1553973190,618721,5348
X,1553973191,619016,1442
X,1553973192,621426,24773
X,1553973192,617265,23664
X,1553973193,618076,1498
X,1553973193,618232,1257
X,1553973194,618249,2122
X,1553973194,618196,649
X,1553973195,618178,7638
X,1553973196,618200,2560
X,1553973196,618335,1334
X,1553973197,618439,883
X,1553973197,618302,1066
X,1553973198,618345,785
X,1553973198,618321,1226
X,1553973199,618219,1136
X,1553973200,618343,1066
X,1553973200,618451,662
X,1553973201,618400,797
X,1553973201,618440,989
X,1553973202,618331,884
X,1553973202,618496,1847
X,1553973203,618503,2426
X,1553973203,618462,1260
X,1553973204,618373,2085
X,1553973205,617594,20899
X,1553973205,618523,1319
X,1553973206,618390,507
X,1553973206,618441,1175
X,1553973207,618390,828
X,1553973207,618360,1741
X,1553973208,618527,1491
X,1553973209,618400,640
X,1553973209,618490,6622
X,1553973209,618447,1071
X,1553973209,618481,1138
P,1553973209,5152
X,1553973210,618595,1353
X,1553973210,618505,873
X,1553973211,618593,1011
X,1553973212,618536,851
X,1553973212,618453,1042
X,1553973213,618568,1210
X,1553973213,618600,1108
X,1553973214,618647,7811
X,1553973214,618165,3334
X,1553973215,618568,4994
X,1553973216,618614,2421
X,1553973216,618459,659
X,1553973217,618514,1223
X,1553973217,618483,6639
X,1553973218,618424,1269
X,1553973218,618484,1302
X,1553973219,618495,1077
X,1553973220,618526,857
X,1553973220,618376,1053
X,1553973221,618485,997
X,1553973221,618582,1505
X,1553973222,618519,510
X,1553973222,618207,3080
X,1553973223,618895,5017
X,1553973224,618362,1937
X,1553973224,618658,2043
X,1553973225,618533,935
X,1553973225,618540,871
X,1553973226,618355,1268
X,1553973226,618474,1031
X,1553973227,618580,2883
X,1553973227,618609,1471
X,1553973228,618536,526
X,1553973229,618521,1209
X,1553973229,618461,1262
X,1553973230,618388,1106
X,1553973230,618492,562
