H,1554259724,324570
X,1554259724,650857,1531
X,1554259725,650690,1007
X,1554259725,650887,526
X,1554259726,650349,1503
X,1554259726,650708,1097
X,1554259727,651058,742
X,1554259727,650649,858
X,1554259728,650533,849
X,1554259729,650366,590
X,1554259729,650807,864
X,1554259730,650861,1108
X,1554259730,650985,915
X,1554259731,651132,558
X,1554259731,651089,596
X,1554259732,651230,1389
X,1554259733,651359,786
X,1554259733,651287,748
X,1554259734,651150,852
X,1554259734,650834,2224
X,1554259735,650081,1502
X,1554259735,650190,1208
X,1554259736,650974,1161
X,1554259737,650838,696
X,1554259737,650729,699
X,1554259738,651424,31086
X,1554259738,651141,3676
X,1554259739,651305,721
X,1554259739,650961,725
X,1554259740,650573,1999
X,1554259741,650397,1609
X,1554259741,649611,5765
X,1554259742,651684,10974
X,1554259742,651820,39802
X,1554259743,650918,21627
X,1554259743,651371,16935
X,1554259744,650147,26085
X,1554259745,650356,33948
X,1554259745,651434,5432
X,1554259746,650868,18359
X,1554259746,651517,27015
X,1554259747,651320,14215
X,1554259747,649098,35055
X,1554259748,650731,15787
X,1554259749,650431,11836
P,1554259749,5123
X,1554259749,649816,14585
X,1554259749,652439,28047
X,1554259749,653130,15269
X,1554259750,651130,1279
X,1554259750,651294,2316
X,1554259751,651497,1811
X,1554259751,651150,2089
X,1554259752,650728,1471
X,1554259753,648818,3094
X,1554259753,649088,7464
X,1554259754,649486,1601
X,1554259754,650257,1503
X,1554259755,650786,1159
X,1554259755,650589,1557
X,1554259756,650755,893
X,1554259757,650727,1362
X,1554259757,650743,1411
X,1554259758,651023,1730
X,1554259758,650765,1215
X,1554259759,650369,2286
X,1554259759,649480,1937
X,1554259760,649402,1493
X,1554259761,650251,1658
X,1554259761,649731,1318
X,1554259762,651247,1205
X,1554259762,651589,469
X,1554259763,652073,1615
X,1554259763,651874,7026
X,1554259764,651009,4252
X,1554259765,651490,3447
X,1554259765,650271,3639
X,1554259766,651254,9131
X,1554259766,650081,7286
X,1554259767,650930,4463
X,1554259767,651153,2121
X,1554259768,652184,1249
X,1554259769,652105,1018
X,1554259769,651611,1346
X,1554259770,651466,824
A,1554259770,650981,1223
T,1554259770,2836
U,1554259770,0
X,1554259772,652229,912
X,1554259772,651631,1115
X,1554259773,651913,5198
X,1554259773,651776,979
X,1554259774,651282,1356
X,1554259774,650848,39353
X,1554259775,650546,2985
X,1554259776,650825,1012
X,1554259776,651336,816
X,1554259777,651170,707
X,1554259777,651409,1800
P,1554259778,5121
X,1554259778,651675,1010
X,1554259778,651870,653
X,1554259779,651857,575
X,1554259780,651685,950
X,1554259780,651671,1206
X,1554259781,651782,962
X,1554259781,651611,471
X,1554259782,651638,701
X,1554259782,651610,570
X,1554259783,651482,1359
X,1554259784,647733,24434
X,1554259784,655013,46587
X,1554259785,650794,10877
X,1554259785,650897,5879
X,1554259786,650235,33402
X,1554259786,662512,45894
X,1554259787,645296,30349
X,1554259788,651902,3247
X,1554259788,652800,4244
X,1554259789,652161,4960
X,1554259789,651957,2293
X,1554259790,652035,6508
X,1554259790,652114,7075
X,1554259790,652422,4366
X,1554259791,651041,5857
X,1554259791,650853,3271
X,1554259792,650553,5605
X,1554259792,649855,9084
X,1554259793,650050,11996
X,1554259793,648939,6784
X,1554259794,650400,5081
X,1554259794,650224,5403
X,1554259795,649606,3293
X,1554259796,649090,1484
X,1554259796,648194,3025
X,1554259797,647287,21175
X,1554259797,648051,1941
X,1554259798,648118,2398
X,1554259798,647857,3021
X,1554259799,647196,10581
X,1554259800,649411,5330
X,1554259800,650503,7835
X,1554259801,650714,28109
X,1554259801,651571,1641
X,1554259802,651991,2838
X,1554259802,652337,1828
X,1554259803,652493,2684
X,1554259804,653933,3179
X,1554259804,654641,1675
X,1554259805,654540,2121
X,1554259805,653468,2790
X,1554259806,655285,3195
X,1554259806,656008,2524
P,1554259807,5125
X,1554259807,654213,3002
X,1554259808,652808,3723
X,1554259808,652138,1596
X,1554259809,651815,1405
X,1554259809,651713,1168
X,1554259810,651679,4328
X,1554259810,652338,1702
X,1554259811,652901,1220
X,1554259812,652813,2242
X,1554259812,653010,1510
X,1554259813,652767,2251
X,1554259813,652717,1784
X,1554259814,652689,1487
X,1554259814,652776,2285
X,1554259815,653165,2295
X,1554259816,652788,2175
X,1554259816,652358,2174
X,1554259817,650667,2828
X,1554259817,650846,2554
