H,1554147981,324570
P,1554147981,5156
P,1554148010,5155
P,1554148039,5156
P,1554148069,5155
P,1554148098,5157
P,1554148127,5156
P,1554148158,5157
P,1554148187,5155
P,1554148216,5156
P,1554148245,5156
P,1554148275,5156
P,1554148304,5156
P,1554148333,5156
P,1554148363,5155
P,1554148392,5157
P,1554148421,5157
P,1554148451,5157
P,1554148481,5156
P,1554148510,5156
P,1554148539,5157
P,1554148568,5157
D,1554148573,365056
D,1554148575,420864
D,1554148578,416000
D,1554148580,415488
D,1554148582,419328
D,1554148584,423424
D,1554148586,423424
D,1554148589,420352
D,1554148591,421632
D,1554148593,421888
D,1554148595,420864
D,1554148597,421632
P,1554148598,5156
D,1554148600,421376
D,1554148602,422144
D,1554148604,421376
D,1554148606,422912
R,1554148606,000000000
X,1554148608,640770,4715
X,1554148609,641128,602
X,1554148609,641203,1302
X,1554148609,641294,1251
X,1554148609,641202,649
X,1554148610,641220,868
X,1554148610,641232,630
X,1554148611,641160,795
X,1554148612,641300,1038
X,1554148612,641312,2856
X,1554148613,641302,3047
X,1554148613,641245,1877
X,1554148614,641245,1034
X,1554148614,641189,1217
X,1554148615,641302,1322
X,1554148615,641203,2155
X,1554148616,641419,963
X,1554148617,641214,1031
X,1554148617,641230,700
X,1554148618,641282,886
X,1554148618,641357,1082
X,1554148619,641364,1264
X,1554148619,641296,767
X,1554148620,641347,1358
X,1554148621,641281,726
X,1554148621,641241,1312
X,1554148622,641356,1134
X,1554148622,641325,822
X,1554148623,641313,837
X,1554148623,641330,1029
X,1554148624,641352,408
X,1554148625,641295,1158
X,1554148625,641412,1094
X,1554148626,641395,1052
X,1554148626,641363,994
X,1554148627,641388,1064
P,1554148627,5148
X,1554148627,641359,826
X,1554148628,641477,10240
X,1554148629,641686,2772
X,1554148629,641355,846
X,1554148630,641340,1533
X,1554148630,641302,1021
X,1554148631,641287,1159
X,1554148631,641405,1250
X,1554148632,641445,1578
X,1554148633,641420,890
X,1554148633,641379,2961
X,1554148634,641470,2113
X,1554148634,641313,1308
X,1554148635,641322,613
X,1554148635,641705,5890
X,1554148636,641112,2676
X,1554148636,641398,1545
X,1554148637,641391,853
X,1554148638,641427,1245
X,1554148638,641510,1255
X,1554148639,641515,1560
X,1554148639,641492,4652
X,1554148640,642060,5361
X,1554148640,641416,1107
X,1554148641,641527,803
A,1554148641,641308,399
T,1554148641,2870
U,1554148642,0
X,1554148643,641518,1462
X,1554148644,641508,1008
X,1554148644,641700,7944
X,1554148645,641315,1259
X,1554148645,641519,1011
X,1554148646,641482,632
X,1554148647,641596,2317
X,1554148647,641113,3024
X,1554148648,641756,2266
X,1554148648,641387,1224
X,1554148649,641420,1348
X,1554148649,641431,1329
X,1554148650,641384,733
X,1554148650,641385,519
X,1554148650,641459,1262
X,1554148651,641432,1021
X,1554148651,641446,1452
X,1554148652,641431,1554
X,1554148652,641429,1063
X,1554148653,641411,806
X,1554148654,641429,1023
X,1554148654,641279,3922
X,1554148655,641367,774
X,1554148655,641446,1207
X,1554148656,641348,840
P,1554148656,5147
X,1554148656,641432,1479
X,1554148657,641445,892
X,1554148658,641478,1033
X,1554148658,641407,1146
X,1554148659,641431,978
X,1554148659,641376,1198
X,1554148660,641450,675
X,1554148660,641502,908
X,1554148661,641464,1267
X,1554148662,641503,1285
X,1554148662,641550,1294
X,1554148663,641668,1454
X,1554148663,641547,1090
X,1554148664,641450,1793
X,1554148664,641469,3864
X,1554148665,641589,1033
X,1554148666,641499,1068
X,1554148666,641526,1378
X,1554148667,641499,2977
X,1554148667,641525,2096
X,1554148668,641461,732
X,1554148668,641450,1102
X,1554148669,641518,822
X,1554148669,641488,912
X,1554148670,641553,1146
X,1554148671,641592,1222
X,1554148671,641589,1136
X,1554148672,641554,1162
X,1554148672,641503,1098
X,1554148673,641394,1462
X,1554148673,641471,1250
X,1554148674,641512,1639
X,1554148675,641512,853
X,1554148675,641496,1106
X,1554148676,641484,882
X,1554148676,641471,862
X,1554148677,641436,1600
X,1554148677,641532,884
X,1554148678,641552,1180
X,1554148679,641507,736
X,1554148679,641503,899
X,1554148680,641463,1143
X,1554148680,641506,2589
X,1554148681,641451,1628
X,1554148681,641519,3119
X,1554148682,641407,2276
X,1554148683,641537,2173
X,1554148683,641415,6745
X,1554148684,641459,1131
X,1554148684,641445,10891
X,1554148685,641753,2002
X,1554148685,641362,1328
X,1554148686,641472,1223
P,1554148686,5149
X,1554148687,641518,1033
