H,1555603200,242526
U,1555603200,0
E,1555603200,1
P,1555603200,5576
P,1555603229,5574
P,1555603259,5576
P,1555603288,5577
P,1555603317,5576
P,1555603346,5577
P,1555603377,5576
P,1555603406,5576
P,1555603435,5577
P,1555603465,5576
P,1555603494,5574
P,1555603523,5576
P,1555603552,5577
P,1555603582,5577
P,1555603611,5576
P,1555603640,5577
P,1555603671,5576
P,1555603700,5575
P,1555603729,5577
P,1555603758,5576
P,1555603788,5572
P,1555603817,5576
P,1555603846,5577
P,1555603876,5575
P,1555603905,5577
P,1555603934,5574
P,1555603964,5575
P,1555603994,5574
P,1555604023,5576
P,1555604052,5575
P,1555604082,5574
P,1555604111,5577
P,1555604140,5576
P,1555604169,5577
P,1555604199,5575
P,1555604228,5576
P,1555604258,5576
P,1555604288,5575
P,1555604318,5576
P,1555604347,5575
P,1555604376,5576
P,1555604406,5576
P,1555604435,5575
P,1555604464,5575
P,1555604494,5574
P,1555604523,5572
P,1555604553,5575
P,1555604582,5575
P,1555604612,5575
P,1555604641,5573
P,1555604670,5575
P,1555604700,5574
P,1555604729,5576
P,1555604758,5574
P,1555604787,5576
P,1555604817,5576
P,1555604847,5576
P,1555604876,5576
P,1555604905,5575
P,1555604935,5574
P,1555604964,5576
P,1555604993,5574
P,1555605023,5575
P,1555605052,5574
P,1555605081,5574
P,1555605110,5574
P,1555605141,5575
O,1555605164,247177,1912
O,1555605165,247490,292
O,1555605165,247425,180
O,1555605166,247443,120
O,1555605167,247474,163
O,1555605167,247530,183
O,1555605168,247582,107
O,1555605168,247513,146
O,1555605169,247470,97
O,1555605169,247413,151
P,1555605170,5569
O,1555605170,247393,52
O,1555605171,247327,133
O,1555605171,247388,89
O,1555605172,247413,118
O,1555605172,247357,87
O,1555605173,247383,153
O,1555605173,247367,227
O,1555605174,247171,143
O,1555605175,247157,68
O,1555605175,247195,223
O,1555605176,247216,299
O,1555605176,247378,424
O,1555605177,247184,447
O,1555605177,247066,215
O,1555605178,247063,456
O,1555605179,247126,335
O,1555605179,247064,130
O,1555605180,247301,140
O,1555605180,247282,540
O,1555605181,247315,369
O,1555605181,247408,107
O,1555605182,247096,575
O,1555605182,246778,292
O,1555605183,246897,285
O,1555605184,247051,406
O,1555605184,247232,109
O,1555605185,247093,314
O,1555605185,247331,142
O,1555605186,247376,217
O,1555605186,247531,175
O,1555605187,247583,122
O,1555605188,247553,137
O,1555605188,247505,67
O,1555605189,247524,99
O,1555605189,247440,201
O,1555605190,247506,186
O,1555605190,248271,2050
O,1555605191,247749,2608
O,1555605192,247470,1201
O,1555605192,247187,546
O,1555605192,246835,730
O,1555605192,247601,979
O,1555605193,247157,879
O,1555605193,246846,1269
O,1555605194,247343,253
O,1555605195,247556,216
O,1555605195,247190,1111
O,1555605196,247242,872
O,1555605196,247330,411
O,1555605197,247342,377
O,1555605197,247707,358
O,1555605198,247575,273
O,1555605198,247147,375
P,1555605199,5568
O,1555605199,247303,247
O,1555605200,247481,232
O,1555605200,247447,205
O,1555605201,247503,328
O,1555605201,247249,988
O,1555605202,247611,716
O,1555605202,247478,670
O,1555605203,247537,253
O,1555605204,247456,438
O,1555605204,247643,373
O,1555605205,247615,303
O,1555605205,247797,493
O,1555605206,248224,549
O,1555605206,247410,1366
O,1555605207,247181,594
O,1555605208,247228,553
O,1555605208,247178,162
O,1555605209,247219,256
O,1555605209,246995,173
O,1555605210,247056,383
O,1555605210,247431,147
O,1555605211,247379,215
O,1555605212,247411,265
O,1555605212,247235,189
O,1555605213,247316,251
O,1555605213,247428,191
O,1555605214,247492,126
O,1555605214,247515,174
O,1555605215,247613,168
O,1555605216,247522,110
O,1555605216,247620,112
O,1555605217,247652,147
O,1555605217,247568,253
O,1555605218,246964,609
O,1555605218,246958,754
O,1555605219,247284,218
O,1555605219,247574,111
O,1555605220,247452,209
T,1555605220,2965
P,1555605229,5574
P,1555605258,5574
P,1555605287,5574
P,1555605316,5574
P,1555605346,5574
P,1555605375,5575
P,1555605404,5573
P,1555605435,5575
P,1555605464,5574
P,1555605493,5574
P,1555605522,5573
P,1555605552,5574
P,1555605581,5574
P,1555605610,5575
P,1555605640,5573
P,1555605669,5574
P,1555605698,5574
P,1555605728,5574
P,1555605758,5572
P,1555605787,5574
P,1555605816,5573
P,1555605846,5572
P,1555605875,5572
P,1555605904,5575
P,1555605933,5574
P,1555605963,5574
P,1555605992,5574
P,1555606022,5575
P,1555606052,5575
P,1555606081,5574
P,1555606110,5573
P,1555606139,5573
