H,1550188582,379760
D,1550188582,557824
D,1550188584,562432
D,1550188586,557056
D,1550188588,558336
D,1550188591,561152
D,1550188593,559616
D,1550188595,560896
D,1550188597,559616
D,1550188599,564736
P,1550188601,5121
D,1550188602,560128
D,1550188603,560384
D,1550188605,561920
D,1550188607,560384
D,1550188609,560640
D,1550188612,560896
D,1550188614,560128
D,1550188616,559616
D,1550188618,563456
D,1550188620,556800
D,1550188623,555264
D,1550188625,553216
D,1550188627,563456
D,1550188629,566272
P,1550188631,5119
D,1550188631,562688
D,1550188634,560896
D,1550188636,555520
D,1550188638,561664
D,1550188640,564480
D,1550188642,562176
D,1550188644,564480
D,1550188646,561152
D,1550188648,560640
D,1550188650,560384
D,1550188652,569088
P,1550188660,5119
P,1550188689,5119
P,1550188719,5121
P,1550188748,5121
P,1550188777,5121
P,1550188807,5120
P,1550188836,5121
P,1550188865,5121
P,1550188894,5121
P,1550188925,5121
P,1550188954,5121
P,1550188983,5121
P,1550189013,5121
P,1550189042,5121
P,1550189071,5120
P,1550189100,5121
P,1550189130,5120
P,1550189159,5121
P,1550189188,5122
P,1550189218,5121
P,1550189248,5122
O,1550189252,388739,2455
O,1550189252,388920,285
O,1550189253,388924,115
O,1550189253,388954,308
O,1550189254,388921,225
O,1550189254,388918,224
O,1550189255,388914,167
O,1550189255,388910,214
O,1550189256,388918,174
O,1550189257,388903,280
O,1550189257,388912,291
O,1550189258,388901,194
O,1550189258,388940,200
O,1550189259,388929,232
O,1550189259,388932,278
O,1550189259,388932,169
O,1550189260,388920,168
O,1550189260,388930,255
O,1550189261,388956,394
O,1550189261,388904,313
O,1550189262,388915,149
O,1550189262,388928,170
O,1550189263,388927,346
O,1550189264,388928,351
O,1550189264,388937,246
O,1550189265,388954,106
O,1550189265,388955,106
O,1550189266,388943,162
O,1550189266,388935,128
O,1550189267,388937,138
O,1550189268,388963,119
O,1550189268,388958,247
O,1550189269,388940,193
O,1550189269,388938,235
O,1550189270,388980,117
O,1550189270,388937,263
O,1550189271,388937,330
O,1550189272,388929,188
O,1550189272,388970,119
O,1550189273,388964,126
O,1550189273,388963,161
O,1550189274,388957,231
O,1550189274,388972,155
O,1550189275,388979,172
O,1550189276,388956,242
O,1550189276,388975,177
O,1550189277,388958,223
P,1550189277,5114
O,1550189277,388960,138
O,1550189278,388962,195
O,1550189278,388965,250
O,1550189279,388949,162
O,1550189279,389010,182
O,1550189280,388980,204
O,1550189281,389009,161
O,1550189281,388984,370
O,1550189282,388997,337
O,1550189282,389017,183
O,1550189283,389000,92
O,1550189283,388969,117
O,1550189284,389018,94
O,1550189285,388995,309
O,1550189285,389021,175
O,1550189286,389023,200
O,1550189286,389038,164
O,1550189287,389005,212
O,1550189287,389015,199
O,1550189288,389024,107
O,1550189289,389025,162
O,1550189289,389006,146
O,1550189290,389013,200
O,1550189290,388998,193
O,1550189291,388990,105
O,1550189291,388991,137
O,1550189292,388998,129
O,1550189293,389004,198
O,1550189293,389002,116
O,1550189294,389003,331
O,1550189294,388996,313
O,1550189295,389042,232
O,1550189295,389030,410
O,1550189296,389024,164
O,1550189297,389027,293
O,1550189297,389020,186
O,1550189298,389055,263
O,1550189298,389021,582
O,1550189299,389048,685
O,1550189299,388998,498
O,1550189300,388979,363
O,1550189300,388978,273
O,1550189300,388979,240
O,1550189301,388965,366
O,1550189301,388927,286
O,1550189302,388921,277
O,1550189302,388967,273
O,1550189303,388948,342
O,1550189303,388895,224
O,1550189304,388936,356
O,1550189305,388925,419
O,1550189305,388929,420
O,1550189306,388906,471
P,1550189306,5113
O,1550189306,388935,519
T,1550189306,2728
P,1550189336,5120
P,1550189365,5120
P,1550189394,5121
P,1550189423,5121
P,1550189453,5120
P,1550189482,5122
P,1550189512,5120
P,1550189542,5121
P,1550189571,5120
P,1550189600,5121
P,1550189629,5121
P,1550189659,5120
P,1550189688,5121
P,1550189717,5121
P,1550189747,5121
P,1550189776,5121
P,1550189806,5121
P,1550189835,5121
P,1550189865,5120
P,1550189894,5121
P,1550189923,5120
P,1550189953,5120
P,1550189982,5121
P,1550190011,5120
P,1550190040,5122
P,1550190070,5121
P,1550190100,5121
P,1550190129,5120
P,1550190159,5121
P,1550190188,5121
P,1550190217,5122
P,1550190246,5121
P,1550190276,5120
P,1550190305,5122
P,1550190334,5121
P,1550190364,5121
P,1550190394,5120
P,1550190423,5121
P,1550190452,5120
P,1550190482,5122
P,1550190511,5120
P,1550190541,5122
P,1550190571,5120
