H,1549770505,379760
P,1549770505,5142
P,1549770534,5141
P,1549770563,5142
P,1549770593,5142
P,1549770622,5140
P,1549770651,5142
P,1549770680,5141
P,1549770710,5142
P,1549770739,5140
P,1549770768,5142
P,1549770799,5141
P,1549770828,5141
P,1549770857,5142
P,1549770886,5140
P,1549770916,5140
P,1549770945,5142
P,1549770974,5141
P,1549771004,5140
P,1549771034,5141
P,1549771063,5142
P,1549771093,5141
P,1549771123,5141
P,1549771152,5142
P,1549771181,5142
P,1549771211,5141
P,1549771240,5142
P,1549771269,5141
P,1549771298,5142
P,1549771328,5141
P,1549771357,5141
P,1549771387,5141
P,1549771417,5142
P,1549771446,5141
P,1549771475,5141
P,1549771504,5142
P,1549771534,5141
P,1549771563,5141
P,1549771592,5141
P,1549771622,5142
P,1549771651,5141
P,1549771681,5141
P,1549771710,5143
P,1549771740,5141
P,1549771769,5142
P,1549771798,5141
P,1549771828,5141
P,1549771857,5141
P,1549771886,5141
P,1549771915,5140
P,1549771945,5141
P,1549771975,5140
P,1549772004,5142
P,1549772034,5141
D,1549772046,580864
D,1549772048,584192
D,1549772051,579584
D,1549772053,579072
D,1549772055,580864
D,1549772057,578816
D,1549772059,581632
D,1549772062,585984
P,1549772063,5140
P,1549772092,5141
P,1549772121,5142
P,1549772151,5141
P,1549772180,5141
P,1549772209,5141
P,1549772239,5140
P,1549772269,5140
P,1549772298,5141
O,1549772315,396297,2466
O,1549772315,396419,196
O,1549772316,396498,378
O,1549772317,396462,236
O,1549772317,396590,157
O,1549772318,396585,137
O,1549772318,396693,210
O,1549772319,396587,362
O,1549772319,396524,131
O,1549772320,396712,175
O,1549772321,396746,410
O,1549772321,396810,170
O,1549772321,396476,564
O,1549772321,396530,248
O,1549772322,396541,329
O,1549772322,396578,915
O,1549772323,396144,401
O,1549772324,396311,169
O,1549772324,395822,938
O,1549772325,395916,308
O,1549772325,396250,370
O,1549772326,396141,345
O,1549772326,395634,911
P,1549772327,5132
O,1549772327,396035,550
O,1549772328,396416,431
O,1549772328,396426,550
O,1549772329,396231,400
O,1549772329,396449,327
O,1549772330,396396,628
O,1549772330,396511,723
O,1549772331,396716,240
O,1549772332,396678,182
O,1549772332,396642,271
O,1549772333,396630,411
O,1549772333,396593,507
O,1549772334,396437,1026
O,1549772334,396507,1006
O,1549772335,396355,374
O,1549772335,396292,446
O,1549772336,396688,156
O,1549772337,396308,601
O,1549772337,396295,362
O,1549772338,396376,114
O,1549772338,396672,337
O,1549772339,396693,207
O,1549772339,396426,444
O,1549772340,396276,432
O,1549772341,396426,344
O,1549772341,396692,377
O,1549772342,396656,323
O,1549772342,396798,661
O,1549772343,397091,312
O,1549772343,396903,173
O,1549772344,396787,233
O,1549772345,396826,244
O,1549772345,396851,262
O,1549772346,396753,280
O,1549772346,396783,384
O,1549772347,396834,321
O,1549772347,396807,203
O,1549772348,396861,103
O,1549772349,396826,373
O,1549772349,396721,426
O,1549772350,397019,204
O,1549772350,397056,187
O,1549772351,397168,266
O,1549772351,397301,321
O,1549772352,396989,537
O,1549772353,396873,386
O,1549772353,396746,554
O,1549772354,396796,308
O,1549772354,396865,324
O,1549772355,397047,137
O,1549772355,396731,575
O,1549772356,396266,455
O,1549772357,396383,488
P,1549772357,5133
O,1549772357,396125,681
O,1549772358,396298,301
O,1549772358,396586,237
O,1549772359,396703,160
O,1549772359,396655,255
O,1549772360,396618,183
O,1549772360,396469,394
O,1549772361,396509,265
O,1549772362,396700,151
O,1549772362,396891,155
O,1549772362,396897,242
O,1549772362,397026,363
O,1549772363,396615,346
O,1549772363,396532,386
O,1549772364,396644,168
O,1549772365,396506,286
O,1549772365,396669,166
O,1549772366,396644,217
O,1549772366,396778,219
O,1549772367,396827,186
O,1549772367,396704,176
O,1549772368,396768,300
O,1549772369,396843,206
O,1549772369,396788,369
O,1549772370,396728,232
T,1549772370,2801
P,1549772386,5141
P,1549772415,5141
P,1549772444,5142
P,1549772474,5141
P,1549772503,5141
P,1549772532,5141
P,1549772563,5142
P,1549772592,5142
P,1549772621,5139
P,1549772650,5141
P,1549772680,5140
P,1549772709,5141
P,1549772738,5141
P,1549772768,5141
P,1549772797,5141
P,1549772826,5141
P,1549772856,5140
P,1549772886,5141
P,1549772915,5141
P,1549772944,5141
P,1549772974,5140
P,1549773003,5141
P,1549773032,5141
P,1549773061,5142
P,1549773091,5141
P,1549773120,5141
P,1549773150,5142
P,1549773180,5142
P,1549773209,5140
