64,197376
D,1561262666,196608
D,1561262668,197120
D,1561262670,196864
D,1561262672,197120
D,1561262675,196864
P,1561262675,4829
D,1561262677,196608
D,1561262679,197120
D,1561262681,196864
D,1561262683,197632
D,1561262685,196864
D,1561262687,196864
D,1561262689,197120
D,1561262691,196864
D,1561262693,196608
D,1561262696,197120
D,1561262698,197120
D,1561262700,197120
D,1561262702,197376
D,1561262704,197376
P,1561262705,4830
D,1561262707,197120
D,1561262709,197120
D,1561262711,197376
D,1561262713,197376
D,1561262715,197120
D,1561262718,197120
D,1561262720,197120
D,1561262722,197632
D,1561262724,197120
D,1561262725,196864
D,1561262728,196864
D,1561262730,197120
D,1561262732,197632
P,1561262734,4829
D,1561262734,197120
D,1561262737,197632
D,1561262739,197120
D,1561262741,196608
D,1561262743,196608
D,1561262745,197120
D,1561262748,197120
D,1561262750,197120
D,1561262752,196864
D,1561262754,197120
D,1561262756,197376
D,1561262759,197376
D,1561262761,197376
D,1561262763,197120
P,1561262764,4829
D,1561262765,197376
D,1561262766,197120
D,1561262769,197120
D,1561262771,197376
D,1561262773,197376
D,1561262775,197632
D,1561262777,197120
D,1561262780,197120
D,1561262782,197632
D,1561262784,197120
D,1561262786,197376
D,1561262788,197120
D,1561262791,197632
D,1561262793,197120
P,1561262793,4831
D,1561262795,197632
D,1561262797,197120
D,1561262799,197632
D,1561262802,197376
D,1561262804,197376
D,1561262806,197376
D,1561262807,197120
D,1561262809,197120
D,1561262812,197376
D,1561262814,197888
D,1561262816,197376
D,1561262818,197376
D,1561262820,197120
P,1561262822,4830
D,1561262823,197120
D,1561262825,197376
D,1561262827,197376
D,1561262829,197376
D,1561262831,197120
D,1561262834,197376
D,1561262836,197376
D,1561262838,197376
D,1561262840,197376
D,1561262842,197120
D,1561262845,197632
D,1561262847,197120
D,1561262848,197376
D,1561262850,196864
P,1561262851,4829
D,1561262852,197376
D,1561262855,197120
D,1561262857,197632
D,1561262859,196864
D,1561262861,196864
D,1561262863,197120
D,1561262866,197376
D,1561262868,197120
D,1561262870,197376
D,1561262872,196608
D,1561262874,197376
D,1561262877,197120
D,1561262879,197120
D,1561262881,197376
P,1561262881,4731
D,1561262883,196864
D,1561262885,197376
D,1561262888,196864
D,1561262889,197120
D,1561262891,196352
D,1561262893,197120
D,1561262895,197120
D,1561262898,197376
D,1561262900,196864
D,1561262902,197120
D,1561262904,196864
D,1561262906,196864
D,1561262909,196864
P,1561262910,4829
D,1561262911,197120
D,1561262913,197376
D,1561262915,197120
D,1561262917,197120
D,1561262920,196864
D,1561262922,197376
D,1561262924,196864
D,1561262926,196608
D,1561262928,197376
D,1561262930,197120
D,1561262932,197120
D,1561262934,197120
D,1561262936,197120
D,1561262938,196608
P,1561262939,4829
D,1561262941,197120
D,1561262943,197120
D,1561262945,197120
D,1561262947,196864
D,1561262950,196608
D,1561262952,197120
D,1561262954,196608
D,1561262956,196608
D,1561262958,197632
D,1561262961,197120
D,1561262963,196864
D,1561262965,197120
D,1561262967,196864
D,1561262969,196864
P,1561262969,4726
D,1561262971,197376
D,1561262973,196864
D,1561262975,197376
D,1561262977,197120
D,1561262979,197376
D,1561262982,197120
D,1561262984,197120
D,1561262986,197120
D,1561262988,196864
D,1561262990,197376
D,1561262993,197376
D,1561262995,197376
D,1561262997,197376
P,1561262999,4829
D,1561262999,197120
D,1561263001,196864
