8756644,180992
D,1558756646,180736
D,1558756648,180992
D,1558756651,180480
D,1558756653,180992
D,1558756655,180992
D,1558756657,180736
D,1558756659,180992
D,1558756662,180992
P,1558756663,5201
D,1558756664,180736
D,1558756666,180736
D,1558756668,180992
D,1558756670,180992
D,1558756672,180736
D,1558756674,180992
D,1558756676,180736
D,1558756678,181248
D,1558756680,180736
D,1558756683,180480
D,1558756685,180736
D,1558756687,180992
D,1558756689,180480
D,1558756691,180992
P,1558756693,5200
D,1558756694,180736
D,1558756696,180992
D,1558756698,180224
D,1558756700,180736
D,1558756702,181504
D,1558756705,180480
D,1558756707,181248
D,1558756709,180480
D,1558756711,181248
D,1558756712,180992
D,1558756715,180736
D,1558756717,180736
D,1558756719,180736
D,1558756721,180736
P,1558756722,5199
D,1558756723,180736
D,1558756726,180480
D,1558756728,180736
D,1558756730,180736
D,1558756732,181248
D,1558756734,180480
D,1558756737,180992
D,1558756739,180992
D,1558756741,180736
D,1558756743,180480
D,1558756745,180992
D,1558756748,180736
D,1558756750,180480
P,1558756752,5200
D,1558756752,180736
D,1558756753,181248
D,1558756755,180736
D,1558756758,180480
D,1558756760,180992
D,1558756762,181504
D,1558756764,180736
D,1558756766,180992
D,1558756769,181248
D,1558756771,180992
D,1558756773,180736
D,1558756775,181248
D,1558756777,180736
D,1558756780,181248
P,1558756781,5200
D,1558756782,180736
D,1558756784,180736
D,1558756786,180736
D,1558756788,180992
D,1558756791,180992
D,1558756793,181248
D,1558756794,181248
D,1558756796,181248
D,1558756798,181248
D,1558756801,180992
D,1558756803,181248
D,1558756805,180736
D,1558756807,181760
D,1558756809,180992
P,1558756810,5199
D,1558756812,180992
D,1558756814,180736
D,1558756816,180992
D,1558756818,180736
D,1558756820,181248
D,1558756823,181504
D,1558756825,181248
D,1558756827,181504
D,1558756829,180736
D,1558756831,180736
D,1558756834,180736
D,1558756835,180992
D,1558756837,181504
P,1558756839,5200
D,1558756839,181248
D,1558756841,181248
D,1558756844,181248
D,1558756846,181248
D,1558756848,180736
D,1558756850,180992
D,1558756852,181248
D,1558756855,180992
D,1558756857,180992
D,1558756859,180480
D,1558756861,181248
D,1558756864,180992
D,1558756866,181504
D,1558756868,180736
P,1558756869,5199
D,1558756870,181504
D,1558756872,180736
D,1558756875,180736
D,1558756876,181248
D,1558756878,181504
D,1558756880,180992
D,1558756882,180992
D,1558756885,180736
D,1558756887,181248
D,1558756889,181248
D,1558756891,180992
D,1558756893,181248
D,1558756896,181248
D,1558756898,180992
P,1558756898,5199
D,1558756900,180992
D,1558756902,181248
D,1558756904,181504
D,1558756907,181504
D,1558756909,180480
D,1558756911,180992
D,1558756913,180992
D,1558756915,180992
D,1558756917,181504
D,1558756919,180736
D,1558756921,181248
D,1558756923,181248
D,1558756925,180736
P,1558756927,5201
D,1558756928,180992
D,1558756930,180992
D,1558756932,180736
D,1558756934,181248
D,1558756936,180992
D,1558756939,180992
D,1558756941,181248
D,1558756943,181248
D,1558756945,181248
D,1558756947,181504
D,1558756950,180992
D,1558756952,180992
D,1558756954,180992
D,1558756956,180992
P,1558756957,5200
D,1558756957,181248
D,1558756960,181248
D,1558756962,180992
D,1558756964,180992
D,1558756966,181760
D,1558756968,181248
D,1558756971,181504
D,1558756973,181248
D,1558756975,181504
D,1558756977,181504
D,1558756979,181248
D,1558756982,180992
D,1558756984,181504
D,1558756986,180992
P,1558756987,5199
D,1558756988,180224
D,1558756990,180480
D,1558756993,181504
D,1558756995,180992
D,1558756997,180992
D,1558756998,181248
D,1558757000,180736
D,1558757003,180992
D,1558757005,180992
D,1558757007,181504
D,1558757009,180736
D,1558757011,181248
D,1558757014,180992
P,1558757016,5200
D,1558757016,181504
D,1558757018,181248
D,1558757020,180480
D,1558757022,181504
D,1558757025,180736
D,1558757027,180992
D,1558757029,181248
D,1558757031,181504
D,1558757033,181248
D,1558757036,181248
D,1558757038,181504
D,1558757039,180992
D,1558757041,181504
D,1558757043,181504
P,1558757045,5201
D,1558757046,180992
D,1558757048,180736
D,1558757050,181504
D,1558757052,181504
D,1558757054,181504
D,1558757057,180736
D,1558757059,180480
D,1558757061,180992
