558822731,2859
R,1558822731,5C00DDFC90
X,1558822731,596552,1641
X,1558822732,596539,1370
X,1558822732,596481,1451
X,1558822733,596690,1655
X,1558822734,596658,1031
X,1558822734,596609,2062
X,1558822735,596669,758
X,1558822735,596641,1223
X,1558822736,596587,1542
X,1558822736,596585,401
X,1558822737,596458,1290
X,1558822738,596529,1335
X,1558822738,596613,1724
X,1558822739,596603,2525
X,1558822739,596637,1658
X,1558822740,596678,888
X,1558822740,596655,1135
X,1558822741,596659,570
X,1558822742,596642,913
X,1558822742,596656,1360
X,1558822743,596677,1276
X,1558822743,596636,1832
X,1558822744,596769,1372
X,1558822744,596708,763
X,1558822745,596657,1053
X,1558822746,596648,1338
X,1558822746,596595,1444
X,1558822747,596624,1174
X,1558822747,596654,1571
X,1558822748,596660,1670
X,1558822748,596603,2103
X,1558822749,596686,1074
X,1558822750,596685,626
X,1558822750,596711,517
X,1558822751,596665,1121
X,1558822751,596692,876
P,1558822752,5156
X,1558822752,596665,682
X,1558822752,596666,1565
X,1558822753,596737,889
X,1558822754,596679,1044
X,1558822754,596679,1704
X,1558822755,596684,420
X,1558822755,596659,1457
X,1558822756,596720,474
X,1558822756,596721,1211
X,1558822757,596748,943
X,1558822757,596816,1135
X,1558822758,596866,1146
X,1558822759,596736,1427
X,1558822759,596884,1820
X,1558822760,596829,1364
X,1558822760,596800,761
X,1558822761,596784,1069
X,1558822761,596683,1561
X,1558822762,596674,1043
X,1558822763,596800,872
X,1558822763,596846,2178
X,1558822764,596831,653
X,1558822764,596790,1601
X,1558822765,596781,419
X,1558822765,596811,965
X,1558822766,596773,1511
X,1558822767,596766,1599
X,1558822767,596751,1672
X,1558822768,596763,1551
X,1558822768,596709,1951
X,1558822769,596847,1991
X,1558822769,596749,1128
X,1558822770,596765,1482
X,1558822771,596773,360
A,1558822771,596718,246
T,1558822771,2859
R,1558822771,5C00DDFC90
X,1558822772,596615,1028
X,1558822772,596687,1222
X,1558822773,596684,1585
X,1558822773,596738,1987
X,1558822774,596656,1530
X,1558822774,596666,1804
X,1558822775,596706,1281
X,1558822775,596656,1476
X,1558822776,596641,1427
X,1558822777,596587,1971
X,1558822777,596589,935
X,1558822778,596573,1375
X,1558822778,596616,856
X,1558822779,596653,4882
X,1558822779,596764,2187
X,1558822780,596674,883
X,1558822781,596627,813
P,1558822781,5181
X,1558822781,596633,1509
X,1558822782,596712,1319
X,1558822782,596624,2000
X,1558822783,596743,681
X,1558822783,596698,1129
X,1558822784,596789,1268
X,1558822785,596717,933
X,1558822785,596726,1203
X,1558822786,596705,1047
X,1558822786,596686,1529
X,1558822787,596716,1202
X,1558822787,596617,1390
X,1558822788,596792,974
X,1558822789,596661,797
X,1558822789,596593,750
X,1558822790,596636,1467
X,1558822790,596680,1613
X,1558822791,596663,1474
X,1558822791,596691,1922
X,1558822792,596740,1342
X,1558822792,596762,1351
X,1558822793,596795,630
X,1558822794,596695,1423
X,1558822794,596776,1186
X,1558822795,596763,1843
X,1558822795,596703,1240
X,1558822796,596717,708
X,1558822796,596690,797
X,1558822797,596696,1537
X,1558822798,596692,1855
X,1558822798,596709,1036
X,1558822799,596686,1834
X,1558822799,596711,1369
X,1558822800,596616,1675
X,1558822800,596648,1543
X,1558822801,596632,691
X,1558822802,596835,2254
X,1558822802,596483,2203
X,1558822803,596808,1787
X,1558822803,596661,1135
X,1558822804,596616,1384
X,1558822804,596675,968
X,1558822805,596622,1452
X,1558822806,596562,1321
X,1558822806,596574,541
