,1560118130,601410,25860
X,1560118131,602120,3325
X,1560118131,602113,1737
X,1560118132,602207,1684
X,1560118132,602339,1323
X,1560118133,602360,1569
X,1560118133,602294,1245
X,1560118134,602272,2096
P,1560118134,5023
X,1560118135,602262,1053
X,1560118135,602177,1263
X,1560118136,602161,1201
X,1560118136,602152,975
X,1560118136,602154,1392
X,1560118136,602213,1364
X,1560118137,602504,2601
X,1560118138,601801,8725
X,1560118138,601981,4818
X,1560118139,602601,9058
X,1560118139,601684,7513
X,1560118140,601079,20172
X,1560118140,602238,18749
X,1560118141,602417,28720
X,1560118142,602165,37367
X,1560118142,600511,28402
X,1560118143,601899,35022
X,1560118143,601986,31464
X,1560118144,602246,8963
X,1560118144,601779,14661
X,1560118145,602320,5511
X,1560118145,602518,11095
X,1560118146,603220,25757
X,1560118147,600723,25741
X,1560118147,602618,14638
X,1560118148,601771,20839
X,1560118148,601519,14749
X,1560118149,601448,1689
X,1560118149,602386,24576
X,1560118150,601923,16870
X,1560118151,602009,13192
X,1560118151,602001,14736
X,1560118152,600695,14478
X,1560118152,600488,14696
X,1560118153,601460,15920
X,1560118153,600777,20351
X,1560118154,600225,31179
X,1560118155,603001,21911
X,1560118155,600530,12478
X,1560118156,601114,3366
X,1560118156,601052,3368
X,1560118157,601347,1959
X,1560118157,601233,1392
X,1560118158,602515,23524
X,1560118159,600761,29520
X,1560118159,602162,10145
X,1560118160,602023,7263
X,1560118160,601385,12528
X,1560118161,601395,18153
X,1560118161,601301,16983
X,1560118162,600885,2232
X,1560118163,601624,8239
X,1560118163,600926,9274
P,1560118163,5021
X,1560118164,600924,1539
X,1560118164,601450,1368
X,1560118165,601007,1373
X,1560118165,601265,1250
X,1560118166,601100,1879
X,1560118166,601121,1234
X,1560118167,600926,965
X,1560118168,600494,848
X,1560118168,601205,5490
X,1560118169,600929,18855
X,1560118169,600874,8067
X,1560118170,601269,2538
X,1560118170,601526,13332
X,1560118171,599813,62872
X,1560118172,597223,7010
X,1560118172,599277,50628
X,1560118173,597556,24916
X,1560118173,600946,41323
X,1560118174,598425,14939
X,1560118174,600353,4941
X,1560118175,601114,51482
X,1560118176,601843,14363
X,1560118176,600075,8842
X,1560118177,600340,8057
X,1560118177,600359,1769
X,1560118177,600621,1263
X,1560118177,600435,1540
X,1560118178,600581,1827
X,1560118179,600629,19476
X,1560118179,600179,6543
X,1560118180,596269,44472
X,1560118180,483566,32422
X,1560118181,280052,13130
X,1560118181,279909,4885
X,1560118182,278981,895
X,1560118183,278562,397
X,1560118183,278482,303
X,1560118184,278562,232
X,1560118184,278113,369
X,1560118185,277824,302
X,1560118185,277720,332
X,1560118186,277886,443
X,1560118187,278011,199
O,1560118187,277688,363
O,1560118188,277711,292
O,1560118188,277801,424
O,1560118189,277821,233
O,1560118189,277705,129
O,1560118190,277778,172
O,1560118190,277622,362
O,1560118191,277644,201
O,1560118192,277759,259
