H,1559509329,272815
D,1559509329,172288
D,1559509331,172544
D,1559509333,172800
R,1559509333,000000000
X,1559509335,271895,1921
X,1559509336,272085,110
X,1559509336,272025,134
X,1559509337,272054,111
X,1559509337,272064,124
P,1559509337,5118
X,1559509338,272070,123
X,1559509338,272026,162
X,1559509339,271985,104
X,1559509340,272020,148
X,1559509340,272077,201
X,1559509341,272135,174
O,1559509341,272140,109
O,1559509342,272172,152
O,1559509342,272121,127
O,1559509343,272089,92
O,1559509343,272137,154
O,1559509344,272106,90
O,1559509344,272146,110
O,1559509344,272154,88
O,1559509345,272162,115
O,1559509345,272082,170
O,1559509346,272043,131
O,1559509346,272041,86
O,1559509347,272055,158
O,1559509348,272033,106
O,1559509348,272084,87
O,1559509349,272114,75
O,1559509349,272107,83
O,1559509350,272111,127
O,1559509350,272060,68
O,1559509351,271972,95
O,1559509352,272059,125
O,1559509352,272100,199
O,1559509353,272127,132
O,1559509353,272051,154
O,1559509354,272000,86
O,1559509354,271984,110
O,1559509355,271946,144
O,1559509356,271916,73
O,1559509356,271994,105
O,1559509357,272003,125
O,1559509357,272007,108
O,1559509358,271942,74
O,1559509358,271950,115
O,1559509359,271945,158
O,1559509360,271949,167
O,1559509360,271939,123
O,1559509361,271927,76
O,1559509361,271972,91
O,1559509362,271989,101
O,1559509362,272027,99
O,1559509363,272078,93
O,1559509363,272049,104
O,1559509364,271987,48
O,1559509365,271953,187
O,1559509365,271953,113
O,1559509366,272008,151
O,1559509366,271992,59
P,1559509366,5127
O,1559509367,272036,104
O,1559509367,271979,99
O,1559509368,271989,78
O,1559509369,271977,89
O,1559509369,271939,87
O,1559509370,271989,104
O,1559509370,271978,69
O,1559509371,272051,173
O,1559509371,272081,132
O,1559509372,272127,129
O,1559509373,272149,102
O,1559509373,272150,110
O,1559509374,272142,83
O,1559509374,272081,125
O,1559509375,272093,82
O,1559509375,272114,144
O,1559509376,272083,98
O,1559509377,272110,79
O,1559509377,272088,95
O,1559509378,272120,102
O,1559509378,272151,122
O,1559509379,272246,136
O,1559509379,272204,134
O,1559509380,272199,175
O,1559509381,272201,125
O,1559509381,272168,145
O,1559509382,272148,74
O,1559509382,272123,127
O,1559509383,272134,118
O,1559509383,272152,150
O,1559509384,272155,79
O,1559509385,272169,81
O,1559509385,272260,146
O,1559509385,272207,131
O,1559509385,272196,55
O,1559509386,272209,136
O,1559509386,272277,193
O,1559509387,272282,114
O,1559509387,272219,129
O,1559509388,272199,116
O,1559509389,272218,89
O,1559509389,272208,81
O,1559509390,272193,112
T,1559509390,2933
D,1559509391,172288
D,1559509393,173056
P,1559509395,5133
D,1559509396,172544
D,1559509398,172544
D,1559509400,172544
D,1559509402,173056
D,1559509404,172800
D,1559509407,172544
R,1559509407,000000000
X,1559509408,272086,1937
X,1559509409,272280,144
X,1559509409,272256,169
X,1559509410,272287,163
X,1559509411,272305,70
X,1559509411,272283,113
X,1559509412,272251,84
X,1559509412,272263,142
X,1559509413,272185,100
X,1559509413,272234,101
X,1559509414,272201,141
O,1559509415,272181,100
O,1559509415,272257,134
O,1559509416,272296,112
O,1559509416,272290,138
O,1559509417,272206,109
O,1559509417,272215,103
O,1559509418,272248,149
O,1559509419,272210,181
O,1559509419,272148,89
O,1559509420,272112,117
O,1559509420,272124,136
O,1559509421,272170,162
O,1559509421,272165,94
O,1559509422,272208,178
O,1559509423,272190,137
O,1559509423,272106,128
O,1559509424,272053,120
O,1559509424,272070,208
O,1559509425,272004,79
O,1559509425,271985,115
P,1559509426,5127
O,1559509426,271988,110
O,1559509426,272032,155
O,1559509426,272069,130
O,1559509427,272025,177
O,1559509427,272022,117
O,1559509428,272040,160
O,1559509428,272130,179
O,1559509429,272114,39
O,1559509430,272123,130
O,1559509430,272150,134
O,1559509431,272144,160
O,1559509431,272081,173
O,1559509432,272050,57
O,1559509432,272034,140
O,1559509433,272026,71
O,1559509433,271989,170
O,1559509434,272011,117
O,1559509435,272059,162
O,1559509435,272085,175
O,1559509436,272060,83
O,1559509436,272028,114
O,1559509437,272037,67
O,1559509437,272000,148
O,1559509438,271985,91
O,1559509439,271998,74
O,1559509439,271971,163
