H,1561164722,272815
P,1561164722,4896
D,1561164724,196096
D,1561164726,195840
D,1561164728,196096
D,1561164730,195584
D,1561164733,195584
D,1561164735,195840
D,1561164737,195840
D,1561164739,195840
D,1561164741,196096
D,1561164744,196096
D,1561164746,196608
D,1561164748,195840
D,1561164750,195840
P,1561164752,4895
D,1561164752,195840
D,1561164754,196352
D,1561164756,489984
R,1561164756,5C00DDFC90
R,1561164756,5C00DDFC90
R,1561164756,5C00DDFC90
X,1561164758,738658,43368
X,1561164758,737619,10745
X,1561164759,737826,6590
X,1561164759,741460,21035
X,1561164760,740555,19303
X,1561164760,739445,14309
X,1561164761,739632,6779
X,1561164762,739557,2991
X,1561164762,738551,33372
X,1561164763,739376,5412
X,1561164763,739411,2637
X,1561164764,739377,7162
X,1561164764,739213,3984
X,1561164765,739117,3823
X,1561164766,739230,27865
X,1561164766,739765,10337
X,1561164767,739521,3280
X,1561164767,739526,3111
X,1561164768,739197,3550
X,1561164768,739176,3777
X,1561164769,739102,2715
X,1561164769,739123,3934
X,1561164770,740129,10330
X,1561164771,739929,10203
X,1561164771,739685,4636
X,1561164772,739589,3319
X,1561164772,739843,3497
X,1561164773,739767,11489
X,1561164773,739580,7121
X,1561164774,739629,3771
X,1561164775,739564,4250
X,1561164775,739359,3025
X,1561164776,739501,11951
X,1561164776,739669,16270
X,1561164777,740731,18503
X,1561164777,738960,22789
X,1561164778,739761,5833
X,1561164779,739790,3702
X,1561164779,739907,10553
X,1561164780,739791,8710
X,1561164780,739291,4602
X,1561164781,739398,3654
P,1561164781,4887
X,1561164781,739353,2147
X,1561164782,739463,2620
X,1561164783,738823,4243
X,1561164783,738622,11514
X,1561164784,740530,20222
X,1561164784,738145,33718
X,1561164785,740294,60903
X,1561164785,738390,36778
X,1561164786,734212,11760
X,1561164787,724969,36764
X,1561164787,741673,23769
X,1561164788,732304,41432
X,1561164788,734619,64583
X,1561164789,740037,27048
X,1561164789,740119,1910
X,1561164790,739849,2987
X,1561164790,739497,6367
X,1561164791,738902,26985
X,1561164792,730497,59122
X,1561164792,676806,7982
X,1561164793,329887,59200
X,1561164793,294855,870
X,1561164794,294605,590
X,1561164794,294324,340
X,1561164795,294603,323
X,1561164795,294642,166
X,1561164795,294603,121
X,1561164796,294511,304
X,1561164796,294395,98
X,1561164797,294324,217
X,1561164797,294289,133
X,1561164798,294214,96
O,1561164799,294159,153
O,1561164799,294176,178
O,1561164800,294135,120
O,1561164800,294111,159
O,1561164801,294111,147
O,1561164801,294074,103
O,1561164802,294064,89
O,1561164803,294042,186
O,1561164803,294029,88
O,1561164804,294003,114
O,1561164804,293976,109
O,1561164805,294000,59
O,1561164805,293970,124
O,1561164806,293967,143
O,1561164807,293940,81
O,1561164807,293945,108
O,1561164808,293938,70
O,1561164808,293934,119
O,1561164809,293932,104
O,1561164809,293942,118
O,1561164810,293911,107
P,1561164810,4889
O,1561164811,293886,136
O,1561164811,293893,101
O,1561164812,293865,78
O,1561164812,293870,104
O,1561164813,293870,71
O,1561164813,293870,109
O,1561164814,293866,91
O,1561164814,293862,73
O,1561164815,293848,137
O,1561164816,293833,96
O,1561164816,293848,81
O,1561164817,293818,106
O,1561164817,293828,103
O,1561164818,293824,108
O,1561164818,293789,138
O,1561164819,293788,99
O,1561164820,293783,77
O,1561164820,293774,105
O,1561164821,293803,108
O,1561164821,293754,84
O,1561164822,293789,124
O,1561164822,293768,108
O,1561164823,293778,119
O,1561164824,293791,103
O,1561164824,293811,75
O,1561164825,293815,123
O,1561164825,293818,157
O,1561164826,293792,212
O,1561164826,293707,452
O,1561164827,447082,759
T,1561164827,2893
D,1561164828,446464
D,1561164831,444416
R,1561164831,5C00DDFC90
R,1561164831,5C00DDFC90
R,1561164831,5C00DDFC90
X,1561164832,666984,60214
X,1561164833,667097,10747
X,1561164833,668238,49852
X,1561164834,663893,57296
X,1561164835,670828,10445
X,1561164835,669661,3512
X,1561164836,669512,2175
X,1561164836,669917,8954
X,1561164836,669373,9912
X,1561164836,671532,18443
X,1561164837,670003,2641
X,1561164838,669806,1998
X,1561164838,669666,1910
X,1561164839,669753,2363
X,1561164839,670151,27488
P,1561164839,4890
X,1561164840,668736,65296
X,1561164840,666074,58468
X,1561164841,667543,37427
X,1561164842,668495,6978
X,1561164842,674377,38511
X,1561164843,670254,35641
X,1561164843,664682,153
X,1561164844,666407,30612
