H,1559757534,272815
D,1559757534,180992
D,1559757536,181248
D,1559757539,180736
D,1559757541,180480
D,1559757543,180736
P,1559757543,5075
D,1559757545,180480
D,1559757547,181248
D,1559757550,180992
D,1559757552,179968
D,1559757554,180992
D,1559757556,180736
D,1559757558,180736
D,1559757561,180992
D,1559757563,180736
D,1559757564,180480
D,1559757566,180736
D,1559757568,181248
D,1559757571,180480
P,1559757572,5097
D,1559757573,180736
D,1559757575,180992
D,1559757577,180992
D,1559757579,180736
D,1559757582,180224
D,1559757584,180480
D,1559757586,179968
D,1559757588,180992
D,1559757590,180736
D,1559757593,180224
D,1559757595,180224
D,1559757597,180480
D,1559757599,180224
D,1559757601,179968
P,1559757602,5097
D,1559757604,180224
D,1559757605,179712
D,1559757607,179712
D,1559757609,179968
D,1559757611,180224
D,1559757614,180224
D,1559757616,179968
D,1559757618,179712
D,1559757620,179968
D,1559757622,180480
D,1559757625,180480
D,1559757627,180992
D,1559757629,180224
D,1559757631,179968
P,1559757631,5098
D,1559757633,179456
D,1559757636,179712
D,1559757638,179968
D,1559757640,179712
R,1559757640,000000000
X,1559757642,289140,2112
X,1559757642,289373,150
X,1559757643,289373,153
X,1559757644,289302,153
X,1559757644,289288,119
X,1559757645,289305,121
X,1559757645,289308,174
X,1559757645,289336,127
X,1559757645,289327,116
X,1559757646,289320,173
X,1559757647,289292,137
O,1559757647,289365,117
O,1559757648,289367,134
O,1559757648,289356,148
O,1559757649,289330,148
O,1559757649,289419,160
O,1559757650,289410,208
O,1559757650,289360,187
O,1559757651,289348,94
O,1559757652,289363,195
O,1559757652,289306,143
O,1559757653,289301,134
O,1559757653,289290,111
O,1559757654,289286,112
O,1559757654,289282,72
O,1559757655,289268,167
O,1559757656,289236,197
O,1559757656,289263,75
O,1559757657,289268,159
O,1559757657,289240,156
O,1559757658,289252,124
O,1559757658,289252,115
O,1559757659,289230,107
O,1559757660,289227,86
O,1559757660,289251,113
P,1559757660,5089
O,1559757661,289262,91
O,1559757661,289234,116
O,1559757662,289254,138
O,1559757662,289260,113
O,1559757663,289227,194
O,1559757664,289260,190
O,1559757664,289290,76
O,1559757665,289385,133
O,1559757665,289270,236
O,1559757666,289326,178
O,1559757666,289397,174
O,1559757667,289406,134
O,1559757668,289338,138
O,1559757668,289279,148
O,1559757669,289251,115
O,1559757669,289296,121
O,1559757670,289313,172
O,1559757670,289358,104
O,1559757671,289340,116
O,1559757672,289327,65
O,1559757672,289346,163
O,1559757673,289327,144
O,1559757673,289301,134
O,1559757674,289303,98
O,1559757674,289335,124
O,1559757675,289347,81
O,1559757675,289363,138
O,1559757676,289306,152
O,1559757677,289298,175
O,1559757677,289258,139
O,1559757678,289307,58
O,1559757678,289319,66
O,1559757679,289271,100
O,1559757679,289199,133
O,1559757680,289173,124
O,1559757681,289170,118
O,1559757681,289206,88
O,1559757682,289181,101
O,1559757682,289180,99
O,1559757683,289202,92
O,1559757683,289194,84
O,1559757684,289201,135
O,1559757685,289191,95
O,1559757685,289190,121
O,1559757686,289200,124
O,1559757686,289213,49
O,1559757686,289191,128
O,1559757686,289218,171
O,1559757687,289227,81
O,1559757688,289263,123
O,1559757688,289309,187
O,1559757689,289395,141
O,1559757689,289425,154
P,1559757689,5090
O,1559757690,289408,255
O,1559757690,289336,237
O,1559757691,289322,171
O,1559757692,289299,230
O,1559757692,289310,273
O,1559757693,289300,88
O,1559757693,289306,108
O,1559757694,289262,147
O,1559757694,289298,118
O,1559757695,289338,234
O,1559757696,289405,115
O,1559757696,289343,173
O,1559757697,289311,169
T,1559757697,2997
D,1559757698,178688
D,1559757700,179456
D,1559757702,179200
D,1559757705,178688
D,1559757707,178944
D,1559757709,179712
D,1559757711,179456
D,1559757713,179200
D,1559757716,179200
D,1559757718,179712
P,1559757720,5097
D,1559757720,179200
D,1559757722,179200
D,1559757724,179200
D,1559757727,179200
D,1559757728,179968
D,1559757730,179200
D,1559757732,179712
D,1559757734,179200
D,1559757737,179712
D,1559757739,178944
D,1559757741,179200
D,1559757743,179200
D,1559757745,178944
D,1559757748,178944
P,1559757749,5097
D,1559757750,179200
D,1559757752,178688
D,1559757754,179456
D,1559757756,178432
D,1559757759,178944
D,1559757761,178688
D,1559757763,178944
D,1559757765,178944
D,1559757767,179200
D,1559757769,179456
D,1559757771,178944
D,1559757773,178944
D,1559757775,178688
D,1559757777,179456
P,1559757778,5096
D,1559757780,178944
D,1559757782,178432
D,1559757784,178688
