H,1559492977,272815
D,1559492977,189440
D,1559492979,188672
D,1559492981,188672
D,1559492983,188416
D,1559492985,188928
D,1559492987,188928
D,1559492990,189184
D,1559492992,188928
P,1559492994,5166
D,1559492994,188928
D,1559492996,188160
D,1559492998,188672
D,1559493001,189184
D,1559493003,189184
D,1559493005,188928
D,1559493007,188928
D,1559493009,189184
D,1559493012,188416
D,1559493014,188672
D,1559493016,189184
D,1559493018,188672
D,1559493020,189696
D,1559493022,188928
P,1559493023,5166
D,1559493024,188928
D,1559493026,189184
D,1559493028,188928
D,1559493030,189184
D,1559493033,189184
D,1559493035,189184
D,1559493037,189184
D,1559493039,188928
D,1559493041,188928
D,1559493044,188928
D,1559493046,189184
D,1559493048,188928
D,1559493050,189184
D,1559493052,189184
P,1559493053,5166
D,1559493055,188928
D,1559493057,189184
D,1559493059,189184
R,1559493059,000000000
X,1559493061,285046,1818
X,1559493061,285169,152
X,1559493061,285087,170
X,1559493062,285005,99
X,1559493062,285126,221
X,1559493063,285164,122
X,1559493063,285166,117
X,1559493064,285058,137
X,1559493064,285045,164
X,1559493065,285090,104
X,1559493066,285072,157
O,1559493066,285127,170
O,1559493067,285232,245
O,1559493067,285163,131
O,1559493068,285126,139
O,1559493068,285134,166
O,1559493069,285161,114
O,1559493070,285176,102
O,1559493070,285197,134
O,1559493071,285187,187
O,1559493071,285189,176
O,1559493072,285241,153
O,1559493072,285214,145
O,1559493073,285237,99
O,1559493074,285267,90
O,1559493074,285328,125
O,1559493075,285344,128
O,1559493075,285284,141
O,1559493076,285245,106
O,1559493076,285195,115
O,1559493077,285094,146
O,1559493078,285151,130
O,1559493078,285118,102
O,1559493079,285077,197
O,1559493079,285128,169
O,1559493080,285117,162
O,1559493080,285281,135
O,1559493081,285326,110
O,1559493082,285126,254
P,1559493082,5160
O,1559493082,285161,143
O,1559493083,285329,177
O,1559493083,285385,169
O,1559493084,285382,217
O,1559493084,285265,121
O,1559493085,285332,260
O,1559493085,285441,169
O,1559493086,285411,110
O,1559493087,285414,207
O,1559493087,285381,105
O,1559493088,285292,208
O,1559493088,285264,130
O,1559493089,285353,77
O,1559493089,285349,142
O,1559493090,285257,71
O,1559493091,285255,75
O,1559493091,285235,163
O,1559493092,285190,100
O,1559493092,285158,97
O,1559493093,285204,100
O,1559493093,285221,162
O,1559493094,285235,99
O,1559493095,285287,100
O,1559493095,285264,175
O,1559493096,285204,111
O,1559493096,285185,141
O,1559493097,285164,183
O,1559493097,285137,60
O,1559493098,285185,145
O,1559493099,285195,116
O,1559493099,285189,94
O,1559493100,285222,83
O,1559493100,285215,109
O,1559493101,285270,53
O,1559493101,285288,127
O,1559493102,285291,134
O,1559493102,285217,179
O,1559493102,285135,195
O,1559493103,285094,109
O,1559493103,285162,164
O,1559493104,285219,158
O,1559493104,285211,94
O,1559493105,285189,256
O,1559493106,285241,159
O,1559493106,285198,223
O,1559493107,285178,113
O,1559493107,285265,166
O,1559493108,285302,97
O,1559493108,285327,51
O,1559493109,285270,100
O,1559493109,285173,123
O,1559493110,285151,131
O,1559493111,285264,121
P,1559493111,5158
O,1559493111,285277,101
O,1559493112,285213,141
O,1559493112,285094,163
O,1559493113,284975,250
O,1559493113,285033,198
O,1559493114,285113,188
O,1559493115,285248,104
O,1559493115,285249,114
O,1559493116,285259,114
T,1559493116,3048
D,1559493117,188416
D,1559493119,188672
D,1559493121,188416
D,1559493124,188672
D,1559493126,189184
D,1559493128,189184
D,1559493130,188672
D,1559493133,189440
D,1559493135,188672
D,1559493137,188416
D,1559493139,189184
P,1559493141,5166
D,1559493141,189184
D,1559493143,189184
R,1559493143,000000000
X,1559493144,285109,1908
X,1559493145,285369,119
X,1559493145,285321,150
X,1559493146,285272,88
X,1559493147,285289,110
X,1559493147,285278,115
X,1559493148,285300,75
X,1559493148,285311,146
X,1559493149,285326,130
X,1559493149,285329,50
X,1559493150,285281,83
O,1559493151,285279,81
O,1559493151,285305,101
O,1559493152,285292,109
O,1559493152,285268,104
O,1559493153,285327,98
O,1559493153,285324,116
O,1559493154,285324,201
O,1559493155,285209,90
O,1559493155,285195,233
O,1559493156,285190,126
O,1559493156,285153,210
O,1559493157,285195,171
O,1559493157,285145,193
O,1559493158,285086,128
O,1559493159,285113,89
O,1559493159,285173,145
