H,1559339268,272815
D,1559339268,147712
P,1559339270,5146
D,1559339270,147456
D,1559339273,147456
D,1559339275,147200
D,1559339277,147712
D,1559339279,147712
D,1559339280,148480
D,1559339283,148480
D,1559339285,147712
D,1559339287,148224
D,1559339289,147968
D,1559339291,148224
D,1559339294,147712
D,1559339296,147200
D,1559339298,147712
P,1559339299,5144
D,1559339300,147968
D,1559339302,147200
D,1559339305,147712
D,1559339307,147200
D,1559339309,146944
D,1559339311,147200
D,1559339313,146944
D,1559339316,147456
D,1559339318,147200
D,1559339320,147712
D,1559339321,147200
D,1559339323,147712
D,1559339326,146944
D,1559339328,147712
P,1559339328,5044
D,1559339330,147200
D,1559339332,146944
D,1559339334,146688
D,1559339337,147200
D,1559339339,146944
D,1559339341,146688
D,1559339343,147200
D,1559339345,146944
D,1559339348,147200
D,1559339350,147200
D,1559339352,147200
D,1559339354,146432
D,1559339356,146944
P,1559339358,5146
D,1559339359,147200
D,1559339361,147200
D,1559339362,146944
D,1559339364,146944
D,1559339366,146688
D,1559339369,145408
D,1559339371,330752
R,1559339371,5C00DDFC90
R,1559339371,5C00DDFC90
R,1559339371,5C00DDFC90
X,1559339373,574210,5551
X,1559339373,578775,23824
X,1559339374,568175,25546
X,1559339374,573773,3738
X,1559339375,573807,2055
X,1559339375,575823,4014
X,1559339376,578676,5077
X,1559339377,583100,24754
X,1559339377,585288,19832
X,1559339378,585132,3247
X,1559339378,586698,2254
X,1559339379,587523,2503
X,1559339379,588527,2571
X,1559339380,590403,2545
X,1559339381,590921,1754
X,1559339381,591449,906
X,1559339382,591568,2258
X,1559339382,591796,1663
X,1559339383,593136,13459
X,1559339383,591334,7833
X,1559339384,593371,23538
X,1559339385,594582,21324
X,1559339385,593272,21189
X,1559339386,594669,20393
X,1559339386,594774,23285
X,1559339387,592893,21323
P,1559339387,5137
X,1559339387,594660,2677
X,1559339388,595734,5038
X,1559339389,595808,984
X,1559339389,595558,2365
X,1559339390,595626,2641
X,1559339390,595281,3314
X,1559339391,595494,4276
X,1559339391,595542,2389
X,1559339392,595454,989
X,1559339393,595442,1766
X,1559339393,595369,2783
X,1559339394,595748,1629
X,1559339394,595935,2382
X,1559339395,595774,3013
X,1559339395,595918,7581
X,1559339396,596398,17208
X,1559339396,595265,36478
X,1559339397,595250,33712
X,1559339398,596154,32808
X,1559339398,597044,17744
X,1559339399,596246,29212
X,1559339399,596451,18879
X,1559339400,596384,26843
X,1559339400,596475,30650
X,1559339401,595974,18777
X,1559339402,599606,17843
X,1559339402,594252,23429
X,1559339403,597680,5391
X,1559339403,597522,1947
X,1559339403,597566,1935
X,1559339403,597707,2202
X,1559339404,596982,11743
X,1559339405,597512,2027
X,1559339405,597909,2919
X,1559339406,597808,15463
X,1559339406,598037,1346
X,1559339407,598359,2128
X,1559339407,598431,1925
X,1559339408,598369,1897
X,1559339409,598422,2386
X,1559339409,598524,2148
X,1559339410,598483,2844
X,1559339410,598402,1430
X,1559339411,598456,2503
X,1559339411,598311,1502
X,1559339412,598510,2139
X,1559339413,598744,1685
X,1559339413,598787,2546
X,1559339414,598975,8115
X,1559339414,599026,3292
X,1559339415,598895,1188
X,1559339415,598868,3197
X,1559339416,598997,2021
P,1559339416,5138
X,1559339417,598865,2058
X,1559339417,598710,10017
X,1559339418,599054,2044
X,1559339418,599062,1768
X,1559339419,599045,1718
X,1559339419,599172,1824
X,1559339420,599178,2208
X,1559339420,599193,1302
X,1559339421,599112,1944
X,1559339422,599208,1717
X,1559339422,599177,1968
X,1559339423,599324,1591
X,1559339423,599336,1254
X,1559339424,599220,4058
X,1559339424,599378,1732
X,1559339425,599711,8912
X,1559339426,600037,32696
X,1559339426,599577,43483
X,1559339427,598521,34801
X,1559339427,600605,28692
X,1559339428,600597,29074
X,1559339428,598897,29740
X,1559339429,599758,2658
X,1559339430,599412,2424
X,1559339430,599417,2062
X,1559339431,599473,2150
X,1559339431,599445,1964
X,1559339432,599616,1787
X,1559339432,599367,9879
X,1559339433,599532,1303
X,1559339434,599619,1913
X,1559339434,599507,9014
X,1559339435,599513,3987
X,1559339435,599576,2430
X,1559339436,599628,918
X,1559339436,599617,2843
X,1559339437,599924,3128
X,1559339438,599864,6055
X,1559339438,600160,11595
X,1559339439,599216,34809
X,1559339439,600005,3771
X,1559339440,599739,1474
X,1559339440,599315,18052
X,1559339441,601172,4224
X,1559339442,600385,24574
X,1559339442,598497,59153
X,1559339443,596287,56572
X,1559339443,598952,4086
X,1559339444,598896,4330
X,1559339444,599096,19682
X,1559339444,599039,2497
X,1559339444,599183,1754
