1560066948,113152
P,1560066950,4993
D,1560066950,113152
D,1560066953,113664
D,1560066955,113152
D,1560066956,112896
D,1560066958,113920
D,1560066960,113920
D,1560066963,114944
D,1560066965,115968
D,1560066967,115712
D,1560066969,115968
D,1560066971,115200
D,1560066974,114944
D,1560066976,116224
D,1560066978,115456
P,1560066979,4993
D,1560066980,115456
D,1560066982,116224
D,1560066985,116224
D,1560066987,115968
D,1560066989,116992
D,1560066991,115712
D,1560066993,115712
D,1560066996,116224
D,1560066997,116992
D,1560066999,116224
D,1560067001,115712
D,1560067003,117504
D,1560067006,115968
P,1560067008,4993
D,1560067008,116224
D,1560067010,116480
D,1560067012,116992
D,1560067014,116480
D,1560067017,116736
D,1560067019,113920
D,1560067021,114944
D,1560067023,113920
D,1560067025,114688
D,1560067028,115712
D,1560067030,114432
D,1560067032,114688
D,1560067034,114176
D,1560067036,114176
P,1560067037,4993
D,1560067038,114176
D,1560067040,113664
D,1560067042,113664
D,1560067044,114176
D,1560067046,114176
D,1560067049,113664
D,1560067051,114688
D,1560067053,115968
D,1560067055,114176
D,1560067057,114432
D,1560067060,115200
D,1560067062,115712
D,1560067064,116480
D,1560067066,116736
P,1560067067,4994
D,1560067069,117248
D,1560067071,115968
D,1560067073,115968
D,1560067075,116224
D,1560067077,115712
D,1560067079,116480
D,1560067081,116224
D,1560067083,114944
D,1560067085,116992
D,1560067087,116224
D,1560067090,116736
D,1560067092,116992
D,1560067094,116736
P,1560067096,4995
D,1560067096,117760
D,1560067098,116736
D,1560067101,116224
D,1560067103,117248
D,1560067105,116992
D,1560067107,116480
D,1560067109,116992
D,1560067112,117760
D,1560067114,117248
D,1560067116,116224
D,1560067118,116736
D,1560067119,116992
D,1560067122,116480
D,1560067124,117248
P,1560067125,4994
D,1560067126,117248
D,1560067128,115712
D,1560067130,115712
D,1560067133,115968
D,1560067135,115968
D,1560067137,117760
D,1560067139,116992
D,1560067141,118272
D,1560067144,117504
D,1560067146,116992
D,1560067148,116480
D,1560067150,117504
D,1560067152,117504
D,1560067155,117248
P,1560067155,4994
D,1560067157,117248
D,1560067159,118016
D,1560067160,118272
D,1560067162,118784
D,1560067165,118784
D,1560067167,117760
D,1560067169,117760
D,1560067171,117760
D,1560067173,116480
D,1560067176,117248
D,1560067178,116992
D,1560067180,116224
D,1560067182,117504
D,1560067184,117760
P,1560067184,4994
D,1560067187,116224
D,1560067189,117248
D,1560067191,116736
D,1560067193,117504
D,1560067195,115968
D,1560067198,115456
D,1560067200,116736
D,1560067201,117504
D,1560067203,118528
D,1560067205,117760
D,1560067208,118272
D,1560067210,116480
D,1560067212,116224
E,1560067213,0
