H,1558555392,272815
D,1558555392,178432
D,1558555393,178688
D,1558555396,178688
D,1558555398,178688
D,1558555400,179456
D,1558555402,179456
D,1558555404,179200
D,1558555407,178944
P,1558555409,5311
D,1558555409,179200
D,1558555411,178944
D,1558555413,178944
D,1558555415,179456
D,1558555418,179200
D,1558555420,179456
D,1558555422,179712
D,1558555424,180224
D,1558555426,179712
D,1558555429,179712
D,1558555431,180224
D,1558555433,180224
D,1558555434,180224
D,1558555437,180480
P,1558555438,5314
D,1558555439,179456
D,1558555441,180224
D,1558555443,179712
D,1558555445,180480
D,1558555448,336384
D,1558555450,395264
D,1558555452,394240
D,1558555454,394496
D,1558555456,391936
D,1558555459,397056
D,1558555461,392960
D,1558555463,392960
D,1558555465,368640
R,1558555465,5C00DDFC90
X,1558555467,604414,5939
X,1558555468,605459,5587
P,1558555468,5305
X,1558555468,605624,2741
X,1558555469,606666,3815
X,1558555469,607132,2937
X,1558555470,606796,3381
X,1558555470,607272,9994
X,1558555471,607117,4987
X,1558555471,606365,12942
X,1558555472,607400,6637
X,1558555473,607669,3010
X,1558555473,608927,13575
X,1558555474,607812,40846
X,1558555474,608055,15502
X,1558555475,607763,2977
X,1558555475,607704,4232
X,1558555475,607431,5355
X,1558555476,607510,3751
X,1558555476,607675,4609
X,1558555477,607916,4995
X,1558555477,608636,31581
X,1558555478,608547,3844
X,1558555478,608742,4013
X,1558555479,607938,15428
X,1558555480,607681,2607
X,1558555480,607653,2037
X,1558555481,607858,3053
X,1558555481,608001,3542
X,1558555482,608336,3094
X,1558555482,608381,3164
X,1558555483,608801,2915
X,1558555484,608712,2802
X,1558555484,608908,2431
X,1558555485,608722,3716
X,1558555485,607845,25405
X,1558555486,609884,18180
X,1558555486,609668,9888
X,1558555487,608984,6747
X,1558555488,609445,3329
X,1558555488,609129,10272
X,1558555489,609440,2483
X,1558555489,609999,2087
X,1558555490,609841,39902
X,1558555490,609895,3807
X,1558555491,610299,2534
X,1558555492,610453,4101
X,1558555492,609741,11215
X,1558555493,609923,5100
X,1558555493,610152,2666
X,1558555494,609917,2636
X,1558555494,610088,3234
X,1558555495,610097,3767
X,1558555495,609887,3229
X,1558555496,610003,2690
X,1558555497,610079,2281
P,1558555497,5307
X,1558555497,610178,7997
X,1558555498,610594,3255
X,1558555498,610175,2598
X,1558555499,610110,3050
X,1558555499,610237,2231
X,1558555500,610262,2781
X,1558555501,610337,24963
X,1558555501,610145,9861
X,1558555502,610850,18297
X,1558555502,610531,10522
X,1558555503,609817,18473
X,1558555503,611086,2524
X,1558555504,610796,2210
X,1558555505,610805,2487
X,1558555505,610655,2545
X,1558555506,610896,11077
X,1558555506,610596,2726
X,1558555507,610462,2413
X,1558555507,610960,23772
X,1558555508,611379,2232
X,1558555509,611234,16079
X,1558555509,610932,3534
X,1558555510,610624,2830
X,1558555510,611077,2602
X,1558555511,611373,2544
X,1558555511,611345,2624
X,1558555512,611348,2781
X,1558555513,611401,1478
X,1558555513,611553,2476
X,1558555514,611469,1844
X,1558555514,611567,2184
X,1558555515,611505,2400
X,1558555515,611326,2069
X,1558555516,611258,2336
X,1558555516,611335,1690
X,1558555516,611659,1490
X,1558555517,611710,1721
X,1558555517,611381,2545
X,1558555518,611316,1567
X,1558555518,611319,3132
X,1558555519,611118,13561
X,1558555519,612232,8989
X,1558555520,611814,1387
X,1558555521,611905,24039
X,1558555521,612421,2381
X,1558555522,612230,5639
X,1558555522,612504,2169
X,1558555523,612851,1655
X,1558555523,612811,1262
X,1558555524,612805,2481
X,1558555525,612621,1454
X,1558555525,612461,940
X,1558555526,612677,37533
P,1558555526,5305
X,1558555526,612807,4031
X,1558555527,612723,2055
X,1558555527,612811,2135
X,1558555528,612395,1465
X,1558555529,612507,1700
X,1558555529,612337,10962
X,1558555530,612738,4047
X,1558555530,612245,1762
X,1558555531,612506,1529
X,1558555531,612542,2346
X,1558555532,612827,1565
X,1558555533,612737,1883
X,1558555533,612699,3330
X,1558555534,612574,2529
X,1558555534,612936,2040
X,1558555535,612965,2183
X,1558555535,612843,13549
X,1558555536,612957,3042
X,1558555537,612852,1960
X,1558555537,612809,1593
X,1558555538,612887,2645
X,1558555538,613568,4713
X,1558555539,612353,8122
X,1558555539,612867,7306
X,1558555540,612363,6837
X,1558555540,612724,2636
X,1558555541,612875,3640
X,1558555542,613010,1340
X,1558555542,613094,1503
X,1558555543,613158,7220
X,1558555543,613065,1640
X,1558555544,612977,16185
X,1558555544,614013,6655
X,1558555545,613202,1933
X,1558555546,613283,2107
