H,1561582303,272815
D,1561582303,186624
D,1561582305,187392
D,1561582307,186624
D,1561582309,186368
D,1561582311,186624
D,1561582314,186880
D,1561582316,186368
D,1561582318,186368
P,1561582319,4553
D,1561582320,187648
D,1561582322,186624
D,1561582325,186624
D,1561582327,186880
D,1561582329,186624
D,1561582331,186368
D,1561582333,186368
D,1561582336,186368
D,1561582338,186624
D,1561582340,186624
D,1561582341,186368
D,1561582343,186112
D,1561582346,460288
R,1561582346,5C00DDFC90
R,1561582346,5C00DDFC90
R,1561582346,5C00DDFC90
X,1561582348,646162,24054
X,1561582348,645565,11958
P,1561582349,4543
X,1561582349,646490,8078
X,1561582349,646795,6038
X,1561582350,646255,4934
X,1561582350,646644,4594
X,1561582351,646403,6465
X,1561582351,646513,6117
X,1561582352,646445,5609
X,1561582353,646237,3587
X,1561582353,645868,11988
X,1561582354,646837,9422
X,1561582354,646420,3659
X,1561582355,646696,13404
X,1561582355,647253,8416
X,1561582356,646666,4713
X,1561582357,646262,2822
X,1561582357,646606,2823
X,1561582358,646492,3456
X,1561582358,646624,3557
X,1561582359,646532,1882
X,1561582359,646517,29320
X,1561582360,645953,9856
X,1561582361,646554,3292
X,1561582361,646470,3053
X,1561582362,646730,4715
X,1561582362,646688,3521
X,1561582363,646622,1374
X,1561582363,646688,3048
X,1561582364,646747,2970
X,1561582365,646772,4350
X,1561582365,643866,28336
X,1561582366,648072,14516
X,1561582366,648306,28226
X,1561582367,647905,33624
X,1561582367,645720,23999
X,1561582368,648226,44586
X,1561582369,656529,59575
X,1561582369,369482,48734
X,1561582370,282011,4962
X,1561582370,282112,1782
X,1561582371,282341,519
X,1561582371,282308,362
X,1561582372,282393,209
X,1561582373,282400,298
X,1561582373,282368,398
X,1561582374,282386,266
X,1561582374,282348,194
X,1561582375,282355,165
X,1561582375,282331,207
O,1561582376,282199,580
O,1561582376,281833,292
O,1561582377,661321,20417
T,1561582377,3012
D,1561582378,421120
P,1561582379,4456
D,1561582381,412672
D,1561582382,421888
R,1561582382,5C00DDFC90
R,1561582382,5C00DDFC90
R,1561582382,5C00DDFC90
X,1561582384,630744,29785
X,1561582384,633041,23351
X,1561582385,632085,32658
X,1561582385,632395,29343
X,1561582386,631645,27372
X,1561582386,632211,8282
X,1561582387,631904,3407
X,1561582388,631187,33655
X,1561582388,632309,25073
X,1561582389,631229,23716
X,1561582389,630586,19875
X,1561582390,632309,22700
X,1561582390,631785,16961
X,1561582391,632428,14290
X,1561582392,630826,4492
X,1561582392,632019,4956
X,1561582393,632130,2868
X,1561582393,630388,13195
X,1561582394,631865,17124
X,1561582394,631446,16393
X,1561582395,631569,10572
X,1561582396,631776,4903
X,1561582396,631895,2523
X,1561582397,631879,3081
X,1561582397,631673,13532
X,1561582398,632031,7977
X,1561582398,631898,39336
X,1561582399,631204,7635
X,1561582400,632368,10940
X,1561582400,632402,3831
X,1561582401,631837,3699
X,1561582401,631926,3332
X,1561582402,631778,3672
X,1561582402,632523,8367
X,1561582403,631266,15958
X,1561582404,631746,8034
X,1561582404,631745,2159
X,1561582405,631766,3039
X,1561582405,631705,2592
X,1561582406,631764,2723
X,1561582406,631659,4573
X,1561582407,631844,3119
X,1561582407,631699,4021
P,1561582408,4545
X,1561582408,631205,13112
X,1561582409,631788,36859
X,1561582409,631631,14641
X,1561582410,631145,7981
X,1561582410,631887,4734
X,1561582411,631810,4700
X,1561582411,631720,4094
X,1561582412,631691,3353
X,1561582413,631929,2811
X,1561582413,631731,18029
X,1561582414,632153,33266
X,1561582414,632502,38529
X,1561582415,620582,34557
X,1561582415,632071,38950
X,1561582416,630410,44417
X,1561582417,629958,13132
X,1561582417,631441,3196
X,1561582418,631345,4123
X,1561582418,631301,6955
X,1561582419,631552,2813
X,1561582419,631490,2125
X,1561582420,631530,3307
X,1561582421,631601,2779
X,1561582421,631504,2686
X,1561582422,632122,17309
X,1561582422,634401,27141
X,1561582423,629091,35613
X,1561582423,634256,54566
X,1561582423,632350,15767
X,1561582424,630620,7617
X,1561582424,631929,4812
X,1561582425,631723,4350
X,1561582425,631850,6023
X,1561582426,631584,6811
X,1561582426,631746,3831
X,1561582427,631623,4263
X,1561582428,631448,6154
X,1561582428,631684,4581
X,1561582429,631561,8273
X,1561582429,631652,6528
X,1561582430,631510,6820
X,1561582430,631518,7259
X,1561582431,631554,7103
X,1561582431,631560,5798
X,1561582432,631676,5553
X,1561582433,631687,4682
X,1561582433,631859,6393
X,1561582434,631770,3600
