063,153600
D,1558815065,154112
D,1558815067,154112
D,1558815069,154112
D,1558815072,153856
D,1558815074,153600
D,1558815076,153856
D,1558815078,153600
P,1558815080,5200
D,1558815080,153856
D,1558815083,154368
D,1558815085,154112
D,1558815087,153088
D,1558815089,153856
D,1558815091,153856
D,1558815094,153856
D,1558815096,154368
D,1558815098,153856
D,1558815100,153856
D,1558815102,154624
D,1558815104,154624
D,1558815106,154368
D,1558815108,153344
P,1558815109,5201
D,1558815110,154112
D,1558815112,154368
D,1558815115,153856
D,1558815117,154112
D,1558815119,153856
D,1558815121,154112
D,1558815123,154368
D,1558815126,153600
D,1558815128,154112
D,1558815130,153856
D,1558815132,154368
D,1558815135,154368
D,1558815137,154368
P,1558815139,5200
D,1558815139,153600
D,1558815141,154112
D,1558815143,154112
D,1558815145,153600
D,1558815147,153600
D,1558815149,153856
D,1558815151,153856
D,1558815153,154112
D,1558815156,153856
D,1558815158,154368
D,1558815160,153856
D,1558815162,154112
D,1558815164,154624
D,1558815167,154624
P,1558815168,5201
D,1558815169,154368
D,1558815171,153856
D,1558815173,153344
D,1558815175,154368
D,1558815178,154112
D,1558815180,154112
D,1558815182,154624
D,1558815184,153600
D,1558815185,154368
D,1558815188,153600
D,1558815190,153856
D,1558815192,153600
D,1558815194,153088
D,1558815196,153856
P,1558815197,5200
D,1558815199,154368
D,1558815201,153856
D,1558815203,154112
D,1558815205,154368
D,1558815207,153600
D,1558815210,154112
D,1558815212,153856
D,1558815214,153856
D,1558815216,153600
D,1558815218,153856
D,1558815221,154880
D,1558815223,153856
D,1558815225,154112
P,1558815226,5199
D,1558815226,154368
D,1558815228,153600
D,1558815231,153600
D,1558815233,154112
D,1558815235,153600
D,1558815237,153600
D,1558815239,153600
D,1558815242,153856
D,1558815244,154112
D,1558815246,153856
D,1558815248,153856
D,1558815250,154112
D,1558815253,154368
D,1558815255,154368
P,1558815256,5199
D,1558815257,153344
D,1558815259,154624
D,1558815261,153600
D,1558815264,154368
D,1558815266,154624
D,1558815267,153600
D,1558815269,153600
D,1558815271,154112
D,1558815274,153344
D,1558815276,153600
D,1558815278,154368
D,1558815280,153856
D,1558815282,153344
D,1558815285,153600
P,1558815285,5199
D,1558815287,154112
D,1558815289,153600
D,1558815291,153856
D,1558815293,153856
D,1558815296,154368
D,1558815298,154112
D,1558815300,153600
D,1558815302,153600
D,1558815304,153856
D,1558815307,154368
D,1558815308,153600
D,1558815310,153600
D,1558815312,153856
P,1558815314,5201
D,1558815314,154112
D,1558815317,154368
D,1558815319,153344
D,1558815321,153600
D,1558815323,153600
D,1558815325,153088
D,1558815328,153344
D,1558815330,152576
D,1558815332,154112
D,1558815334,153600
D,1558815336,153600
D,1558815339,153344
D,1558815341,154112
D,1558815343,153856
P,1558815345,5201
D,1558815345,153600
D,1558815348,153344
D,1558815349,153856
D,1558815351,154112
D,1558815353,152832
D,1558815355,154368
D,1558815358,153856
D,1558815360,153856
D,1558815362,153344
D,1558815364,153856
D,1558815366,154368
D,1558815369,154112
D,1558815371,154112
D,1558815373,153600
P,1558815374,5200
D,1558815375,154112
D,1558815377,153600
D,1558815380,153856
D,1558815382,154112
D,1558815384,154112
D,1558815386,153600
D,1558815388,153600
D,1558815390,153856
D,1558815392,153344
D,1558815394,153600
D,1558815396,153856
D,1558815398,153856
D,1558815401,154112
P,1558815403,5199
D,1558815403,153600
D,1558815405,154368
D,1558815407,154624
D,1558815409,154112
D,1558815412,154112
D,1558815414,154368
D,1558815416,154624
D,1558815418,154368
D,1558815420,153856
D,1558815423,154368
D,1558815425,153344
D,1558815427,153856
D,1558815429,153856
D,1558815430,154112
P,1558815432,5198
D,1558815433,153856
D,1558815435,154112
D,1558815437,153600
D,1558815439,153600
D,1558815441,153600
D,1558815444,153088
D,1558815446,153600
D,1558815448,153600
D,1558815450,153600
D,1558815452,153600
D,1558815455,154112
D,1558815457,153856
D,1558815459,153856
D,1558815461,153856
P,1558815462,5200
D,1558815463,153856
D,1558815466,153600
D,1558815468,153600
D,1558815470,154112
D,1558815471,153344
D,1558815473,153856
D,1558815476,153856
D,1558815478,153856
D,1558815480,153344
D,1558815482,153344
D,1558815484,153344
D,1558815487,153600
D,1558815489,153856
D,1558815491,153600
P,1558815491,5200
D,1558815493,153600
D,1558815495,153600
D,1558815498,153856
D,1558815500,153600
D,1558815502,153856
