8658,555021,13770
X,1560038658,553815,1948
X,1560038659,555308,29957
X,1560038659,553736,23127
X,1560038660,554324,5911
X,1560038661,553496,13728
X,1560038661,555299,27373
X,1560038662,552002,21547
X,1560038662,554031,6877
X,1560038663,554099,12151
X,1560038663,553927,3776
X,1560038664,552711,21686
X,1560038665,554595,20567
X,1560038665,553140,7899
X,1560038666,553601,4621
X,1560038666,553733,3300
X,1560038667,553676,1508
X,1560038667,553879,1603
X,1560038668,553693,11297
X,1560038669,553730,23441
X,1560038669,553673,20469
X,1560038670,553731,1635
X,1560038670,553793,1540
X,1560038671,553707,3471
X,1560038671,554345,11774
P,1560038671,5015
X,1560038672,553474,18334
X,1560038673,553140,26085
X,1560038673,552574,22380
X,1560038674,554103,13693
X,1560038674,552804,23136
X,1560038675,553757,7366
X,1560038675,553673,7744
X,1560038676,554218,4919
X,1560038677,553589,14456
X,1560038677,554893,7084
X,1560038678,553464,16544
X,1560038678,553911,17152
X,1560038679,554377,28061
X,1560038679,554215,17133
X,1560038680,554101,5434
X,1560038681,553791,16583
X,1560038681,554768,18682
X,1560038682,553926,6192
X,1560038682,554230,4748
X,1560038683,554044,7315
X,1560038683,553902,2532
X,1560038684,553965,12124
X,1560038684,554875,50799
X,1560038685,554915,4635
X,1560038686,554994,1900
X,1560038686,554648,1568
X,1560038687,554457,2285
X,1560038687,554309,10756
X,1560038688,554220,8914
X,1560038688,554730,15135
X,1560038689,554681,26182
X,1560038690,553938,20566
X,1560038690,554268,18415
X,1560038691,553477,22180
X,1560038691,553537,6467
X,1560038692,553280,15071
X,1560038692,553922,11141
X,1560038693,553664,3348
X,1560038694,553630,3648
X,1560038694,553609,14838
X,1560038695,553872,3926
X,1560038695,553872,10121
X,1560038695,554625,25960
X,1560038695,553922,8940
X,1560038696,553662,7512
X,1560038697,554138,3660
X,1560038697,553038,11566
X,1560038698,553721,16275
X,1560038698,553147,13444
X,1560038699,553899,8653
X,1560038699,553190,5939
X,1560038700,553554,5919
X,1560038701,553581,20882
P,1560038701,5014
X,1560038701,553995,10035
X,1560038702,554064,6170
X,1560038702,554109,6999
X,1560038703,553627,8611
X,1560038703,553827,8573
X,1560038704,553862,17652
X,1560038704,554002,6785
X,1560038705,554061,9220
X,1560038706,554236,2669
X,1560038706,554594,7940
X,1560038707,554216,1991
X,1560038707,554534,17645
X,1560038708,554095,11104
X,1560038708,553899,10960
X,1560038709,554197,7405
X,1560038710,553746,9939
X,1560038710,554351,15525
X,1560038711,555053,11970
X,1560038711,554900,14243
X,1560038712,554782,8788
X,1560038712,554669,10006
X,1560038713,554660,4957
X,1560038714,554714,11093
X,1560038714,554542,11450
X,1560038715,554401,8496
X,1560038715,554562,12084
X,1560038716,554700,5988
X,1560038716,554505,6475
X,1560038717,553980,6459
X,1560038718,554074,6662
X,1560038718,554159,3498
X,1560038719,553743,10419
X,1560038719,553806,12834
X,1560038720,553582,10434
X,1560038720,553656,13308
X,1560038721,553413,7026
X,1560038722,553109,2248
