H,1560791267,272815
D,1560791267,159744
D,1560791269,158976
D,1560791271,158976
D,1560791274,160000
D,1560791276,158976
D,1560791278,159488
D,1560791280,160000
D,1560791282,159744
D,1560791285,158976
D,1560791286,158208
P,1560791286,4947
D,1560791288,157440
D,1560791290,157696
D,1560791292,157952
D,1560791295,157440
D,1560791297,156928
D,1560791299,156672
D,1560791301,157440
R,1560791301,000000000
X,1560791303,279508,2450
X,1560791304,279834,137
X,1560791304,279865,93
X,1560791305,279851,84
X,1560791305,279908,84
X,1560791306,279824,157
X,1560791306,279765,87
X,1560791307,279795,115
X,1560791308,279777,235
X,1560791308,279756,89
X,1560791309,279780,116
O,1560791309,279788,75
O,1560791310,279777,80
O,1560791310,279798,149
O,1560791311,279790,93
O,1560791312,279781,103
O,1560791312,279786,54
O,1560791313,279783,90
O,1560791313,279748,109
O,1560791314,279745,93
O,1560791314,279797,55
O,1560791315,279813,122
O,1560791316,279805,130
P,1560791316,5039
O,1560791316,279778,170
O,1560791317,279797,62
O,1560791317,279832,114
O,1560791318,279819,134
O,1560791318,279793,114
O,1560791319,279792,87
O,1560791320,279787,174
O,1560791320,279782,103
O,1560791321,279761,58
O,1560791321,279775,119
O,1560791322,279786,146
O,1560791322,279812,121
O,1560791323,279847,108
O,1560791324,279812,123
O,1560791324,279814,99
O,1560791325,279819,88
O,1560791325,279830,109
O,1560791326,279777,97
O,1560791326,279788,132
O,1560791326,279774,106
O,1560791327,279815,124
O,1560791327,279777,156
O,1560791328,279751,129
O,1560791328,279772,104
O,1560791329,279790,174
O,1560791329,279729,132
O,1560791330,279726,195
O,1560791330,279758,183
O,1560791331,279803,125
O,1560791332,279812,97
O,1560791332,279818,113
O,1560791333,279688,116
O,1560791333,279645,112
O,1560791334,279714,67
O,1560791334,279702,71
O,1560791335,279727,122
O,1560791336,279715,122
O,1560791336,279754,146
O,1560791337,279736,170
O,1560791337,279733,149
O,1560791338,279685,94
O,1560791338,279729,145
O,1560791339,279709,70
O,1560791340,279727,120
O,1560791340,279703,94
O,1560791341,279679,86
O,1560791341,279706,91
O,1560791342,279733,130
O,1560791342,279703,152
O,1560791343,279752,155
O,1560791344,279686,170
O,1560791344,279704,77
O,1560791345,279714,129
P,1560791345,5040
O,1560791345,279713,100
O,1560791346,279736,123
O,1560791346,279700,158
O,1560791347,279716,132
O,1560791348,279735,113
O,1560791348,279755,69
O,1560791349,279720,163
O,1560791349,279710,101
O,1560791350,279700,149
O,1560791350,279764,108
O,1560791351,279782,97
O,1560791352,279765,150
O,1560791352,279763,133
O,1560791353,279676,168
O,1560791353,279663,130
O,1560791354,279649,174
O,1560791354,279679,142
O,1560791355,279711,101
O,1560791355,279683,73
O,1560791356,279663,113
O,1560791357,279642,144
O,1560791357,279628,110
O,1560791358,279648,189
O,1560791358,279642,85
O,1560791359,279635,86
T,1560791359,2989
D,1560791360,155648
D,1560791362,155904
R,1560791363,000000000
X,1560791364,279274,2463
X,1560791365,279484,95
X,1560791365,279526,110
X,1560791366,279539,134
X,1560791367,279501,95
X,1560791367,279482,126
X,1560791367,279485,47
X,1560791367,279461,67
X,1560791368,279445,113
X,1560791368,279397,119
X,1560791369,279396,128
O,1560791370,279434,168
O,1560791370,279415,90
O,1560791371,279403,91
O,1560791371,279420,124
O,1560791372,279433,118
O,1560791372,279452,80
O,1560791373,279465,175
O,1560791374,279433,98
O,1560791374,279403,118
P,1560791374,5039
O,1560791375,279390,56
O,1560791375,279424,158
O,1560791376,279404,97
O,1560791376,279454,104
O,1560791377,279488,91
O,1560791377,279493,159
O,1560791378,279496,127
O,1560791379,279495,66
O,1560791379,279509,106
O,1560791380,279471,146
O,1560791380,279474,58
O,1560791381,279466,74
O,1560791381,279423,147
O,1560791382,279418,112
O,1560791383,279407,77
O,1560791383,279415,87
O,1560791384,279392,122
O,1560791384,279411,119
O,1560791385,279400,113
O,1560791385,279426,100
O,1560791386,279424,73
O,1560791387,279452,135
O,1560791387,279437,160
O,1560791388,279443,122
O,1560791388,279429,110
O,1560791389,279406,126
O,1560791389,279410,82
O,1560791390,279467,76
O,1560791391,279498,79
O,1560791391,279504,95
O,1560791392,279508,113
