H,1558827089,272815
D,1558827089,171776
D,1558827091,172544
D,1558827094,172032
D,1558827096,171776
D,1558827098,172032
D,1558827100,172288
D,1558827102,172288
P,1558827103,5069
D,1558827105,171776
D,1558827107,172032
R,1558827107,5C00DDFC90
R,1558827107,5C00DDFC90
X,1558827109,629267,22507
X,1558827109,642555,49061
X,1558827110,362043,26367
X,1558827110,266532,4651
X,1558827111,265797,785
X,1558827111,265629,260
X,1558827112,265521,145
X,1558827113,265391,169
X,1558827113,265289,69
X,1558827114,265186,67
X,1558827114,265123,127
X,1558827115,265020,103
X,1558827115,264994,119
X,1558827116,264972,87
O,1558827117,264904,100
O,1558827117,264844,102
O,1558827118,264853,114
O,1558827118,264826,104
O,1558827119,264790,134
O,1558827119,264801,137
O,1558827120,264791,109
O,1558827120,264746,94
O,1558827120,264746,115
O,1558827121,264742,143
O,1558827121,264755,124
O,1558827122,264735,116
O,1558827122,264779,120
O,1558827123,264786,107
O,1558827124,264778,119
O,1558827124,264739,120
O,1558827125,264752,134
O,1558827125,264798,49
O,1558827126,264785,142
O,1558827126,264747,135
O,1558827127,264745,129
O,1558827128,264727,141
O,1558827128,264749,156
O,1558827129,264760,107
O,1558827129,264685,192
O,1558827130,264668,110
O,1558827130,264690,118
O,1558827131,264667,101
O,1558827131,264652,120
P,1558827132,5177
O,1558827132,264650,94
O,1558827133,264662,87
O,1558827133,264628,176
O,1558827134,264620,80
O,1558827134,264603,46
O,1558827135,264633,96
O,1558827135,264625,123
O,1558827136,264632,126
O,1558827137,264579,111
O,1558827137,264590,75
O,1558827138,264604,88
O,1558827138,264579,135
O,1558827139,264592,100
O,1558827139,264575,77
O,1558827140,264572,116
O,1558827141,264566,144
O,1558827141,264538,132
O,1558827142,264596,184
O,1558827142,264604,190
O,1558827143,264577,104
O,1558827143,264598,103
O,1558827144,264570,146
O,1558827145,264578,123
O,1558827145,264610,48
O,1558827146,264568,98
O,1558827146,264580,113
O,1558827147,264588,104
O,1558827147,264557,81
O,1558827148,264567,80
O,1558827149,264567,105
O,1558827149,264589,133
O,1558827150,264591,80
O,1558827150,264611,103
O,1558827151,264589,196
O,1558827151,264635,89
O,1558827152,264667,116
O,1558827153,264695,121
O,1558827153,264718,139
O,1558827154,264686,82
O,1558827154,264630,847
O,1558827155,332359,11180
T,1558827155,2854
D,1558827156,396800
R,1558827156,5C00DDFC90
R,1558827156,5C00DDFC90
R,1558827156,5C00DDFC90
X,1558827158,611367,12999
X,1558827159,610968,9390
X,1558827159,612092,5244
X,1558827160,611412,28942
X,1558827160,612242,2412
X,1558827161,611659,2671
X,1558827161,611782,2317
P,1558827161,5178
X,1558827161,611950,2394
X,1558827161,611588,2378
X,1558827162,612910,8651
X,1558827163,610160,14720
X,1558827163,610634,2343
X,1558827164,610715,2754
X,1558827164,611915,14784
X,1558827165,612155,6179
X,1558827165,612061,2882
X,1558827166,612315,2143
X,1558827167,612341,3191
X,1558827167,612371,1482
X,1558827168,612141,2212
X,1558827168,612424,1597
X,1558827169,612322,2138
X,1558827169,612299,1207
X,1558827170,612251,1565
X,1558827171,612328,2465
X,1558827171,612742,5108
X,1558827172,611784,3303
X,1558827172,612344,9131
X,1558827173,611960,2421
X,1558827173,612029,2301
X,1558827174,613026,8003
X,1558827175,611600,8610
X,1558827175,612148,2275
X,1558827176,612434,2950
X,1558827176,612347,2329
X,1558827177,612331,1450
X,1558827177,612366,1250
X,1558827178,613098,7105
X,1558827179,611748,9423
X,1558827179,611864,54023
X,1558827180,613086,5644
X,1558827180,613603,13237
X,1558827181,609806,35237
X,1558827181,610076,16464
X,1558827182,613655,22086
X,1558827183,611626,29167
X,1558827183,611053,3986
X,1558827184,613967,5475
X,1558827184,613270,2387
X,1558827185,612929,5689
X,1558827185,612848,4101
X,1558827186,613632,5817
X,1558827186,612726,4337
X,1558827187,611660,18034
X,1558827188,612841,4031
X,1558827188,613099,14992
X,1558827189,613187,31258
X,1558827189,612438,25385
X,1558827190,613106,2919
X,1558827190,613219,4102
P,1558827191,5179
X,1558827191,613422,2508
X,1558827192,612707,9745
X,1558827192,613198,3297
X,1558827193,612890,1651
X,1558827193,613084,1721
X,1558827194,613908,6494
X,1558827194,613371,6485
X,1558827195,613152,5247
X,1558827196,613120,3412
X,1558827196,613158,1541
X,1558827197,613081,2239
