49064,139008
D,1559149066,140288
D,1559149068,140544
P,1559149070,5167
D,1559149071,140032
D,1559149073,137984
D,1559149075,139264
D,1559149077,139520
D,1559149079,138752
D,1559149081,137472
D,1559149083,136960
D,1559149085,134400
D,1559149087,134912
D,1559149089,134656
D,1559149092,132608
D,1559149094,136192
D,1559149096,137728
D,1559149098,137216
P,1559149099,5168
D,1559149100,135936
D,1559149103,136192
D,1559149105,136192
D,1559149107,134656
D,1559149109,136192
D,1559149111,135424
D,1559149114,135424
D,1559149116,136192
D,1559149118,136192
D,1559149120,135168
D,1559149121,135424
D,1559149124,134912
D,1559149126,135936
D,1559149128,134656
P,1559149128,5168
D,1559149130,134912
D,1559149132,135680
D,1559149135,135168
D,1559149137,134656
D,1559149139,134400
D,1559149141,134912
D,1559149143,134912
D,1559149146,136192
D,1559149148,136448
D,1559149150,135168
D,1559149152,135168
D,1559149154,135424
D,1559149157,135680
P,1559149158,5167
D,1559149159,135680
D,1559149161,134400
D,1559149162,135168
D,1559149164,134912
D,1559149167,135936
D,1559149169,135168
D,1559149171,135424
D,1559149173,135424
D,1559149175,135936
D,1559149178,135680
D,1559149180,135936
D,1559149182,135424
D,1559149184,135424
D,1559149186,135936
P,1559149187,5168
D,1559149189,136448
D,1559149191,134400
D,1559149193,135424
D,1559149195,135424
D,1559149197,134400
D,1559149200,134656
D,1559149202,134144
D,1559149203,134656
D,1559149205,133888
D,1559149207,134912
D,1559149210,134144
D,1559149212,134144
D,1559149214,133376
D,1559149216,132864
P,1559149216,5168
D,1559149218,132864
D,1559149221,132352
D,1559149223,132608
D,1559149225,133888
D,1559149227,133888
D,1559149229,134144
D,1559149232,133632
D,1559149234,133632
D,1559149236,133888
D,1559149238,133120
D,1559149240,133376
D,1559149243,133376
D,1559149244,132864
P,1559149245,5168
D,1559149246,133120
D,1559149248,132608
D,1559149251,131840
D,1559149253,133120
D,1559149255,134400
D,1559149257,134400
D,1559149259,133888
D,1559149262,134400
D,1559149264,133888
D,1559149266,133888
D,1559149268,134144
D,1559149270,133120
D,1559149273,133120
D,1559149275,133632
P,1559149276,5168
D,1559149277,132864
D,1559149279,132096
D,1559149281,132864
D,1559149284,133888
D,1559149285,132864
D,1559149287,133120
D,1559149289,132864
D,1559149291,132608
D,1559149294,132608
D,1559149296,132608
D,1559149298,132096
D,1559149300,132096
D,1559149302,132352
D,1559149305,132352
P,1559149305,5162
D,1559149307,132096
D,1559149309,132864
D,1559149311,133120
D,1559149313,133120
D,1559149316,132352
D,1559149318,132096
D,1559149320,131328
D,1559149322,132096
D,1559149324,132608
D,1559149326,133120
D,1559149328,132352
D,1559149330,132608
D,1559149332,134400
P,1559149334,5168
D,1559149334,136960
D,1559149337,136192
D,1559149339,136448
D,1559149341,136704
D,1559149343,136960
D,1559149345,136704
D,1559149348,136192
D,1559149350,135936
D,1559149352,136448
D,1559149354,136704
D,1559149356,136448
D,1559149359,136448
D,1559149361,136448
D,1559149363,135936
P,1559149364,5168
D,1559149365,135680
D,1559149367,135936
D,1559149369,134912
D,1559149371,134400
D,1559149373,134400
D,1559149375,133632
D,1559149377,133888
D,1559149380,133888
D,1559149382,134400
D,1559149384,133888
D,1559149386,133376
D,1559149388,133888
D,1559149391,133632
D,1559149393,133888
P,1559149393,5097
D,1559149395,133376
D,1559149397,132864
D,1559149399,133376
D,1559149402,133632
D,1559149404,133632
D,1559149406,132608
D,1559149408,132864
D,1559149409,131840
D,1559149412,132096
D,1559149414,132352
D,1559149416,132096
D,1559149418,131072
D,1559149420,131072
P,1559149422,5166
D,1559149423,130560
D,1559149425,130048
D,1559149427,131072
D,1559149429,134656
D,1559149431,134656
D,1559149434,134400
D,1559149436,133632
D,1559149438,133632
D,1559149440,133888
D,1559149442,132864
D,1559149445,133376
D,1559149447,133376
D,1559149449,132608
D,1559149450,133120
P,1559149451,5166
D,1559149452,133120
D,1559149455,132864
D,1559149457,133376
D,1559149459,133120
D,1559149461,133376
D,1559149464,132864
D,1559149466,133120
D,1559149468,132864
