740,90112
D,1559154742,90368
P,1559154742,5070
D,1559154744,90368
D,1559154746,90368
D,1559154749,89856
D,1559154751,90368
D,1559154753,88832
P,1559154772,5165
P,1559154801,5164
P,1559154830,5166
P,1559154861,5165
P,1559154890,5164
P,1559154919,5164
P,1559154948,5165
D,1559154958,87808
D,1559154960,87808
D,1559154962,88064
D,1559154964,89088
D,1559154966,88064
D,1559154969,88576
D,1559154971,88064
D,1559154973,88320
D,1559154977,87808
P,1559154978,5165
D,1559154979,88320
D,1559154982,88320
D,1559154984,87808
D,1559154986,88064
D,1559154987,88320
D,1559154989,87808
D,1559154992,88576
D,1559154994,87808
P,1559155007,5165
D,1559155010,87808
D,1559155027,87552
P,1559155036,5165
D,1559155050,88320
D,1559155052,88832
D,1559155054,88576
D,1559155056,88576
D,1559155059,88064
D,1559155062,88064
D,1559155064,88064
D,1559155066,89088
P,1559155066,5162
D,1559155068,88832
D,1559155069,88320
D,1559155072,88064
D,1559155074,88576
D,1559155076,88576
D,1559155078,88576
D,1559155080,88832
D,1559155083,89088
D,1559155085,88576
D,1559155087,88064
D,1559155089,88064
D,1559155091,88576
D,1559155094,88576
P,1559155095,5165
D,1559155096,88320
D,1559155098,88064
D,1559155100,87808
D,1559155102,87808
D,1559155107,87808
P,1559155124,5165
P,1559155154,5164
D,1559155154,88320
D,1559155156,89344
D,1559155158,89856
D,1559155160,89088
D,1559155163,88320
D,1559155165,89344
D,1559155167,89856
D,1559155169,89344
D,1559155171,89344
D,1559155174,90112
D,1559155176,87808
D,1559155179,88832
D,1559155181,88832
D,1559155184,89856
P,1559155184,5095
D,1559155186,89600
D,1559155188,89600
D,1559155190,90368
D,1559155191,90624
D,1559155194,88832
D,1559155196,88576
D,1559155198,88832
D,1559155200,90112
D,1559155202,89600
D,1559155205,89600
D,1559155207,88576
D,1559155209,89344
D,1559155211,88832
P,1559155213,5165
D,1559155213,89344
D,1559155216,88832
D,1559155218,89344
D,1559155220,89600
D,1559155222,89344
D,1559155224,88832
D,1559155227,89088
D,1559155229,88576
D,1559155231,87808
D,1559155232,88576
D,1559155234,88576
D,1559155237,88064
D,1559155239,89600
D,1559155241,89088
P,1559155242,5165
D,1559155243,89344
D,1559155245,88832
D,1559155248,89344
D,1559155250,89344
D,1559155252,88320
D,1559155254,88320
D,1559155257,88576
D,1559155260,88320
D,1559155262,88832
D,1559155264,88320
D,1559155268,88320
D,1559155270,88064
P,1559155272,5163
D,1559155273,87808
D,1559155274,88832
D,1559155276,89088
D,1559155280,88320
D,1559155282,88576
D,1559155295,88064
D,1559155297,88576
D,1559155300,87808
P,1559155301,5164
D,1559155302,89344
D,1559155304,90368
D,1559155307,89856
D,1559155309,87808
D,1559155311,88320
D,1559155317,87808
D,1559155325,87552
P,1559155330,5164
P,1559155359,5163
D,1559155388,87552
P,1559155389,5164
P,1559155418,5164
P,1559155448,5164
P,1559155478,5164
P,1559155507,5165
P,1559155536,5165
O,1559155560,247725,4088
O,1559155561,248695,254
O,1559155561,248607,483
O,1559155562,248725,523
O,1559155562,247129,4815
O,1559155563,249343,568
O,1559155563,249455,313
O,1559155564,249335,641
O,1559155564,249339,676
P,1559155565,5159
O,1559155565,249401,291
O,1559155566,249312,511
O,1559155566,249172,2152
O,1559155567,251542,488
O,1559155567,251768,937
O,1559155568,251409,466
O,1559155568,252753,1449
O,1559155569,253725,575
O,1559155570,254062,231
O,1559155570,254126,281
O,1559155571,254218,259
O,1559155571,254117,235
O,1559155572,254435,292
O,1559155572,254764,137
O,1559155573,254550,116
O,1559155574,254710,248
O,1559155574,254789,162
O,1559155575,254825,241
O,1559155575,254921,212
O,1559155576,255020,188
O,1559155576,255065,203
O,1559155577,255041,231
O,1559155578,254913,150
O,1559155578,254717,396
O,1559155579,254422,204
O,1559155579,254665,359
O,1559155580,254528,317
O,1559155580,254762,434
