H,1559778490,272815
D,1559778490,146944
D,1559778493,146432
D,1559778495,147456
D,1559778497,147712
D,1559778499,146688
P,1559778501,5019
D,1559778501,146944
D,1559778504,146944
D,1559778506,145664
D,1559778508,146432
D,1559778510,147712
D,1559778512,146688
D,1559778515,146688
D,1559778517,147200
D,1559778519,146688
D,1559778521,147200
D,1559778522,146688
D,1559778525,147456
D,1559778527,147200
D,1559778529,146688
P,1559778530,5055
D,1559778531,146944
D,1559778533,147968
D,1559778536,147456
D,1559778538,147712
D,1559778540,147712
D,1559778542,147968
D,1559778544,147712
D,1559778547,146432
D,1559778549,147968
D,1559778551,147456
D,1559778553,145920
D,1559778555,146176
D,1559778558,146176
D,1559778560,147200
P,1559778560,5055
D,1559778562,146176
D,1559778563,146432
D,1559778565,145920
D,1559778568,146688
D,1559778570,147200
D,1559778572,147712
D,1559778574,148224
D,1559778576,146944
D,1559778579,147200
D,1559778581,147200
D,1559778583,146688
D,1559778585,147200
D,1559778588,146432
P,1559778590,5056
D,1559778590,146688
D,1559778592,146176
D,1559778594,146688
D,1559778596,384768
R,1559778596,5C00DDFC90
R,1559778596,5C00DDFC90
R,1559778596,5C00DDFC90
X,1559778598,658002,9148
X,1559778599,658425,6523
X,1559778599,659227,3235
X,1559778600,659653,3235
X,1559778600,660867,2653
X,1559778601,660914,27207
X,1559778602,660462,5719
X,1559778602,658030,9122
X,1559778603,658696,5882
X,1559778603,657661,5764
X,1559778604,659458,3026
X,1559778604,659436,4184
X,1559778604,656500,14327
X,1559778605,654976,6983
X,1559778605,656340,9002
X,1559778606,655972,10056
X,1559778606,654883,8697
X,1559778607,655326,15403
X,1559778607,658936,6319
X,1559778608,661009,26900
X,1559778608,663111,3722
X,1559778609,662852,1959
X,1559778610,662662,1684
X,1559778610,662300,3401
X,1559778611,660770,15386
X,1559778611,657948,8187
X,1559778612,652789,14705
X,1559778612,653732,8504
X,1559778613,658186,6387
X,1559778614,658339,4613
X,1559778614,658662,5508
X,1559778615,660334,5769
X,1559778615,660824,3946
X,1559778616,661945,1914
X,1559778616,661970,24067
X,1559778617,662495,6198
X,1559778618,662182,15418
X,1559778618,664786,16705
P,1559778619,5049
X,1559778619,664203,4782
X,1559778619,663817,1980
X,1559778620,664597,3357
X,1559778620,664285,3477
X,1559778621,664676,2596
X,1559778622,663978,2148
X,1559778622,664356,2689
X,1559778623,664769,2397
X,1559778623,664372,2384
X,1559778624,664499,2373
X,1559778624,664303,14437
X,1559778625,664722,2602
X,1559778626,664639,2642
X,1559778626,660354,10751
X,1559778627,657764,9188
X,1559778627,660176,15881
X,1559778628,661118,14982
X,1559778628,662843,33751
X,1559778629,663958,47372
X,1559778630,660614,56527
X,1559778630,665274,46559
X,1559778631,660907,2974
X,1559778631,658650,11162
X,1559778632,659853,8099
X,1559778632,658027,60983
X,1559778633,663249,20579
X,1559778633,670907,10967
X,1559778634,648706,30448
X,1559778635,586120,18848
X,1559778635,271529,9573
X,1559778636,263050,2837
X,1559778636,263197,1057
X,1559778637,263041,721
X,1559778637,263186,334
X,1559778638,262596,1077
X,1559778639,262620,2007
X,1559778639,261907,924
X,1559778640,262263,1695
X,1559778640,262654,1618
X,1559778641,261853,955
O,1559778641,260693,2646
O,1559778642,261078,1245
O,1559778643,261294,2255
O,1559778643,260259,3014
O,1559778644,260350,3624
O,1559778644,260344,1100
O,1559778645,259525,4227
O,1559778645,260511,1473
O,1559778645,260500,1713
O,1559778646,261179,1717
O,1559778646,260810,1306
O,1559778647,261342,580
O,1559778647,261866,1203
P,1559778648,5049
O,1559778648,261628,1013
O,1559778648,261649,802
O,1559778649,261914,1446
O,1559778650,262496,650
O,1559778650,262164,360
O,1559778651,261912,594
O,1559778651,262024,695
O,1559778652,261559,1708
O,1559778652,259991,2254
O,1559778653,260915,2141
O,1559778653,260758,899
O,1559778654,260491,1185
O,1559778655,260711,747
O,1559778655,260974,1602
O,1559778656,260687,2351
O,1559778656,260122,1596
O,1559778657,259368,1599
O,1559778657,259558,1688
O,1559778658,260052,2048
O,1559778659,260231,1754
O,1559778659,260147,2905
O,1559778660,259846,1068
O,1559778660,259583,2219
O,1559778661,259011,1039
O,1559778661,259491,897
O,1559778662,259601,1097
O,1559778663,259445,790
O,1559778663,259505,1249
O,1559778664,259334,669
O,1559778664,259339,875
O,1559778665,259619,1112
O,1559778665,259621,1581
O,1559778666,260148,876
O,1559778667,259397,640
O,1559778667,259549,1046
O,1559778668,259152,3793
O,1559778668,258506,2285
O,1559778669,259673,1263
