H,1564071155,285076
D,1564071155,171776
D,1564071157,171776
D,1564071159,171264
D,1564071161,171264
P,1564071163,5087
D,1564071164,171520
D,1564071166,171776
D,1564071168,171520
D,1564071170,171264
D,1564071172,171776
D,1564071175,171264
D,1564071177,171520
D,1564071179,171520
D,1564071181,171520
D,1564071183,171264
D,1564071186,171264
D,1564071188,171776
D,1564071190,171264
D,1564071192,171776
P,1564071193,5110
D,1564071194,171264
D,1564071196,171776
D,1564071198,171264
D,1564071200,171520
D,1564071202,171008
D,1564071204,171776
D,1564071207,171776
D,1564071209,171520
D,1564071211,171264
D,1564071213,171264
D,1564071215,171520
D,1564071218,172032
D,1564071220,171520
D,1564071222,171264
P,1564071223,5112
D,1564071224,171776
D,1564071226,171264
D,1564071229,171520
D,1564071231,171776
D,1564071233,171520
D,1564071235,171520
D,1564071237,171520
D,1564071239,171520
D,1564071241,171264
D,1564071243,171264
D,1564071245,171264
D,1564071247,171264
D,1564071250,171776
P,1564071252,5108
D,1564071252,171264
D,1564071254,171008
D,1564071256,171008
D,1564071258,170496
D,1564071261,171008
D,1564071263,171520
D,1564071265,171264
D,1564071267,171264
D,1564071269,171264
D,1564071272,170752
D,1564071274,171776
R,1564071274,6000006000
X,1564071276,271653,1913
X,1564071276,271625,169
X,1564071277,271524,295
X,1564071277,271273,183
X,1564071278,271148,229
X,1564071278,270987,228
X,1564071278,270778,130
X,1564071279,270685,112
X,1564071279,270539,274
X,1564071280,270451,211
X,1564071280,270159,195
P,1564071281,5106
O,1564071281,269957,276
O,1564071281,269679,175
O,1564071282,269595,206
O,1564071283,269226,632
O,1564071283,268243,1329
O,1564071284,266032,1586
O,1564071284,258455,7511
O,1564071285,253638,38674
O,1564071285,282520,268
O,1564071286,282655,134
O,1564071287,282679,121
O,1564071287,282748,149
O,1564071288,282731,122
O,1564071288,282634,127
O,1564071289,282622,204
O,1564071289,282706,169
O,1564071290,282727,170
O,1564071291,282638,189
O,1564071291,282548,155
O,1564071292,282476,169
O,1564071292,282560,182
O,1564071293,282574,113
O,1564071293,282562,200
O,1564071294,282558,79
O,1564071295,282599,124
O,1564071295,282591,93
O,1564071296,282654,126
O,1564071296,282665,117
O,1564071297,282665,147
O,1564071297,282596,160
O,1564071298,282694,239
O,1564071298,282715,172
O,1564071299,282770,170
O,1564071300,282707,239
O,1564071300,282689,203
O,1564071301,282755,297
O,1564071301,282812,243
O,1564071302,282871,193
O,1564071302,282839,189
O,1564071303,282787,176
O,1564071304,282776,168
O,1564071304,282735,272
O,1564071305,282785,254
O,1564071305,282796,144
O,1564071306,282809,189
O,1564071306,282793,152
O,1564071307,282777,160
O,1564071308,282658,214
O,1564071308,282695,214
O,1564071309,282647,243
O,1564071309,282649,174
O,1564071310,282657,110
O,1564071310,282604,113
P,1564071311,5105
O,1564071311,282665,139
O,1564071312,282694,128
O,1564071312,282737,204
O,1564071313,282703,156
O,1564071313,282714,151
O,1564071314,282638,268
O,1564071314,282718,205
O,1564071315,282623,236
O,1564071315,282750,148
O,1564071316,282741,162
O,1564071317,282759,174
O,1564071317,282702,132
O,1564071318,282724,131
O,1564071318,282727,295
O,1564071319,282782,136
O,1564071319,282697,168
O,1564071319,282700,118
O,1564071320,282634,201
O,1564071320,282650,190
O,1564071321,282582,248
O,1564071321,282663,131
O,1564071322,282692,105
O,1564071322,282727,134
O,1564071323,282788,204
O,1564071324,282786,128
O,1564071324,282682,143
O,1564071325,282717,180
O,1564071325,282752,124
O,1564071326,282748,107
O,1564071326,282829,130
O,1564071327,282636,186
O,1564071328,282655,143
O,1564071328,282649,184
O,1564071329,282692,151
O,1564071329,282761,145
O,1564071330,282755,175
O,1564071330,282715,91
T,1564071330,3094
D,1564071332,178688
D,1564071334,178688
D,1564071336,177920
D,1564071338,178688
P,1564071340,5111
D,1564071341,178176
D,1564071343,178176
D,1564071345,178176
D,1564071347,178432
D,1564071349,178432
D,1564071352,178688
D,1564071354,178432
D,1564071356,178432
D,1564071358,178432
D,1564071360,178432
D,1564071362,178688
D,1564071364,178176
D,1564071366,178944
D,1564071368,179200
P,1564071369,5110
D,1564071370,178176
D,1564071373,178432
D,1564071375,178432
D,1564071377,178688
D,1564071379,179712
D,1564071381,178688
D,1564071384,178432
D,1564071386,178944
D,1564071388,178688
D,1564071390,178432
D,1564071392,178944
D,1564071395,178688
D,1564071397,178944
D,1564071399,178688
P,1564071399,4996
D,1564071401,179200
D,1564071402,178688
D,1564071405,178944
D,1564071407,178944
