H,1553482030,304245
P,1553482030,5174
P,1553482059,5170
P,1553482089,5173
P,1553482119,5174
P,1553482148,5172
P,1553482177,5173
P,1553482207,5173
P,1553482236,5173
P,1553482265,5173
P,1553482295,5171
P,1553482324,5173
P,1553482353,5171
P,1553482382,5171
P,1553482413,5173
P,1553482442,5173
P,1553482471,5173
P,1553482501,5174
P,1553482530,5171
P,1553482559,5171
P,1553482588,5173
P,1553482618,5173
P,1553482647,5173
P,1553482676,5173
P,1553482707,5174
P,1553482736,5173
P,1553482765,5174
P,1553482794,5173
P,1553482824,5175
P,1553482853,5174
P,1553482882,5171
P,1553482912,5171
P,1553482941,5170
P,1553482970,5172
P,1553483000,5173
P,1553483030,5173
P,1553483059,5172
P,1553483088,5173
P,1553483117,5171
P,1553483147,5173
P,1553483176,5169
P,1553483205,5173
P,1553483235,5173
P,1553483264,5173
P,1553483294,5173
P,1553483323,5173
P,1553483353,5173
P,1553483382,5171
P,1553483411,5173
P,1553483441,5172
O,1553483459,333885,2158
O,1553483460,334164,366
O,1553483460,334448,138
O,1553483461,334403,185
O,1553483461,334596,188
O,1553483462,334703,99
O,1553483463,334734,592
O,1553483463,334150,957
O,1553483464,334733,915
O,1553483464,336778,1013
O,1553483465,337849,4019
O,1553483465,335641,1981
O,1553483466,335329,603
O,1553483466,335405,382
O,1553483467,334456,367
O,1553483468,334654,365
O,1553483468,334526,417
O,1553483469,334416,814
O,1553483469,333826,809
O,1553483470,334354,1091
P,1553483470,5165
O,1553483470,332244,3636
O,1553483471,332487,2207
O,1553483472,332791,1082
O,1553483472,332237,2149
O,1553483473,332681,1600
O,1553483473,332391,2186
O,1553483474,333592,933
O,1553483474,334563,546
O,1553483475,334788,1173
O,1553483476,334422,1334
O,1553483476,334302,4613
O,1553483477,338025,7153
O,1553483477,336310,7701
O,1553483478,331557,4856
O,1553483478,334922,2345
O,1553483479,334980,1952
O,1553483479,333937,876
O,1553483480,338025,6506
O,1553483481,337587,2253
O,1553483481,335123,1049
O,1553483482,334644,1797
O,1553483482,335646,802
O,1553483483,334726,483
O,1553483483,334644,288
O,1553483484,334456,234
O,1553483485,334513,292
O,1553483485,334873,328
O,1553483486,334840,109
O,1553483486,334695,195
O,1553483486,334632,275
O,1553483486,334674,56
O,1553483487,334853,257
O,1553483488,334826,282
O,1553483488,334867,176
O,1553483489,334594,375
O,1553483489,334493,98
O,1553483490,334707,188
O,1553483490,334869,105
O,1553483491,334922,103
O,1553483492,334953,133
O,1553483492,334991,138
O,1553483493,334875,171
O,1553483493,334875,91
O,1553483494,335078,218
O,1553483494,335210,170
O,1553483495,335146,149
O,1553483495,335209,161
O,1553483496,335354,182
O,1553483497,335081,168
O,1553483497,335207,163
O,1553483498,335138,242
O,1553483498,335306,239
O,1553483499,335269,190
P,1553483499,5164
O,1553483499,335180,129
O,1553483500,335101,162
O,1553483501,335068,335
O,1553483501,335016,101
O,1553483502,335029,193
O,1553483502,334887,170
O,1553483503,334827,122
O,1553483503,334740,236
O,1553483504,334770,188
O,1553483505,334941,130
O,1553483505,334908,162
O,1553483506,334900,125
O,1553483506,334901,139
O,1553483507,334761,488
O,1553483507,334592,180
O,1553483508,334770,170
O,1553483509,334883,209
O,1553483509,335018,185
O,1553483510,335083,96
O,1553483510,335070,83
O,1553483511,334912,490
O,1553483511,334841,573
O,1553483512,334571,380
O,1553483512,334760,466
O,1553483513,335017,335
O,1553483514,335551,241
O,1553483514,335367,522
O,1553483515,335081,570
T,1553483515,2789
P,1553483528,5173
P,1553483558,5173
P,1553483588,5173
P,1553483617,5173
P,1553483647,5172
P,1553483676,5171
P,1553483706,5173
P,1553483735,5173
P,1553483765,5172
P,1553483794,5172
P,1553483823,5172
P,1553483853,5172
P,1553483883,5171
P,1553483912,5173
P,1553483941,5172
P,1553483971,5172
P,1553484000,5172
P,1553484029,5173
P,1553484059,5173
P,1553484088,5173
P,1553484117,5171
P,1553484146,5172
P,1553484177,5172
P,1553484206,5173
P,1553484235,5172
P,1553484265,5172
P,1553484294,5170
P,1553484323,5171
P,1553484352,5172
P,1553484382,5172
P,1553484411,5173
P,1553484440,5170
P,1553484471,5173
P,1553484500,5171
P,1553484529,5173
P,1553484558,5171
P,1553484588,5172
P,1553484617,5171
P,1553484646,5171
P,1553484676,5173
P,1553484705,5173
P,1553484734,5173
P,1553484764,5171
P,1553484794,5173
P,1553484823,5171
P,1553484852,5173
P,1553484881,5173
P,1553484911,5171
P,1553484940,5172
P,1553484969,5173
P,1553484999,5173
P,1553485028,5172
