H,1563988037,285076
T,1563988037,3099
D,1563988038,177664
D,1563988041,177664
D,1563988043,178176
D,1563988045,178688
D,1563988047,178176
D,1563988049,178432
D,1563988052,178688
D,1563988054,178688
D,1563988056,178432
P,1563988057,5129
D,1563988058,177664
D,1563988060,178432
R,1563988060,000000000
X,1563988062,271494,1688
X,1563988063,271599,334
X,1563988063,271588,195
X,1563988064,271567,178
X,1563988065,271587,370
X,1563988065,271472,173
X,1563988066,271509,477
X,1563988066,271576,186
X,1563988067,271492,322
X,1563988067,271502,346
X,1563988068,271381,242
O,1563988068,271443,177
O,1563988069,271396,168
O,1563988070,271601,469
O,1563988070,271555,216
O,1563988071,271626,136
O,1563988071,271676,96
O,1563988072,271660,124
O,1563988072,271683,243
O,1563988072,271889,192
O,1563988073,271766,174
O,1563988073,271821,185
O,1563988074,272003,322
O,1563988074,271693,300
O,1563988075,271941,122
O,1563988075,271900,335
O,1563988076,271900,192
O,1563988077,271848,299
O,1563988077,271773,357
O,1563988078,271778,309
O,1563988078,271796,312
O,1563988079,271617,200
O,1563988079,271674,238
O,1563988080,271654,376
O,1563988081,271829,381
O,1563988081,272012,173
O,1563988082,271967,115
O,1563988082,271935,121
O,1563988083,272010,141
O,1563988083,272096,228
O,1563988084,271974,280
O,1563988084,271913,239
O,1563988085,271515,317
O,1563988086,271340,700
O,1563988086,271879,261
P,1563988086,5120
O,1563988087,271763,310
O,1563988087,271813,237
O,1563988088,272054,146
O,1563988088,271945,188
O,1563988089,271903,171
O,1563988090,271955,206
O,1563988090,272072,58
O,1563988091,272113,104
O,1563988091,272107,132
O,1563988092,272137,240
O,1563988092,271857,265
O,1563988093,271740,210
O,1563988094,271850,180
O,1563988094,271956,102
O,1563988095,271902,151
O,1563988095,271606,264
O,1563988096,271521,448
O,1563988096,271918,283
O,1563988097,272107,134
O,1563988098,271977,201
O,1563988098,271900,181
O,1563988099,271928,118
O,1563988099,271861,116
O,1563988100,271879,206
O,1563988100,271891,219
O,1563988101,271906,456
O,1563988101,271738,209
O,1563988102,271758,297
O,1563988103,271618,412
O,1563988103,272047,511
O,1563988104,272309,904
O,1563988104,271692,246
O,1563988105,271996,219
O,1563988105,272331,353
O,1563988106,272436,193
O,1563988107,272222,153
O,1563988107,271989,154
O,1563988108,271935,259
O,1563988108,271957,207
O,1563988109,271890,110
O,1563988109,271865,136
O,1563988110,272114,284
O,1563988111,272139,190
O,1563988111,271985,145
O,1563988112,271969,204
O,1563988112,271584,517
O,1563988113,271375,420
O,1563988113,271665,269
O,1563988113,271707,644
O,1563988114,271308,288
O,1563988114,271485,192
O,1563988115,271574,249
O,1563988115,271767,199
P,1563988116,5120
O,1563988116,271810,199
O,1563988116,271952,143
O,1563988117,271947,97
T,1563988117,3099
D,1563988118,178176
D,1563988120,177664
D,1563988123,178432
D,1563988125,178432
D,1563988127,178432
D,1563988129,178432
D,1563988131,177664
R,1563988132,F000000000
X,1563988133,271432,1825
X,1563988134,271689,245
X,1563988134,271610,69
X,1563988135,271710,121
X,1563988136,271669,100
X,1563988136,271670,129
X,1563988137,271652,137
X,1563988137,271611,93
X,1563988138,271610,161
X,1563988138,271611,102
X,1563988139,271621,241
O,1563988140,271751,253
O,1563988140,271617,210
O,1563988141,271850,153
O,1563988141,271643,243
O,1563988142,271615,173
O,1563988142,271614,179
O,1563988143,271595,132
O,1563988143,271714,77
O,1563988144,271755,91
O,1563988145,271657,130
O,1563988145,271634,103
P,1563988146,5121
O,1563988146,271646,188
O,1563988146,271619,161
O,1563988147,271764,405
O,1563988147,271782,121
O,1563988148,271829,150
O,1563988149,271861,136
O,1563988149,271835,148
O,1563988150,271898,156
O,1563988150,271872,105
O,1563988151,271887,82
O,1563988151,271884,150
O,1563988152,271945,134
O,1563988153,271804,223
O,1563988153,271789,99
O,1563988154,271804,112
O,1563988154,271770,126
O,1563988154,271818,131
O,1563988154,271846,89
O,1563988155,271882,149
O,1563988156,271822,86
O,1563988156,271840,95
O,1563988157,271877,103
O,1563988157,271880,109
O,1563988158,271874,106
O,1563988158,271909,116
O,1563988159,271911,161
O,1563988159,271962,158
O,1563988160,271994,86
O,1563988161,272010,110
