H,1563948554,285076
D,1563948554,168960
D,1563948556,168960
D,1563948558,168704
D,1563948561,169472
D,1563948563,169216
D,1563948565,168960
D,1563948567,169216
D,1563948569,168704
P,1563948570,5058
D,1563948572,168704
D,1563948574,168960
D,1563948576,168704
D,1563948578,168704
D,1563948580,168448
D,1563948583,168960
D,1563948585,168704
D,1563948587,168448
D,1563948589,168704
D,1563948590,168704
D,1563948593,169216
D,1563948595,168960
D,1563948597,169472
P,1563948599,5078
D,1563948599,168960
D,1563948601,169472
D,1563948604,169472
D,1563948606,169728
D,1563948608,168960
D,1563948610,169728
D,1563948612,169472
D,1563948615,168960
D,1563948617,168448
D,1563948619,168960
D,1563948621,169728
D,1563948623,168960
D,1563948626,168960
D,1563948628,169216
P,1563948629,5078
D,1563948630,169472
D,1563948631,168448
D,1563948633,168960
D,1563948636,168960
D,1563948638,168960
D,1563948640,168448
D,1563948642,169472
D,1563948644,168704
D,1563948647,169728
D,1563948649,169216
D,1563948651,168704
D,1563948653,169216
D,1563948655,168960
D,1563948658,169216
P,1563948658,5077
D,1563948660,168704
D,1563948662,168960
D,1563948664,168960
D,1563948667,168704
D,1563948669,168704
D,1563948671,168448
D,1563948673,168704
D,1563948675,168960
D,1563948678,168960
D,1563948680,168704
D,1563948682,168960
D,1563948684,168960
D,1563948686,169472
P,1563948688,5076
D,1563948689,168960
R,1563948689,000000000
X,1563948690,260769,1768
X,1563948691,261024,108
X,1563948691,261001,171
X,1563948692,261070,175
X,1563948693,260963,274
X,1563948693,261135,146
X,1563948694,261311,129
X,1563948694,261395,103
X,1563948695,261507,200
X,1563948695,261186,387
X,1563948696,261043,166
O,1563948697,261168,266
O,1563948697,261412,162
O,1563948698,261543,93
O,1563948698,261491,191
O,1563948699,261521,215
O,1563948699,261481,120
O,1563948700,261444,138
O,1563948701,261315,178
O,1563948701,261208,204
O,1563948702,261253,203
O,1563948702,261220,426
O,1563948703,261227,165
O,1563948703,261446,177
O,1563948704,261532,117
O,1563948704,261532,139
O,1563948705,261530,150
O,1563948706,261496,153
O,1563948706,261547,131
O,1563948707,261568,134
O,1563948707,261528,93
O,1563948708,261656,149
O,1563948708,261733,194
O,1563948709,261832,169
O,1563948710,261723,99
O,1563948710,261821,123
O,1563948711,261726,288
O,1563948711,261505,95
O,1563948712,261414,170
O,1563948712,261341,201
O,1563948713,261520,226
O,1563948713,261700,166
O,1563948713,261779,69
O,1563948714,261744,154
O,1563948714,261647,133
O,1563948715,261506,221
O,1563948715,261522,140
O,1563948716,261452,195
O,1563948717,261419,169
O,1563948717,261591,139
P,1563948717,5070
O,1563948718,261678,173
O,1563948718,261681,107
O,1563948719,261681,157
O,1563948719,261635,92
O,1563948720,261671,212
O,1563948720,261739,206
O,1563948721,261797,110
O,1563948722,261817,111
O,1563948722,261677,242
O,1563948723,261631,85
O,1563948723,261610,208
O,1563948724,261635,342
O,1563948724,261716,137
O,1563948725,261823,103
O,1563948726,261813,84
O,1563948726,261837,113
O,1563948727,261734,239
O,1563948727,261597,116
O,1563948728,261661,232
O,1563948728,261494,216
O,1563948729,261546,229
O,1563948730,261504,193
O,1563948730,261520,203
O,1563948731,261695,146
O,1563948731,261805,118
O,1563948732,261868,168
O,1563948732,261813,164
O,1563948733,261870,74
O,1563948734,261875,94
O,1563948734,261836,141
O,1563948735,261647,197
O,1563948735,261542,141
O,1563948736,261582,92
O,1563948736,261681,107
O,1563948737,261775,137
O,1563948737,261823,206
O,1563948738,261995,130
O,1563948739,261849,127
O,1563948739,261861,177
O,1563948740,261923,157
O,1563948740,261985,231
O,1563948741,261988,108
O,1563948741,261895,122
O,1563948742,261852,158
O,1563948743,261901,103
O,1563948743,261989,95
O,1563948744,261979,99
O,1563948744,262017,100
O,1563948745,261994,156
O,1563948745,262001,136
O,1563948746,261954,161
T,1563948746,3034
D,1563948747,169472
P,1563948747,5078
D,1563948750,168960
D,1563948752,169216
D,1563948754,169216
D,1563948755,169216
D,1563948757,169472
D,1563948760,169728
D,1563948762,169216
D,1563948764,169984
D,1563948766,169728
D,1563948768,168960
D,1563948771,169472
D,1563948773,169216
D,1563948775,169472
P,1563948776,5075
D,1563948777,168960
D,1563948779,169472
D,1563948782,168960
D,1563948784,169472
D,1563948786,168960
D,1563948788,169472
D,1563948790,169216
D,1563948793,168704
D,1563948795,169472
D,1563948796,169728
D,1563948798,169216
D,1563948800,169216
D,1563948803,169216
D,1563948805,169216
P,1563948806,5077
D,1563948807,168960
