H,1564039232,285076
P,1564039232,5065
D,1564039233,175360
D,1564039235,175616
D,1564039238,174848
D,1564039240,175360
D,1564039242,175616
D,1564039244,175872
D,1564039246,175872
D,1564039249,175616
D,1564039251,175360
D,1564039253,175616
D,1564039255,174848
D,1564039257,175616
D,1564039259,175104
D,1564039261,175360
P,1564039262,5065
D,1564039263,175104
D,1564039265,175104
D,1564039267,175360
D,1564039270,174848
D,1564039272,175360
D,1564039274,175104
D,1564039276,175616
D,1564039278,175616
D,1564039281,175360
D,1564039283,175872
D,1564039285,175360
D,1564039287,175104
D,1564039289,175104
P,1564039292,5062
D,1564039292,174848
D,1564039294,175616
D,1564039296,175616
D,1564039298,176128
D,1564039300,176384
D,1564039302,175616
D,1564039304,175616
D,1564039306,175104
D,1564039308,175360
D,1564039310,175104
D,1564039313,175616
R,1564039313,000000000
X,1564039314,274971,2032
X,1564039315,275112,190
X,1564039316,275094,87
X,1564039316,275176,121
X,1564039317,275205,120
X,1564039317,275173,91
X,1564039318,275215,207
X,1564039318,275182,166
X,1564039319,275158,67
X,1564039320,275110,113
X,1564039320,275078,90
P,1564039321,5060
O,1564039321,275147,143
O,1564039321,275222,131
O,1564039322,275200,137
O,1564039322,275214,111
O,1564039323,275189,149
O,1564039324,275205,153
O,1564039324,275262,142
O,1564039325,275089,150
O,1564039325,275095,143
O,1564039326,275046,102
O,1564039326,275104,182
O,1564039327,275202,132
O,1564039328,275252,178
O,1564039328,275279,155
O,1564039329,275207,155
O,1564039329,275245,113
O,1564039330,275224,217
O,1564039330,275277,52
O,1564039331,275229,102
O,1564039331,275163,100
O,1564039332,275183,127
O,1564039333,275284,189
O,1564039333,275316,144
O,1564039334,275302,147
O,1564039334,275272,127
O,1564039335,275347,112
O,1564039335,275373,71
O,1564039336,275325,133
O,1564039337,275264,141
O,1564039337,275221,151
O,1564039338,275292,156
O,1564039338,275256,99
O,1564039339,275241,123
O,1564039339,275288,89
O,1564039340,275324,122
O,1564039341,275366,74
O,1564039341,275341,129
O,1564039341,275271,187
O,1564039341,275123,86
O,1564039342,275251,149
O,1564039342,275282,102
O,1564039343,275314,120
O,1564039344,275429,163
O,1564039344,275349,216
O,1564039345,275213,80
O,1564039345,275209,174
O,1564039346,275251,111
O,1564039346,275302,126
O,1564039347,275240,78
O,1564039347,275134,192
O,1564039348,275067,97
O,1564039349,274949,236
O,1564039349,275017,84
O,1564039350,275124,107
P,1564039350,5058
O,1564039350,275187,132
O,1564039351,275216,100
O,1564039351,275232,93
O,1564039352,275272,104
O,1564039353,275320,126
O,1564039353,275261,187
O,1564039354,275169,83
O,1564039354,275215,120
O,1564039355,275200,174
O,1564039355,275177,226
O,1564039356,275101,130
O,1564039357,275126,154
O,1564039357,275137,106
O,1564039358,275224,209
O,1564039358,275291,127
O,1564039359,275322,130
O,1564039359,275272,123
O,1564039360,275155,101
O,1564039360,275095,82
O,1564039361,275084,127
O,1564039362,275054,125
O,1564039362,274996,132
O,1564039363,274960,186
O,1564039363,275127,156
O,1564039364,275175,157
O,1564039364,275139,220
O,1564039365,275045,185
O,1564039366,274985,204
O,1564039366,275084,198
O,1564039367,275219,127
O,1564039367,275217,118
O,1564039368,275249,63
O,1564039368,275209,185
O,1564039369,275246,98
O,1564039370,275247,114
O,1564039370,275145,194
T,1564039370,3074
D,1564039371,175872
D,1564039374,175616
D,1564039376,175104
D,1564039378,175360
R,1564039378,000000000
X,1564039380,275001,1831
P,1564039380,5057
X,1564039380,275319,97
X,1564039381,275369,200
X,1564039382,275275,391
X,1564039382,275153,270
X,1564039382,275204,289
X,1564039382,275162,69
X,1564039383,275264,175
X,1564039383,275289,94
X,1564039384,275242,154
X,1564039385,275259,242
O,1564039385,275195,219
O,1564039386,275069,108
O,1564039386,275113,329
O,1564039387,275298,166
O,1564039387,275270,182
O,1564039388,275271,61
O,1564039389,275231,156
O,1564039389,275210,207
O,1564039390,275069,162
O,1564039390,274952,115
O,1564039391,275140,239
O,1564039391,275259,114
O,1564039392,275289,107
O,1564039393,275295,94
O,1564039393,275308,99
O,1564039394,275280,162
O,1564039394,275194,163
O,1564039395,275193,139
O,1564039395,275237,156
O,1564039396,275160,168
O,1564039396,275129,183
O,1564039397,275107,176
O,1564039398,275146,101
O,1564039398,274979,106
