H,1561527283,295524
P,1561527283,5218
P,1561527312,5219
P,1561527342,5218
P,1561527371,5219
P,1561527401,5215
P,1561527431,5218
P,1561527460,5219
P,1561527489,5215
P,1561527518,5216
P,1561527548,5219
P,1561527577,5219
P,1561527606,5219
P,1561527636,5219
P,1561527665,5218
P,1561527695,5216
P,1561527724,5216
P,1561527754,5218
P,1561527783,5218
P,1561527812,5218
P,1561527842,5219
P,1561527871,5219
P,1561527900,5216
P,1561527929,5218
P,1561527959,5219
P,1561527989,5219
P,1561528018,5219
P,1561528048,5219
P,1561528077,5217
P,1561528106,5218
P,1561528135,5216
P,1561528165,5219
P,1561528194,5218
P,1561528223,5217
P,1561528253,5215
P,1561528283,5219
P,1561528312,5218
P,1561528341,5219
P,1561528371,5216
P,1561528400,5219
P,1561528429,5219
P,1561528459,5218
P,1561528488,5218
P,1561528517,5219
P,1561528546,5219
P,1561528577,5216
P,1561528606,5217
P,1561528635,5215
P,1561528664,5216
P,1561528694,5220
P,1561528723,5217
P,1561528752,5217
P,1561528782,5219
P,1561528811,5219
P,1561528840,5219
P,1561528870,5217
P,1561528900,5219
P,1561528929,5219
P,1561528958,5219
P,1561528988,5219
P,1561529018,5219
P,1561529047,5219
P,1561529076,5219
P,1561529106,5219
P,1561529135,5219
P,1561529165,5218
P,1561529195,5220
P,1561529224,5217
P,1561529253,5218
P,1561529282,5217
P,1561529312,5220
O,1561529319,273410,2915
O,1561529319,273814,120
O,1561529320,273820,102
O,1561529321,273772,165
O,1561529321,273702,157
O,1561529321,273676,93
O,1561529321,273632,174
O,1561529322,273571,89
O,1561529322,273533,175
O,1561529323,273636,296
O,1561529323,273497,93
O,1561529324,273536,124
O,1561529325,273350,196
O,1561529325,273425,163
O,1561529326,273458,144
O,1561529326,273615,124
O,1561529327,273574,198
O,1561529327,273622,159
O,1561529328,273567,187
O,1561529329,273520,154
O,1561529329,273427,143
O,1561529330,273438,117
O,1561529330,273375,138
O,1561529331,273268,115
O,1561529331,273221,283
O,1561529332,273236,197
O,1561529333,273317,97
O,1561529333,273364,233
O,1561529334,273449,199
O,1561529334,273335,171
O,1561529335,273128,255
O,1561529335,273188,128
O,1561529336,273200,154
O,1561529336,273223,191
O,1561529337,273168,152
O,1561529338,273070,151
O,1561529338,273130,170
O,1561529339,273142,85
O,1561529339,273148,132
O,1561529340,273026,248
O,1561529340,273098,143
O,1561529341,273080,235
P,1561529341,5212
O,1561529342,273167,201
O,1561529342,273318,173
O,1561529343,273205,127
O,1561529343,273243,123
O,1561529344,273204,147
O,1561529344,273218,212
O,1561529345,273224,200
O,1561529346,273288,269
O,1561529346,273261,139
O,1561529347,273240,119
O,1561529347,273157,137
O,1561529348,273228,216
O,1561529348,273119,312
O,1561529349,273130,179
O,1561529350,273300,88
O,1561529350,273277,144
O,1561529351,273292,165
O,1561529351,273309,204
O,1561529352,273262,165
O,1561529352,273106,100
O,1561529353,272932,296
O,1561529353,272945,157
O,1561529354,272989,134
O,1561529355,273032,159
O,1561529355,272944,184
O,1561529356,273009,91
O,1561529356,273071,118
O,1561529357,273071,153
O,1561529357,273046,149
O,1561529358,273142,130
O,1561529359,273118,156
O,1561529359,273056,173
O,1561529360,273060,152
O,1561529360,273107,92
O,1561529361,272994,234
O,1561529361,272823,147
O,1561529362,272975,125
O,1561529362,272997,134
O,1561529362,272958,138
O,1561529363,272956,105
O,1561529363,272897,268
O,1561529364,272980,151
O,1561529364,272959,143
O,1561529365,272845,105
O,1561529366,273016,116
O,1561529366,273040,122
O,1561529367,273005,95
O,1561529367,273035,133
O,1561529368,273041,57
O,1561529368,272960,274
O,1561529369,272833,120
O,1561529369,272716,144
O,1561529370,272634,269
P,1561529370,5211
O,1561529371,272654,138
O,1561529371,272708,124
O,1561529372,272815,178
O,1561529372,272950,84
O,1561529373,272880,107
O,1561529373,272906,154
T,1561529374,3054
P,1561529400,5217
P,1561529429,5219
P,1561529459,5219
P,1561529488,5219
P,1561529518,5216
P,1561529547,5216
P,1561529576,5219
P,1561529606,5217
P,1561529635,5219
P,1561529664,5218
P,1561529693,5218
P,1561529723,5218
P,1561529753,5219
P,1561529782,5220
P,1561529812,5218
P,1561529841,5219
P,1561529870,5216
P,1561529899,5218
P,1561529929,5219
P,1561529958,5219
P,1561529987,5219
P,1561530017,5219
P,1561530047,5220
P,1561530076,5219
P,1561530105,5219
P,1561530135,5218
P,1561530164,5218
P,1561530193,5219
P,1561530223,5220
