H,1563991582,285076
D,1563991582,176384
P,1563991584,5123
D,1563991585,176896
D,1563991587,177152
D,1563991589,177152
D,1563991591,176640
D,1563991594,176896
D,1563991596,177152
D,1563991598,177408
D,1563991599,177152
D,1563991601,176640
D,1563991604,176640
D,1563991606,176640
D,1563991608,177152
D,1563991610,176896
D,1563991612,176896
P,1563991613,5123
D,1563991615,176896
D,1563991617,176896
D,1563991619,176896
D,1563991621,177152
D,1563991623,176640
D,1563991626,176896
D,1563991628,177664
D,1563991630,176896
D,1563991632,176640
D,1563991634,176896
D,1563991637,176896
D,1563991639,177152
D,1563991640,177408
D,1563991642,177408
P,1563991643,5123
D,1563991644,176896
D,1563991647,176896
D,1563991649,177408
D,1563991651,176384
D,1563991653,177408
D,1563991655,176896
D,1563991658,176896
D,1563991660,176896
D,1563991662,176640
D,1563991664,177152
D,1563991666,176896
D,1563991669,176384
D,1563991671,176640
P,1563991673,5123
D,1563991673,176896
D,1563991675,176640
D,1563991677,177152
D,1563991680,176896
R,1563991680,000000000
X,1563991681,270064,1756
X,1563991681,270218,125
X,1563991682,270240,90
X,1563991682,270271,84
X,1563991683,270231,133
X,1563991683,270256,129
X,1563991684,270219,145
X,1563991684,270196,129
X,1563991685,270123,88
X,1563991685,270107,109
X,1563991686,270030,95
O,1563991687,270035,84
O,1563991687,270036,176
O,1563991688,270047,100
O,1563991688,270026,136
O,1563991689,270018,204
O,1563991689,269940,62
O,1563991690,269951,116
O,1563991691,269893,82
O,1563991691,269929,151
O,1563991692,269924,103
O,1563991692,269929,202
O,1563991693,269956,142
O,1563991693,270021,136
O,1563991694,270007,122
O,1563991695,270000,85
O,1563991695,269966,98
O,1563991696,270007,104
O,1563991696,270022,73
O,1563991697,270012,207
O,1563991697,269989,61
O,1563991698,269970,137
O,1563991699,269999,123
O,1563991699,270042,138
O,1563991700,270084,110
O,1563991700,270102,115
O,1563991701,270103,147
O,1563991701,270096,112
P,1563991702,5114
O,1563991702,270127,169
O,1563991702,270132,96
O,1563991703,270123,121
O,1563991704,270075,124
O,1563991704,270085,79
O,1563991705,270075,91
O,1563991705,270079,123
O,1563991706,270115,113
O,1563991706,270073,83
O,1563991707,270090,104
O,1563991708,270095,81
O,1563991708,270133,132
O,1563991709,270095,113
O,1563991709,270124,128
O,1563991710,270093,94
O,1563991710,270086,162
O,1563991711,270105,110
O,1563991712,270113,131
O,1563991712,270127,59
O,1563991713,270138,69
O,1563991713,270136,93
O,1563991714,270105,76
O,1563991714,270100,117
O,1563991715,270147,124
O,1563991716,270136,130
O,1563991716,270129,133
O,1563991717,270176,169
O,1563991717,270163,145
O,1563991718,270135,89
O,1563991718,270159,52
O,1563991719,270210,128
O,1563991719,270152,119
O,1563991720,270082,187
O,1563991721,270183,232
O,1563991721,270111,171
O,1563991722,270109,103
O,1563991722,270199,81
O,1563991722,270170,114
O,1563991722,270098,117
O,1563991723,270141,103
O,1563991724,270277,143
O,1563991724,270261,99
O,1563991725,270205,124
O,1563991725,270144,86
O,1563991726,270117,106
O,1563991726,270098,55
O,1563991727,270109,101
O,1563991728,270069,130
O,1563991728,270128,97
O,1563991729,270122,97
O,1563991729,270137,45
O,1563991730,270112,108
O,1563991730,270108,94
P,1563991731,5116
O,1563991731,270052,152
O,1563991732,270026,93
O,1563991732,270064,104
O,1563991733,270039,102
O,1563991733,270059,90
O,1563991734,270067,134
O,1563991734,270112,134
O,1563991735,270110,136
O,1563991735,270165,127
O,1563991736,270152,158
T,1563991736,3076
D,1563991737,176640
D,1563991740,177152
D,1563991742,176384
D,1563991744,176896
D,1563991746,176640
D,1563991748,176640
D,1563991751,176896
D,1563991753,177152
D,1563991755,176640
D,1563991757,176640
D,1563991759,176896
P,1563991761,5123
D,1563991762,175872
D,1563991763,176640
D,1563991765,176896
D,1563991767,176128
D,1563991769,176640
D,1563991772,176896
D,1563991774,176896
D,1563991776,176896
D,1563991778,176640
D,1563991780,176640
D,1563991783,176896
D,1563991785,177408
D,1563991787,176640
D,1563991789,176896
P,1563991790,5122
D,1563991791,176384
D,1563991794,176896
D,1563991796,176640
D,1563991798,176640
D,1563991800,176384
D,1563991802,176640
D,1563991804,177152
D,1563991806,176896
D,1563991808,176640
D,1563991810,176640
D,1563991812,176896
D,1563991815,176896
D,1563991817,176384
D,1563991819,177152
P,1563991819,5123
D,1563991821,177152
D,1563991823,176896
D,1563991826,177408
D,1563991828,176640
D,1563991830,176384
D,1563991832,176896
