H,1564124974,285076
D,1564124974,171008
D,1564124977,170496
D,1564124979,171008
D,1564124981,170752
D,1564124983,170752
D,1564124985,171264
P,1564124985,5043
D,1564124988,171520
D,1564124990,171520
D,1564124992,171776
D,1564124994,172032
D,1564124996,171520
D,1564124999,171520
D,1564125001,171776
D,1564125003,171008
D,1564125005,171008
D,1564125007,171776
D,1564125009,171520
D,1564125011,171520
D,1564125013,171520
P,1564125015,5046
D,1564125015,171264
D,1564125017,172032
D,1564125020,171520
D,1564125022,171776
D,1564125024,171520
D,1564125026,171520
D,1564125028,171776
D,1564125031,171776
D,1564125033,171776
D,1564125035,171776
D,1564125037,171264
D,1564125039,171264
D,1564125042,171520
D,1564125044,172032
P,1564125045,5049
D,1564125046,172032
D,1564125048,171520
D,1564125050,171264
D,1564125052,171520
D,1564125054,171776
D,1564125056,172032
D,1564125058,171264
D,1564125060,171776
D,1564125063,172032
R,1564125063,000000000
X,1564125065,263568,1878
X,1564125065,263737,169
X,1564125066,263719,83
X,1564125066,263788,101
X,1564125067,263810,86
X,1564125067,263832,148
X,1564125068,263858,174
X,1564125068,263811,92
X,1564125069,263732,98
X,1564125070,263591,264
X,1564125070,263626,389
O,1564125071,263723,131
O,1564125071,263917,178
O,1564125072,263992,116
O,1564125072,263912,154
O,1564125073,263778,310
O,1564125074,263695,228
P,1564125074,5042
O,1564125074,263684,155
O,1564125075,263629,224
O,1564125075,263786,169
O,1564125076,263759,145
O,1564125076,263861,286
O,1564125077,263906,121
O,1564125078,263963,143
O,1564125078,263996,88
O,1564125079,264041,71
O,1564125079,264013,90
O,1564125080,264018,133
O,1564125080,263962,128
O,1564125081,263982,143
O,1564125082,263987,105
O,1564125082,263983,37
O,1564125083,264002,71
O,1564125083,264053,142
O,1564125084,264062,76
O,1564125084,264096,81
O,1564125085,264170,132
O,1564125085,264157,120
O,1564125086,264079,143
O,1564125087,264010,103
O,1564125087,263913,134
O,1564125088,263875,71
O,1564125088,263805,119
O,1564125089,263831,134
O,1564125089,263911,70
O,1564125090,263902,130
O,1564125091,263778,108
O,1564125091,263705,122
O,1564125091,263652,101
O,1564125091,263532,324
O,1564125092,263472,200
O,1564125092,263384,180
O,1564125093,263391,222
O,1564125094,263400,161
O,1564125094,263469,134
O,1564125095,263504,165
O,1564125095,263488,185
O,1564125096,263498,171
O,1564125096,263456,116
O,1564125097,263527,142
O,1564125098,263441,321
O,1564125098,263336,179
O,1564125099,263478,147
O,1564125099,263503,235
O,1564125100,263431,298
O,1564125100,263487,308
O,1564125101,263375,229
O,1564125101,263367,240
O,1564125102,263378,1096
O,1564125103,263165,507
P,1564125103,5045
O,1564125103,263192,546
O,1564125104,263185,536
O,1564125104,262917,370
O,1564125105,263045,350
O,1564125105,263003,188
O,1564125106,263098,283
O,1564125107,263042,341
O,1564125107,263036,137
O,1564125108,263286,278
O,1564125108,263323,307
O,1564125109,263340,228
O,1564125109,263388,175
O,1564125110,263243,126
O,1564125111,263355,176
O,1564125111,263281,116
O,1564125112,263223,121
O,1564125112,263293,158
O,1564125113,263057,457
O,1564125113,263148,241
O,1564125114,263163,228
O,1564125114,263365,141
O,1564125115,263264,356
O,1564125116,263383,152
O,1564125116,263416,190
O,1564125117,263525,218
O,1564125117,263669,129
O,1564125118,263696,245
O,1564125118,263715,148
O,1564125119,263826,92
O,1564125120,263830,136
O,1564125120,263706,123
T,1564125120,3058
D,1564125122,171264
D,1564125124,170496
D,1564125126,171008
D,1564125128,171008
D,1564125130,171520
D,1564125132,171008
P,1564125132,5047
D,1564125134,170752
D,1564125136,171264
D,1564125138,171520
D,1564125140,171520
D,1564125143,172032
D,1564125145,171264
D,1564125147,172032
R,1564125147,000000000
X,1564125149,264081,1831
X,1564125149,264186,204
X,1564125150,264142,147
X,1564125150,264036,142
X,1564125151,263991,152
X,1564125152,263877,143
X,1564125152,263748,233
X,1564125153,263698,193
X,1564125153,263628,72
X,1564125154,263587,122
X,1564125154,263566,123
O,1564125155,263538,205
O,1564125156,263408,108
O,1564125156,263467,138
O,1564125157,263368,121
O,1564125157,263310,183
O,1564125158,263157,181
O,1564125158,263085,138
O,1564125159,262982,236
O,1564125160,263064,279
O,1564125160,263072,211
O,1564125161,263083,144
O,1564125161,263079,171
O,1564125162,262985,147
P,1564125162,5040
O,1564125162,262902,153
