H,1552688297,306256
X,1552688297,675835,16119
X,1552688298,673876,47631
X,1552688298,673612,9888
X,1552688299,674365,3319
X,1552688299,673972,4041
X,1552688300,674286,1736
X,1552688301,674123,4343
X,1552688301,674572,41187
X,1552688302,674277,39444
X,1552688302,673469,34395
X,1552688303,674139,18958
X,1552688303,674062,23742
X,1552688304,674712,45416
X,1552688305,673729,25470
X,1552688305,675380,36956
X,1552688306,674568,3383
X,1552688306,674798,4116
X,1552688307,674358,4087
X,1552688307,672581,13074
X,1552688307,673377,36660
X,1552688308,673218,28650
X,1552688308,675194,14323
X,1552688309,673694,17629
X,1552688309,674835,50262
X,1552688310,673926,7251
X,1552688310,674796,20871
X,1552688311,673470,19985
X,1552688312,672434,12545
X,1552688312,672833,23914
X,1552688313,673498,24057
X,1552688313,674936,40727
X,1552688314,673442,28237
X,1552688314,674486,27458
X,1552688315,673711,6767
X,1552688316,672958,13981
X,1552688316,671291,32791
X,1552688317,673668,50453
X,1552688317,673548,16545
X,1552688318,669995,20040
X,1552688318,671541,6476
X,1552688319,669421,4775
X,1552688319,672856,41257
X,1552688320,670057,4209
X,1552688321,670369,3936
X,1552688321,671303,2634
X,1552688322,671547,40962
X,1552688322,671269,6782
P,1552688323,5149
X,1552688323,671589,4009
X,1552688323,671939,2865
X,1552688324,671897,20174
X,1552688325,672578,6517
X,1552688325,672445,2513
X,1552688326,672381,2833
X,1552688326,672562,3086
X,1552688327,672369,3580
X,1552688327,671726,2841
X,1552688328,671963,3867
X,1552688329,670711,16966
X,1552688329,671268,40068
X,1552688330,669936,40391
X,1552688330,671460,32462
X,1552688331,672897,27872
X,1552688331,674453,36611
X,1552688332,675606,30341
X,1552688333,674842,17794
X,1552688333,673716,16637
X,1552688334,671418,21533
X,1552688334,672994,16166
X,1552688335,673864,28963
X,1552688335,672366,19023
X,1552688336,672519,13178
X,1552688336,671844,23884
X,1552688337,671049,23379
X,1552688338,671527,20280
X,1552688338,672381,10533
X,1552688339,672197,9666
X,1552688339,672323,3801
X,1552688340,672583,13739
X,1552688340,672488,6825
X,1552688341,671322,6739
X,1552688342,674221,15594
X,1552688342,673198,13896
X,1552688343,671585,8652
X,1552688343,669280,4424
X,1552688344,668749,11694
X,1552688344,669994,7360
X,1552688345,671591,9569
X,1552688346,670642,8326
X,1552688346,673089,2706
X,1552688347,673173,2686
X,1552688347,673327,2683
X,1552688348,673582,2124
X,1552688348,673863,1623
X,1552688348,673014,1531
X,1552688349,670301,3749
X,1552688349,670903,5195
X,1552688350,670755,3320
X,1552688350,671125,3441
X,1552688351,671515,2131
X,1552688351,670467,2685
P,1552688352,5148
X,1552688352,673561,19728
X,1552688352,673760,6612
X,1552688353,673980,1643
X,1552688354,673362,2198
X,1552688354,673344,1612
X,1552688355,673314,2026
X,1552688355,673087,2037
X,1552688356,672618,1484
X,1552688356,671789,3064
X,1552688357,672892,1838
X,1552688358,673197,2928
X,1552688358,672504,1494
X,1552688359,672445,1675
X,1552688359,671858,1754
X,1552688360,670186,3375
X,1552688360,669766,4169
X,1552688361,670911,3451
X,1552688362,671198,2256
X,1552688362,672655,2121
X,1552688363,672337,1336
X,1552688363,671988,3166
X,1552688364,670298,5254
X,1552688364,670025,2877
X,1552688365,672045,7004
X,1552688366,672380,3625
X,1552688366,670079,24987
X,1552688367,670983,7759
X,1552688367,669160,4397
X,1552688368,669557,6584
X,1552688368,671134,3585
X,1552688369,671584,1971
X,1552688370,670671,5128
X,1552688370,671224,4804
X,1552688371,670894,4613
X,1552688371,671893,3010
X,1552688372,669952,5073
X,1552688372,670818,2204
X,1552688373,672007,1216
X,1552688373,673300,5758
X,1552688374,672282,6314
X,1552688375,673519,3027
X,1552688375,673591,1967
X,1552688376,673561,2368
X,1552688376,673175,1673
X,1552688377,671517,2416
X,1552688377,671812,1625
X,1552688378,671818,2649
X,1552688379,672130,2733
X,1552688379,672999,5073
X,1552688380,672249,3693
X,1552688380,672978,7256
X,1552688381,672830,3777
X,1552688381,672833,3552
P,1552688382,5149
X,1552688382,673043,2190
X,1552688383,673973,1829
X,1552688383,673885,1819
X,1552688384,673879,1864
X,1552688384,674184,1320
X,1552688385,674407,1173
X,1552688385,674007,1950
X,1552688386,673820,4735
X,1552688387,673613,969
X,1552688387,673580,1221
X,1552688388,673351,3197
X,1552688388,673191,4660
X,1552688389,673447,1540
X,1552688389,673680,119
