H,1554220800,306256
U,1554220800,0
E,1554220800,1
P,1554220801,5136
D,1554220801,347136
D,1554220803,349696
R,1554220803,000000000
X,1554220805,535461,4430
X,1554220805,537651,1325
X,1554220806,537096,2111
X,1554220806,537447,3126
X,1554220807,539213,3120
X,1554220808,539839,1296
X,1554220808,540167,2693
X,1554220809,539733,6384
X,1554220809,540034,1411
X,1554220810,540231,2096
X,1554220810,540629,3200
X,1554220811,540913,2202
X,1554220812,541090,1323
X,1554220812,539183,3348
X,1554220813,538961,4155
X,1554220813,538155,1403
X,1554220814,538404,1638
X,1554220814,537947,1319
X,1554220815,537550,1755
X,1554220815,537866,889
X,1554220816,536511,1424
X,1554220817,537221,2814
X,1554220817,535093,2947
X,1554220818,532777,2347
X,1554220818,536601,1348
X,1554220819,535856,3111
X,1554220819,535215,4737
X,1554220820,537225,2275
X,1554220821,538271,930
X,1554220821,538991,1213
X,1554220822,539633,1956
X,1554220822,540541,2735
X,1554220823,539178,5614
X,1554220823,540429,2649
X,1554220824,541069,2320
X,1554220825,538548,3435
X,1554220825,538540,531
X,1554220826,538403,1488
X,1554220826,537969,1307
X,1554220827,539240,1415
X,1554220827,540029,2780
X,1554220828,540037,1327
X,1554220829,540424,1163
X,1554220829,540219,3736
X,1554220830,540066,1543
X,1554220830,539749,1116
P,1554220831,5130
X,1554220831,540343,1763
X,1554220831,540287,6147
X,1554220832,540039,4275
X,1554220833,539633,5262
X,1554220833,539256,5225
X,1554220834,539622,2918
X,1554220834,538516,7891
X,1554220834,539224,2042
X,1554220834,539065,603
X,1554220835,538848,3578
X,1554220835,538811,838
X,1554220836,538862,2104
X,1554220837,538752,640
X,1554220837,538173,1429
X,1554220838,537829,1911
X,1554220838,538814,1261
X,1554220839,538515,1319
X,1554220839,538391,4092
X,1554220840,537671,1211
X,1554220841,538125,6816
X,1554220841,538560,1738
X,1554220842,538870,2017
X,1554220842,539361,7841
X,1554220843,539652,6999
X,1554220843,538631,8381
X,1554220844,539452,4030
X,1554220845,539446,3653
X,1554220845,539776,5972
X,1554220846,539870,839
X,1554220846,540633,2234
X,1554220847,541246,3063
X,1554220847,541153,1704
X,1554220848,540430,3628
X,1554220849,540402,4023
X,1554220849,540477,1640
X,1554220850,540528,3701
X,1554220850,540889,1133
X,1554220851,540979,1713
X,1554220851,542228,1649
X,1554220852,541167,1881
X,1554220852,541790,3284
X,1554220853,541352,1715
X,1554220854,540274,1387
X,1554220854,540947,2041
X,1554220855,540482,1764
X,1554220855,539418,739
X,1554220856,539610,2016
X,1554220856,539401,1274
X,1554220857,539028,1986
X,1554220858,539217,3229
X,1554220858,538821,5470
X,1554220859,538032,2910
X,1554220859,537988,3220
P,1554220860,5131
X,1554220860,536638,1334
X,1554220860,532757,3508
X,1554220861,533372,4207
X,1554220862,533947,2562
X,1554220862,534874,3168
X,1554220863,536465,2182
X,1554220863,537466,1242
X,1554220864,537469,1163
X,1554220864,538555,1201
X,1554220865,540050,7604
X,1554220866,539594,4851
X,1554220866,538626,1370
X,1554220867,538463,1445
X,1554220867,538191,8068
X,1554220868,538517,12356
X,1554220868,539138,6126
X,1554220869,539978,1266
X,1554220870,540838,16478
X,1554220870,541237,1032
X,1554220871,540867,1433
X,1554220871,540301,1968
X,1554220872,539883,3110
X,1554220872,539752,1067
X,1554220873,539954,4492
X,1554220873,539730,8681
X,1554220874,539562,821
X,1554220875,539551,16773
X,1554220875,539114,11160
X,1554220875,539161,2238
X,1554220875,539320,1197
X,1554220876,539118,1188
X,1554220876,538716,960
X,1554220877,538345,1089
X,1554220878,538125,998
X,1554220878,538175,2672
X,1554220879,538861,664
X,1554220879,538779,1314
X,1554220880,538982,1675
X,1554220880,538706,2150
X,1554220881,538240,1871
X,1554220882,538080,882
X,1554220882,537890,1435
X,1554220883,537496,947
X,1554220883,538837,2264
X,1554220884,539032,1344
X,1554220884,538251,3388
X,1554220885,539903,8814
X,1554220886,539017,7352
X,1554220886,540208,1177
X,1554220887,539864,880
X,1554220887,539350,1939
X,1554220888,539555,1581
X,1554220888,538612,1937
P,1554220889,5127
X,1554220889,538371,1362
X,1554220889,538465,1536
X,1554220890,539457,950
X,1554220891,537663,3419
X,1554220891,537408,1494
X,1554220892,537894,1090
X,1554220892,538294,1229
X,1554220893,538806,1596
X,1554220893,538983,1772
X,1554220894,538809,804
X,1554220895,538511,1624
X,1554220895,538410,1866
